contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),JEZUS LEEFT,StemNL,MenS en Spirit / Basisinkomen Partij / V-R
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stadshuis I,0356::SB1,,1419,1268,2,8,0,0,10,1170,99,0,1,0,1,0,0,1279,251,76,215,130,80,181,28,127,2,45,35,0,5,49,3,23,1,1,0,7,8,0,0,1,0,0
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stadshuis II,0356::SB2,,991,1048,5,2,0,0,3,948,104,0,0,0,0,0,0,1055,198,64,165,101,87,126,21,104,4,33,37,1,9,47,2,30,0,0,2,5,9,3,0,0,0,0
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Obs de Schakel,0356::SB3,,1741,1040,4,6,0,0,6,948,96,0,0,0,0,0,0,1050,151,71,194,83,97,145,28,110,2,32,48,2,1,46,0,19,1,0,0,5,4,1,0,0,0,0
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Wenck,0356::SB4,,1630,1004,2,5,0,0,5,935,71,0,0,0,0,0,0,1011,168,54,176,107,99,115,23,122,5,26,51,1,1,29,1,13,1,2,1,1,7,0,0,1,0,0
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurthuis Kerkveld,0356::SB5,,1421,1320,1,5,0,1,3,1230,96,0,2,0,3,0,0,1329,298,84,207,122,168,152,30,106,12,40,44,0,2,17,3,20,0,0,2,4,5,2,0,1,0,1
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Montessorischool De Vleugel,0356::SB6,,1239,1177,0,7,0,0,5,1092,87,0,0,0,0,0,0,1184,206,69,216,138,119,117,45,122,8,35,45,1,6,16,1,26,0,0,0,3,1,0,0,2,1,0
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Cimbaal,0356::SB7,,1155,738,2,2,0,0,2,673,67,0,0,0,0,0,0,742,130,55,94,81,86,94,21,71,2,13,40,0,3,15,0,18,1,0,0,5,6,0,0,3,0,0
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau RK basisschool Vroonestein,0356::SB8,,1615,1276,1,4,0,0,3,1165,113,0,0,0,0,0,0,1281,281,75,202,128,106,173,27,105,7,48,62,2,10,16,3,21,0,0,0,6,3,1,0,0,0,0
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Anna van Rijn,0356::SB9,,706,524,0,4,0,0,3,471,54,0,0,0,0,0,0,528,139,42,69,42,59,71,6,36,4,24,15,0,5,2,0,4,0,1,0,4,0,0,0,0,0,1
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau ROC MN Veiligheid&Defensie College,0356::SB10,,1481,992,2,3,0,0,3,908,86,0,0,0,0,0,0,997,220,50,164,124,80,129,18,68,0,30,56,0,3,12,0,28,0,0,1,4,1,1,0,0,2,1
