contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Lokaal in de Kamer,Vrije Democratische Partij (VDP)
Den Helder,Bergen (NH),TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verpleeghuis Oudtburgh,0373::SB1,1862BC,1685,1338,2,1,0,0,8,1198,135,0,0,0,0,0,0,1341,409,85,104,79,129,178,8,147,2,90,38,1,25,3,2,27,3,2,1,3,1,0,0,1
Den Helder,Bergen (NH),TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Frankenstate,0373::SB2,1861HD,1686,1441,1,4,0,2,5,1300,143,0,0,0,2,0,0,1448,669,70,58,14,136,232,13,111,2,64,18,0,20,0,0,27,0,1,1,4,0,0,0,1
Den Helder,Bergen (NH),TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijksteunpunt,0373::SB3,1861JW,1671,1470,1,3,0,0,33,1283,158,0,0,0,0,0,0,1474,574,92,71,42,119,234,11,148,3,83,25,0,33,0,1,25,2,0,0,7,0,0,0,0
Den Helder,Bergen (NH),TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau PCC Bergen,0373::SB4,1861TG,1679,1551,1,2,0,17,7,1394,170,0,0,0,17,0,0,1571,447,127,99,95,124,253,20,219,3,93,36,1,16,0,2,10,1,0,2,1,0,2,0,0
Den Helder,Bergen (NH),TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau T. & O. -buurthuis,0373::SB5,1862XE,1487,1269,2,2,0,0,3,1155,115,0,0,0,0,0,0,1273,271,93,119,112,95,187,10,186,2,103,39,6,16,0,0,23,1,1,1,2,0,1,1,0
Den Helder,Bergen (NH),TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum de Marke,0373::SB6,1862JA,1583,1444,3,6,0,0,2,1315,136,0,0,0,0,0,0,1453,353,132,111,73,175,245,20,183,1,67,33,2,23,0,5,19,0,0,1,1,0,0,0,0
Den Helder,Bergen (NH),TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Hotel Victoria,0373::SB7,1865AB,296,324,0,2,0,0,26,268,32,0,0,0,0,0,0,326,121,17,25,14,25,36,5,41,1,24,5,0,2,0,0,7,0,0,1,0,0,0,0,0
Den Helder,Bergen (NH),TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Hotel Merlet,0373::SB8,1871AC,1168,987,4,1,0,0,24,865,103,0,0,0,0,0,0,992,317,72,65,31,83,131,25,105,3,92,29,1,4,2,0,21,0,2,0,2,0,1,1,0
Den Helder,Bergen (NH),TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpscentrum de Blinkerd,0373::SB9,1871EM,1024,970,1,1,0,0,7,860,105,0,0,0,0,0,0,972,285,63,69,54,118,147,8,122,1,45,29,1,5,0,7,13,0,0,0,2,0,0,1,0
Den Helder,Bergen (NH),TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Het Klimduin,0373::SB10,1873JA,1525,1281,1,0,0,0,17,1165,100,0,0,0,0,0,0,1282,310,83,143,117,119,149,16,162,4,94,33,1,14,1,2,25,0,0,1,0,4,1,2,0
