contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Lokaal in de Kamer
Haarlem,Aalsmeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Aelsmeer,0358::SB1,1431 BZ,1839,1505,2,2,0,0,2,1389,118,0,0,0,0,0,0,1509,578,72,162,46,202,128,96,57,21,41,44,3,6,4,0,33,1,0,0,7,1,2,1
Haarlem,Aalsmeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Solidoe De Dolfijn,0358::SB2,1431 RN,1218,1370,0,1,0,2,3,1196,174,0,0,0,2,0,0,1373,528,54,117,46,192,153,61,79,5,34,49,1,11,8,0,26,0,0,0,4,1,1,0
Haarlem,Aalsmeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum 't Baken,0358::SB4,1431 JA,1679,1479,3,4,0,1,5,1347,135,0,0,0,1,0,0,1487,452,59,215,91,170,110,87,108,16,53,56,4,3,5,8,34,3,0,0,3,1,1,0
Haarlem,Aalsmeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijksteunpunt Seringenhorst,0358::SB5,1431 EM,1795,879,2,2,0,0,0,814,69,0,0,0,0,0,0,883,281,42,103,36,142,79,39,40,9,14,40,4,4,7,1,32,1,0,0,5,0,0,0
Haarlem,Aalsmeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau NH Wijkcentrum 't Anker,0358::SB6,1432 AV,1481,1127,4,2,0,0,1,1025,108,0,1,0,1,0,0,1134,415,37,142,38,136,103,70,60,12,36,38,6,8,1,0,19,1,0,0,3,0,0,2
Haarlem,Aalsmeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurthuis Hornmeer,0358::SB8,1431 WH,1898,1712,1,3,0,0,3,1556,157,0,0,0,0,0,0,1716,483,84,224,87,238,194,109,105,6,49,67,2,6,10,2,37,1,0,0,2,2,2,2
Haarlem,Aalsmeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau p.c.b.s. De Graankorrel,0358::SB9,1433 AN,1533,1487,0,2,0,0,7,1360,122,0,0,0,0,0,0,1489,422,70,201,106,213,140,85,83,6,31,61,2,3,14,2,39,1,0,0,4,4,0,0
Haarlem,Aalsmeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Clubgebouw VZOD,0358::SB11,1433 HM,1720,1408,3,3,0,3,9,1270,136,0,0,0,1,0,0,1415,499,60,169,72,199,154,26,77,8,29,38,2,13,10,2,44,0,0,1,5,0,0,0
Haarlem,Aalsmeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gebouw De Mikado,0358::SB12,1432 JT,1682,2621,1,4,0,0,11,2302,313,0,0,0,0,0,0,2626,973,113,270,120,235,375,66,170,20,74,77,4,10,16,4,76,0,1,1,6,6,1,3
Haarlem,Aalsmeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau R.K. Antoniusschool,0358::SB14,1433 WB,1690,1637,1,5,0,7,2,1478,170,0,0,0,7,0,0,1650,656,65,178,56,198,210,22,109,5,32,38,2,10,7,3,40,0,0,0,3,1,1,1
Haarlem,Aalsmeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis Aalsmeer,0358::SB15,1431 EH,1116,1241,1,2,0,0,11,1091,142,0,0,0,0,0,0,1244,504,44,118,35,143,147,48,65,10,31,37,3,13,11,5,21,0,0,0,4,1,1,0
Haarlem,Aalsmeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Proosdijhal,0358::SB17,1433 KA,1703,1108,4,1,0,0,6,1028,79,0,0,0,0,0,0,1113,287,63,191,85,121,106,39,70,4,36,32,2,11,14,1,31,2,0,1,5,4,1,2
Haarlem,Aalsmeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurthuis 't Middelpunt,0358::SB18,1432 GB,1784,884,3,0,0,0,0,796,91,0,0,0,0,0,0,887,335,32,107,56,101,90,26,52,2,17,30,1,2,8,0,17,0,0,2,5,0,1,0
Haarlem,Aalsmeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal De Bloemhof,0358::SB19,1432 GH,1530,985,1,2,0,0,4,897,87,0,0,0,0,0,0,988,351,33,154,41,102,111,24,41,5,28,48,4,10,0,0,27,0,0,0,4,2,0,0
