contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL,MenS en Spirit / Basisinkomen Partij / V-R
Arnhem,Oude IJsselstreek,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Zorgcentrum MMP, Kerkplein 3, Gendringen",1509::SB1,7081 BZ,1792,1441,0,7,0,0,11,1317,120,0,0,0,0,0,0,1448,322,56,182,225,290,122,32,85,0,22,37,5,5,25,1,25,0,2,0,3,0,1,0,1,0,0,0
Arnhem,Oude IJsselstreek,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Sportzaal Prinsenhof, Prinsenhof 2A, Gendringen",1509::SB2,7081 DG,1724,1402,0,4,0,0,3,1280,123,0,0,0,0,0,0,1406,288,60,180,229,283,155,19,73,3,30,35,1,7,10,2,18,0,0,0,1,0,0,4,3,0,0,1
Arnhem,Oude IJsselstreek,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau DRU Cultuurfabriek, Hutteweg 24, Ulft",1509::SB3,7071 BV,1744,1579,1,6,0,0,10,1439,137,0,0,0,0,0,0,1586,314,106,183,230,181,210,9,139,3,40,71,2,4,50,0,26,0,0,0,3,1,1,2,1,0,0,3
Arnhem,Oude IJsselstreek,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau RK Basisschool Mariaschool, Neptunus 8, Ulft",1509::SB4,7071 VG,1619,1423,0,2,0,0,7,1288,130,0,0,0,0,0,0,1425,314,78,191,216,212,218,8,65,1,22,51,2,2,20,3,16,1,0,0,2,0,1,0,0,0,0,0
Arnhem,Oude IJsselstreek,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Clubgebouw De Eendracht, Dr. Ariënsstraat 5A, Ulft",1509::SB5,7071 AH,1695,1318,1,2,0,0,1,1211,109,0,0,0,0,0,0,1321,245,74,205,177,170,138,10,89,0,28,42,1,7,99,0,18,4,0,0,5,1,0,0,2,0,0,3
Arnhem,Oude IJsselstreek,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Gildegebouw St. Joris Hoftsraat 1, Ulft",1509::SB6,7071 KA,1644,1275,4,1,0,0,3,1180,97,0,0,0,0,0,0,1280,303,61,182,202,177,153,9,77,1,6,46,3,7,26,2,14,0,1,0,2,0,0,0,1,2,0,0
Arnhem,Oude IJsselstreek,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Gildegebouw, Woldenburgseweg 1, Netterden",1509::SB7,7077 AG,372,344,0,0,0,0,2,311,31,0,0,0,0,0,0,344,96,10,54,24,96,24,2,16,1,6,2,0,2,0,0,9,0,0,0,1,0,0,0,1,0,0,0
Arnhem,Oude IJsselstreek,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau De Glazeren Kast, Oudekerkstraat 2, Etten",1509::SB8,7075 AB,1513,1295,0,1,0,0,3,1205,88,0,0,0,0,0,0,1296,312,51,141,123,344,120,4,69,2,33,56,6,3,3,1,17,0,0,0,5,0,1,0,3,0,0,1
Arnhem,Oude IJsselstreek,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Gemeenschapshuis 't Dorpshuus, Hoofdstraat 29A, Varsselder",1509::SB9,7076 AG,625,550,0,0,0,0,2,494,54,0,0,0,0,0,0,550,142,16,59,49,143,76,2,20,0,11,20,1,1,0,0,6,0,0,0,1,0,1,0,2,0,0,0
Arnhem,Oude IJsselstreek,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Café-Restaurant Koenders, Terborgseweg 61, Breedenbroek",1509::SB10,7084 AB,820,673,0,0,0,0,1,617,55,0,0,0,0,0,0,673,161,14,36,55,254,57,20,33,1,8,22,2,1,0,0,7,0,0,0,1,0,0,0,0,1,0,0
Arnhem,Oude IJsselstreek,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Serre/café Ter Voert, Oranjeplein 1, Megchelen",1509::SB11,7078 BC,793,662,0,1,0,0,4,601,58,0,0,0,0,0,0,663,181,22,73,59,215,44,1,31,2,8,15,1,1,0,0,5,0,0,0,1,1,0,0,2,0,0,0
Arnhem,Oude IJsselstreek,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Sporthal Van Pallandt -vergaderruimte-, van Pallandtstraat 8, Varsseveld",1509::SB12,7051 DE,1517,1329,2,1,0,0,0,1328,4,0,0,0,0,0,0,1332,403,86,124,115,257,135,21,65,2,33,41,21,3,5,1,10,1,0,1,3,0,1,0,0,0,0,1
