contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL
Dordrecht,Schiedam,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stadskantoor (Lunchkamer),0606::SB1,,1754,1483,2,8,0,0,9,1353,131,0,0,0,0,0,0,1493,270,120,247,128,95,154,25,162,6,75,56,3,7,72,3,38,0,0,2,6,12,1,0,1,0,0
Dordrecht,Schiedam,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Parochiecentrum De Wilgenburg,0606::SB2,,2359,1036,2,1,0,1,2,942,94,0,0,1,0,0,0,1038,130,75,226,92,78,107,23,92,7,47,54,3,4,59,0,20,1,2,0,6,9,0,0,0,0,1
Dordrecht,Schiedam,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Station Schiedam Centrum,0606::SB3,,1790,1832,12,7,1,6,14,1696,148,0,0,0,7,0,0,1858,211,100,257,195,105,269,29,257,3,108,45,1,4,137,3,47,1,1,4,19,25,3,1,1,6,0
Dordrecht,Schiedam,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stadskantoor (Klant Contact Centrum),0606::SB4,,1826,1833,11,21,0,4,5,1683,181,0,0,0,4,0,0,1869,310,127,287,158,105,218,28,165,3,97,54,3,8,191,3,47,0,1,0,6,16,2,1,2,1,0
Dordrecht,Schiedam,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum Oost,0606::SB5,,1482,1131,3,3,0,0,3,1016,118,0,0,0,0,0,0,1137,86,71,318,131,24,83,15,113,5,50,49,0,14,124,4,19,1,1,1,5,12,1,0,3,1,0
Dordrecht,Schiedam,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Openbare basisschool De Peperklip,0606::SB6,,1647,1059,6,7,0,0,1,973,98,0,0,0,0,0,0,1072,88,49,209,143,42,94,20,115,8,31,29,2,3,188,3,11,0,1,3,4,14,1,0,0,0,1
Dordrecht,Schiedam,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau RK basisschool St. Willibrordus,0606::SB8,,2458,1738,8,4,0,0,1,1586,163,0,0,0,0,0,0,1750,260,77,543,192,113,118,25,114,8,62,85,3,12,62,4,45,1,0,0,7,1,1,0,5,0,0
Dordrecht,Schiedam,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bewonersvereniging Schiedam-Zuid,0606::SB10,,2075,1489,3,8,0,0,2,1359,139,0,0,0,0,0,0,1500,162,74,459,197,89,111,12,101,4,42,85,0,12,72,5,48,0,1,0,6,2,0,0,3,3,1
Dordrecht,Schiedam,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Frankeland,0606::SB11,,1854,1511,1,7,0,1,6,1367,145,0,0,1,0,0,0,1518,279,81,278,115,137,162,33,157,15,66,70,2,2,69,6,26,1,2,0,1,2,4,1,1,1,0
Dordrecht,Schiedam,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum De Erker,0606::SB12,,2341,1704,10,4,0,0,0,1549,169,0,0,0,0,0,0,1718,172,89,415,221,76,141,18,159,8,57,69,2,17,204,3,27,1,0,1,13,9,0,0,0,2,0
