contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),JEZUS LEEFT,StemNL
Leiden,Zoetermeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stichting Welzijn&Zorg Doven WeZoDo,0637::SB1,,2103,1070,2,5,0,0,7,968,102,0,0,0,0,0,0,1077,192,42,233,100,112,90,47,77,62,29,37,2,4,5,2,28,0,0,1,2,1,1,3,0,0
Leiden,Zoetermeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gereformeerde Kerk Vrijgemaakt,0637::SB2,,1467,1240,1,3,1,0,1,1126,118,0,0,0,1,0,0,1245,251,55,218,89,141,109,70,74,71,59,42,0,5,12,0,32,0,0,1,4,2,3,0,2,0
Leiden,Zoetermeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau WZC De Morgenster,0637::SB3,,879,815,2,4,0,0,3,752,68,0,0,0,821,0,0,823,147,57,105,59,119,66,49,60,73,17,31,1,2,5,1,18,0,1,0,0,1,0,1,2,0
Leiden,Zoetermeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkservicecentrum De Spil,0637::SB4,,1292,1011,0,1,0,1,2,918,93,0,0,0,1,0,0,1013,200,64,147,70,110,145,35,72,10,49,42,1,7,12,4,27,0,0,1,6,4,5,0,0,0
Leiden,Zoetermeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Jacobsvlinder,0637::SB5,,1226,898,4,5,0,1,1,838,69,0,0,0,1,0,0,908,173,65,138,68,102,96,32,70,27,26,44,5,5,20,1,18,0,1,1,3,3,0,0,0,0
Leiden,Zoetermeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Castellum Palensteyn,0637::SB6,,1788,1304,3,14,1,1,1,1211,111,0,0,0,2,0,0,1323,168,89,239,168,76,130,37,151,12,43,42,1,6,74,5,31,3,1,3,14,10,1,0,0,0
Leiden,Zoetermeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Paulusschool,0637::SB7,,842,783,1,2,0,0,1,714,71,0,0,0,0,0,0,786,203,51,121,58,80,97,20,58,13,27,20,3,2,6,3,14,2,1,0,2,1,0,1,0,0
Leiden,Zoetermeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau IKC Stella Nova,0637::SB8,,1480,1006,1,12,0,2,4,941,72,0,0,2,0,0,0,1017,165,46,198,109,94,116,29,89,11,49,46,2,9,9,4,22,0,0,0,4,0,3,0,1,0
Leiden,Zoetermeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Recreatieruimte Bijdorp,0637::SB9,,1284,1284,0,9,0,0,2,1179,112,0,0,0,0,0,0,1293,318,81,169,112,150,137,46,92,26,40,57,1,4,6,3,28,1,0,1,4,6,1,1,0,0
Leiden,Zoetermeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Lunchcafé De Zoetelaar,0637::SB10,,1513,750,1,2,0,0,1,682,70,0,0,0,0,0,0,753,189,40,103,56,60,95,24,86,7,22,19,0,2,13,8,18,0,1,2,4,0,0,1,0,0
Leiden,Zoetermeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Stadhuis, Driemanspolderzaal",0637::SB11,,1472,1546,3,8,2,0,13,1392,150,0,0,2,0,0,0,1555,342,90,223,119,172,177,24,161,8,51,79,0,2,18,10,47,4,0,0,7,11,1,0,0,0
Leiden,Zoetermeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Recreatieruimte Flat De Leliënborgh,0637::SB12,,1462,1366,3,6,0,0,6,1258,111,0,0,0,0,0,0,1375,260,70,229,116,137,176,30,110,13,46,92,3,2,23,2,36,0,2,1,10,7,1,0,0,0
Leiden,Zoetermeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurtwerk Kerkenbos,0637::SB14,,1487,482,2,5,0,0,0,453,36,0,0,0,0,0,0,489,59,24,121,57,32,58,14,38,3,18,22,0,4,8,2,16,0,0,1,4,1,0,0,0,0
Leiden,Zoetermeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wooncomplex Albrandswaard,0637::SB15,,1764,1024,2,4,0,0,2,944,84,0,0,0,0,0,0,1030,169,77,202,104,107,100,34,87,4,36,57,0,0,12,3,16,2,1,0,4,2,1,0,5,1
Leiden,Zoetermeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Speelboerderij Het Buitenbeest,0637::SB16,,1213,896,3,7,0,0,2,832,72,0,0,0,0,0,0,906,127,49,186,103,62,100,23,80,18,50,41,1,5,14,0,20,5,0,0,6,4,0,0,2,0
Leiden,Zoetermeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Winkelcentrum Meerzicht,0637::SB17,,1678,2030,5,12,0,4,3,1861,189,0,2,0,6,0,0,2053,323,144,423,231,148,200,66,215,21,64,76,1,9,31,5,42,1,1,4,18,3,0,1,1,2
Leiden,Zoetermeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau IKC De Piramide,0637::SB19,,1972,1549,0,6,0,0,0,1391,164,0,0,0,0,0,0,1555,322,135,216,116,155,223,35,147,9,52,62,0,3,22,5,40,1,0,2,1,3,0,0,0,0
Leiden,Zoetermeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau GBS De Schanskorf,0637::SB20,,1502,1215,3,4,1,1,4,1117,103,0,0,0,2,0,0,1224,227,79,177,97,143,148,69,90,14,58,48,4,5,3,3,37,0,1,2,4,4,0,0,2,0
Leiden,Zoetermeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau RK Basisschool 't Schrijverke,0637::SB21,,1986,1447,2,6,0,1,3,1294,159,0,0,0,1,0,0,1456,276,94,211,103,167,193,65,132,8,65,56,5,1,10,1,40,1,0,3,14,1,1,0,0,0
Leiden,Zoetermeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau SBO De Horizon,0637::SB22,,1957,725,2,2,0,0,0,663,66,0,0,0,0,0,0,729,141,40,135,75,77,75,20,52,5,30,27,0,1,3,3,18,1,0,0,8,7,3,0,3,1
