contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL
Dordrecht,Binnenmaas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Cult.Centr. ""De Drie Lelies""",0585::SB1,,1678,1478,2,5,0,0,3,1359,123,0,0,0,0,0,0,1485,255,93,235,148,179,110,62,88,108,54,77,0,18,3,4,32,2,0,0,3,0,4,0,3,0,0
Dordrecht,Binnenmaas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Obs ""Het Driespan""",0585::SB2,,1440,1188,0,5,0,7,1,1062,137,0,0,0,7,0,0,1200,243,66,201,92,160,112,56,57,87,39,41,1,6,0,1,19,0,0,0,5,2,0,0,0,0,0
Dordrecht,Binnenmaas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Zorgwaard, Zomerplein 15",0585::SB3,,1331,1233,2,3,0,2,2,1117,121,0,0,0,2,0,0,1240,270,76,193,92,192,104,57,56,87,25,40,0,8,0,3,26,0,0,0,2,1,0,0,1,0,0
Dordrecht,Binnenmaas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dienstencentrum 't Weegje,0585::SB4,,1252,1548,3,1,1,0,3,1414,134,0,0,1,0,0,0,1551,287,125,216,122,259,119,100,79,107,36,57,2,2,1,1,30,1,0,0,1,0,0,0,1,2,0
Dordrecht,Binnenmaas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Partycentr.Concordia,0585::SB5,,1203,918,1,1,0,2,4,815,103,0,0,0,2,0,0,922,186,86,144,57,133,56,49,32,83,25,22,2,5,0,2,31,0,0,0,3,0,0,0,1,1,0
Dordrecht,Binnenmaas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurthuis De Biesband,0585::SB6,,1305,894,3,0,1,0,0,801,97,0,0,0,1,0,0,898,145,52,180,81,137,64,58,32,58,17,35,0,1,3,0,24,0,2,0,2,0,2,0,1,0,0
Dordrecht,Binnenmaas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Voetbalvereniging 's-Gravendeel,0585::SB7,,1321,892,0,0,0,1,1,787,105,0,0,0,1,0,0,893,218,45,135,66,117,56,50,48,70,21,32,2,5,1,1,19,1,0,0,4,0,0,0,1,0,0
Dordrecht,Binnenmaas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Buurthuis ""Ronduit""",0585::SB8,,476,386,1,0,0,0,0,347,40,0,0,0,0,0,0,387,79,16,76,31,54,32,24,12,9,20,9,2,5,0,2,12,0,2,0,1,0,0,0,0,0,0
Dordrecht,Binnenmaas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau ""Ons gebouw""",0585::SB9,,1308,1163,1,7,0,1,0,1057,115,0,0,0,1,0,0,1172,272,82,142,64,201,88,93,32,73,26,52,0,8,0,2,25,0,0,0,3,0,0,0,0,0,0
Dordrecht,Binnenmaas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Burg. van Bommelschool,0585::SB10,,688,595,1,2,0,0,0,536,62,0,0,0,0,0,0,598,170,25,111,19,62,50,26,25,44,26,13,1,4,0,0,16,0,0,0,1,0,0,0,2,0,0
Dordrecht,Binnenmaas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau ""De Erve""",0585::SB11,,928,776,4,2,1,0,0,714,69,0,0,0,1,0,0,783,160,50,122,52,115,68,40,36,55,29,20,0,4,0,3,17,0,0,1,3,0,0,0,0,1,0
