contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Libertarische Partij (LP),Lokaal in de Kamer
Leeuwarden,Kollumerland en Nieuwkruisland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis Kollum,0079::SB1,9291 KB,1574,1246,2,3,0,0,2,1140,109,0,0,0,0,0,0,1251,216,87,144,124,334,91,75,71,17,26,23,0,3,0,2,28,2,1,0,0,0,2
Leeuwarden,Kollumerland en Nieuwkruisland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Meckama State Kollum,0079::SB2,9291 AM,1525,1212,5,1,0,15,3,1150,80,0,0,0,15,0,0,1233,134,59,164,114,348,103,76,81,18,23,43,3,4,0,4,31,0,0,0,1,0,6
Leeuwarden,Kollumerland en Nieuwkruisland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Pro Rege Kollum,0079::SB3,9291 EM,1345,1174,0,0,0,0,4,1066,104,0,0,0,0,0,0,1174,217,66,99,130,362,67,102,33,20,18,27,3,1,0,2,23,2,0,0,0,1,1
Leeuwarden,Kollumerland en Nieuwkruisland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis 't Trefpunt Kollumerpomp,0079::SB4,9293 LL,375,305,1,1,0,0,1,288,18,0,0,0,0,0,0,307,33,17,39,32,96,16,16,22,6,11,9,0,0,0,0,5,0,0,0,3,0,0
Leeuwarden,Kollumerland en Nieuwkruisland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Toutenburg Burum,0079::SB5,9851 AR,601,480,0,2,0,0,2,437,43,0,0,0,0,0,0,482,92,10,43,39,143,37,44,28,9,9,15,1,0,0,0,9,0,0,1,0,0,0
Leeuwarden,Kollumerland en Nieuwkruisland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Schans Munnekezijl,0079::SB6,9853 PH,382,304,0,0,0,0,0,284,20,0,0,0,0,0,0,304,48,15,51,43,69,13,17,17,1,5,15,4,2,0,0,2,2,0,0,0,0,0
Leeuwarden,Kollumerland en Nieuwkruisland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau M.F.C. Hústerwâld Oudwoude,0079::SB7,9294 KP,711,523,0,2,0,0,0,476,49,0,0,0,0,0,0,525,85,25,75,39,164,20,26,40,5,12,19,0,1,0,0,10,0,0,0,1,0,1
Leeuwarden,Kollumerland en Nieuwkruisland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau M.F.C. De Tredder Westergeest,0079::SB8,9295 KC,705,568,0,1,0,0,0,512,57,0,0,0,0,0,0,569,95,29,109,57,130,31,29,32,14,12,17,1,2,0,2,7,1,0,0,0,0,0
Leeuwarden,Kollumerland en Nieuwkruisland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Eendracht K'Zwaag,0079::SB9,9298 RG,1112,890,1,1,0,0,0,809,83,0,0,0,0,0,0,892,80,33,114,97,311,39,105,29,22,11,25,0,3,0,4,13,2,1,0,1,0,0
Leeuwarden,Kollumerland en Nieuwkruisland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis K'zwaag,0079::SB10,9298 JP,1091,857,1,0,0,0,0,766,92,0,0,0,0,0,0,858,88,27,138,91,242,37,85,40,29,14,30,0,5,0,3,20,1,0,0,5,2,0
Leeuwarden,Kollumerland en Nieuwkruisland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Bosk Zwagerbosch,0079::SB11,9299 HT,558,425,0,0,0,0,0,387,38,0,0,0,0,0,0,425,43,26,113,69,52,18,31,20,8,8,18,1,2,0,1,10,0,0,0,2,2,1
