contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL
Dordrecht,Barendrecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 01 Gemeentehuis,0489::SB1,2991 AA,1168,1471,2,1,0,0,1,1311,163,0,0,0,0,0,0,1475,321,65,226,108,172,122,58,118,56,33,55,1,10,63,3,36,1,2,0,7,9,0,0,3,2,0
Dordrecht,Barendrecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 02 Triomfatorkerk,0489::SB2,2991 CH,1769,1669,1,1,0,10,4,1504,153,0,0,10,0,0,0,1661,441,84,160,63,252,198,101,119,86,49,39,1,7,2,3,56,0,0,0,5,0,0,0,0,3,0
Dordrecht,Barendrecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 03 trouwzaal De Watertoren,0489::SB3,2992 BE,1045,864,1,1,0,0,0,773,93,0,0,0,0,0,0,866,180,39,105,48,117,78,48,44,107,19,38,0,4,9,1,19,0,0,2,3,1,1,0,0,0,1
Dordrecht,Barendrecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 04 Café 't Schaapje,0489::SB4,2993 BG,1320,1045,2,1,0,0,3,936,110,0,0,0,0,0,0,1049,257,57,176,63,118,101,20,75,13,25,56,0,11,28,4,35,0,2,0,2,0,1,0,1,0,0
Dordrecht,Barendrecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 05 basisschool De Draaimolen,0489::SB5,2992 DN,2135,1723,2,6,0,9,2,1578,160,0,0,0,9,0,0,1740,379,73,267,107,257,172,92,90,89,43,56,0,12,17,5,52,2,0,1,6,1,0,0,0,2,0
Dordrecht,Barendrecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 07 Immanuelkerk,0489::SB7,2992 GG,1441,1321,4,1,0,0,1,1193,132,0,0,0,0,0,0,1326,348,47,178,68,174,135,71,67,99,40,46,0,8,8,1,24,1,0,0,3,1,0,0,1,1,0
Dordrecht,Barendrecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 08 Woonzorgcentrum Borgstede,0489::SB8,2991 HP,1374,1070,1,3,0,0,1,974,99,0,0,0,0,0,0,1074,185,58,179,63,164,83,47,84,58,35,48,1,4,24,2,27,1,0,0,5,1,0,0,0,1,0
Dordrecht,Barendrecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 09 Bethelkerk,0489::SB9,2992 SG,1535,1133,0,1,0,0,0,1020,114,0,0,0,0,0,0,1134,173,43,162,64,159,88,97,50,161,37,49,1,5,7,0,34,1,0,0,0,0,0,0,0,2,0
Dordrecht,Barendrecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 10 gebouw De Baerne,0489::SB10,2991 GA,1298,1084,2,2,0,0,2,1000,86,0,0,0,0,0,0,1088,230,41,131,70,173,110,63,63,84,41,30,2,6,8,1,23,0,0,0,1,3,1,0,2,1,0
Dordrecht,Barendrecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 11 Basisschool De Tweemaster,0489::SB11,2991 JN,1171,1092,0,7,0,0,2,1090,7,0,0,0,0,0,0,1099,279,66,130,62,158,124,45,90,32,22,40,0,6,6,1,27,0,0,0,1,0,1,0,2,0,0
Dordrecht,Barendrecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 12 Recreatieruimte De Boeg,0489::SB12,2991 DL,1306,942,0,1,0,0,2,865,76,0,0,0,0,0,0,943,212,55,113,78,168,73,31,74,42,30,40,0,2,1,1,18,1,0,0,1,0,0,0,2,0,0
Dordrecht,Barendrecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 13 Dependance De Draaimolen,0489::SB13,2992 GK,1866,1276,0,0,0,1,0,1135,140,0,0,1,0,0,0,1275,358,55,222,56,134,145,41,86,36,21,45,0,11,18,1,44,1,0,0,1,1,0,0,0,0,0
Dordrecht,Barendrecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 14 Eben Haezerkerk (bibliotheek),0489::SB14,2992 HC,1651,1534,4,0,0,0,3,1391,144,0,0,0,0,0,0,1538,415,48,189,76,208,154,109,51,150,34,34,3,6,4,3,40,0,0,0,3,3,1,1,1,1,0
Dordrecht,Barendrecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 15 R.K. basisschool De Trinoom,0489::SB15,2993 GG,1983,1634,3,2,0,1,3,1465,172,0,0,0,1,0,0,1640,520,66,279,109,125,185,35,96,15,37,57,2,4,51,0,34,0,0,2,3,11,1,0,1,1,0
Dordrecht,Barendrecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 16 VoorzieningenclusterWaterpoort,0489::SB16,2993 DL,1524,1369,0,5,0,0,3,1214,157,0,0,0,0,0,0,1374,301,51,325,120,116,135,33,87,17,29,59,1,8,45,1,29,0,0,3,1,5,0,0,1,1,1
Dordrecht,Barendrecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 17Voorzieningencluster Waterpoort 2,0489::SB17,2993 DL,1572,1389,0,1,0,0,3,1238,150,0,1,0,1,0,0,1391,350,68,282,88,112,128,37,110,12,40,54,4,0,51,6,44,0,0,0,1,1,1,0,0,0,0
