contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL,MenS en Spirit / Basisinkomen Partij / V-R
Arnhem,Duiven,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,0226::SB1,6921 ES,1131,1457,0,3,0,0,6,1311,143,0,0,0,0,0,0,1460,378,77,185,145,208,181,30,115,3,34,44,1,6,5,0,34,3,1,1,3,1,1,0,0,0,0,1
Arnhem,Duiven,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum Thuvine,0226::SB2,6921 AR,1908,1267,4,3,0,1,3,1166,106,0,0,0,1,0,0,1275,291,60,183,153,208,132,14,98,5,31,51,2,3,5,3,25,0,0,1,1,0,1,0,0,0,0,0
Arnhem,Duiven,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kantoor La Gare (NS Station),0226::SB3,6922 HH,1197,1210,1,3,2,1,2,1120,95,0,0,0,3,0,0,1217,238,66,177,169,117,155,20,127,5,38,39,2,3,5,4,29,1,0,1,12,2,0,0,0,0,0,0
Arnhem,Duiven,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Jongerensoos Rinoceros,0226::SB4,6923 BD,1581,1323,2,0,0,0,9,1213,103,0,0,0,0,0,0,1325,408,52,147,88,303,138,6,69,5,26,44,5,5,0,0,21,0,2,0,1,1,0,0,0,0,1,1
Arnhem,Duiven,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kantine Sportvereniging Loo,0226::SB5,6924 AE,826,736,0,4,0,0,6,656,78,0,0,0,0,0,0,740,243,30,64,70,132,93,3,47,0,12,25,0,6,0,0,7,0,1,1,2,0,0,0,0,0,0,0
Arnhem,Duiven,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Cultuurcentrum De Ogtent,0226::SB6,6921 BL,1541,890,0,2,0,0,2,820,70,0,0,0,0,0,0,892,206,63,89,113,111,127,16,81,4,25,31,0,6,1,1,14,0,0,0,0,0,0,0,2,0,0,0
Arnhem,Duiven,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kantine Tennis Centre Duiven,0226::SB7,6921 JL,1900,1309,0,5,0,2,2,1222,92,0,0,0,2,0,0,1316,394,71,133,106,186,163,26,106,0,36,30,5,5,4,1,32,0,1,0,1,1,3,0,3,0,0,2
Arnhem,Duiven,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Seniorensoos Het Palet,0226::SB8,6921 MJ,1662,1717,1,4,0,1,5,1595,123,0,0,0,1,0,0,1723,368,101,279,216,236,184,23,125,4,39,87,2,3,9,6,24,0,2,0,3,0,1,0,2,1,1,1
Arnhem,Duiven,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Voormalige peuterspeelzaal De Zandbak,0226::SB9,6921 MJ,1463,728,0,1,0,0,1,679,49,0,0,0,0,0,0,729,179,41,90,91,97,98,6,51,0,16,37,2,0,6,0,12,0,0,0,2,0,0,0,0,0,0,0
Arnhem,Duiven,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Voormalige basisschool De Timp,0226::SB10,6922 DB,1682,1257,3,1,0,2,6,1138,115,0,0,2,0,0,0,1259,341,51,125,109,157,181,28,128,2,48,46,2,3,1,4,20,1,0,0,7,1,0,0,2,0,0,0
