contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),JEZUS LEEFT,StemNL
Leiden,Voorschoten,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kerk Het Kruispunt,0626::SB1,,790,840,1,2,0,0,2,777,64,0,0,0,0,0,0,843,228,36,116,58,97,116,15,79,2,41,17,2,3,6,2,17,0,0,2,3,0,0,0,0,0
Leiden,Voorschoten,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurthuis Vlietwijk,0626::SB2,,1845,1346,3,14,0,4,3,1267,97,0,0,0,4,0,0,1367,253,71,224,119,157,169,29,130,6,60,48,4,5,38,2,24,1,1,1,3,0,0,1,0,0
Leiden,Voorschoten,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum Adegeest,0626::SB3,,811,766,0,1,0,0,14,698,55,0,0,0,0,0,0,767,301,55,27,12,93,138,24,69,4,23,4,0,3,0,0,12,0,0,1,0,0,0,0,0,0
Leiden,Voorschoten,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau School Het Kompas,0626::SB4,,1398,959,0,2,0,0,8,878,75,0,0,0,0,0,0,961,299,56,64,37,101,202,32,96,4,32,11,0,3,1,1,16,0,0,1,3,0,0,0,0,0
Leiden,Voorschoten,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Ontmoeting,0626::SB5,,1300,1136,5,2,0,5,1,1056,91,0,0,0,5,0,0,1148,240,76,141,75,134,185,23,124,10,52,29,1,2,12,1,16,2,0,0,10,2,0,0,1,0
Leiden,Voorschoten,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Alettahof,0626::SB6,,1486,1473,2,5,0,1,4,1342,133,0,0,1,0,0,0,1479,331,124,151,89,152,228,32,200,6,55,45,3,5,13,2,30,1,0,3,2,0,0,1,0,0
Leiden,Voorschoten,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Seniorenflat Rossini,0626::SB7,,1112,949,1,3,0,0,7,890,56,0,0,0,0,0,0,953,262,57,88,39,118,173,36,84,2,37,18,0,3,0,2,23,0,0,2,4,0,1,0,0,0
Leiden,Voorschoten,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Cult. Centrum,0626::SB8,,1128,1188,0,2,0,1,5,1092,94,0,0,0,1,0,0,1191,344,104,82,43,115,245,32,131,2,35,12,3,6,0,0,27,0,0,1,5,0,0,0,1,0
Leiden,Voorschoten,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Boschbloem,0626::SB9,,1483,1482,1,4,0,3,7,1335,148,0,0,0,3,0,0,1490,448,91,122,61,182,266,48,139,6,46,22,4,8,2,2,25,3,0,0,5,1,0,0,1,0
Leiden,Voorschoten,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Brandweerkazerne,0626::SB10,,1057,1319,4,5,0,0,8,1192,128,0,0,0,0,0,0,1328,420,70,127,82,200,167,23,94,1,42,34,2,7,0,2,34,3,0,0,6,1,3,0,0,1
Leiden,Voorschoten,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bondsgebouw,0626::SB11,,957,978,2,1,0,3,5,871,102,0,0,3,0,0,0,978,311,48,91,41,127,168,28,83,1,37,14,0,2,6,0,16,0,0,0,5,0,0,0,0,0
Leiden,Voorschoten,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Taxi Avance,0626::SB12,,1337,965,1,1,0,0,2,874,91,0,0,0,0,0,0,967,314,46,66,37,97,200,23,105,3,35,10,0,1,6,2,17,0,0,0,2,0,1,0,0,0
Leiden,Voorschoten,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Museum Voorschoten,0626::SB13,,1197,806,4,1,0,0,2,746,63,0,0,0,0,0,0,811,256,47,95,39,114,113,13,56,2,25,21,2,4,1,0,14,0,0,0,2,2,0,0,0,0
Leiden,Voorschoten,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Vos,0626::SB14,,1663,1319,0,2,0,2,2,1185,136,0,0,0,2,0,0,1323,488,71,147,67,119,195,15,88,3,33,25,11,4,11,3,33,2,1,0,2,0,0,0,1,0
Leiden,Voorschoten,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Catalpa,0626::SB15,,1146,951,0,3,0,1,1,833,121,0,0,0,1,0,0,955,416,47,63,46,83,165,9,40,0,21,29,0,3,9,0,19,0,0,0,0,0,1,0,0,0
