contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,StemNL
's-Hertogenbosch,Son en Breugel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Kom van Son, Bibiliotheek Dommeldal",0848::SB1,5691 AD,1483,994,3,2,0,0,4,919,76,0,0,0,0,0,0,999,286,30,103,79,197,142,6,73,1,25,29,0,6,0,1,12,1,0,0,1,1,1,0,0,0
's-Hertogenbosch,Son en Breugel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau de Vloed, Verz.huis Berkenstaete",0848::SB2,5691 SV,1447,1084,2,3,0,0,7,991,91,0,0,0,0,0,0,1089,343,41,117,74,182,151,11,63,0,19,50,2,5,0,0,18,2,1,0,3,2,0,0,0,0
's-Hertogenbosch,Son en Breugel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Breeakker, Bibiliotheek Dommeldal",0848::SB3,5691 AD,995,1234,4,3,0,0,5,1101,135,0,0,0,0,0,0,1241,364,50,168,122,182,129,12,78,2,46,51,0,3,1,1,20,1,0,2,1,0,1,0,0,0
's-Hertogenbosch,Son en Breugel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau 't Harde Ven, Korein Kinderplein",0848::SB4,5691 EA,1180,962,0,1,0,0,5,864,94,0,0,0,0,0,0,963,357,39,37,44,173,165,12,64,7,28,19,1,1,0,0,10,0,1,0,2,1,0,0,1,0
's-Hertogenbosch,Son en Breugel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau De Gentiaan, BS De Bloktempel",0848::SB5,5691 HB,1616,1445,0,0,0,0,3,1307,135,0,0,0,0,0,0,1445,454,74,132,103,201,256,12,96,0,50,33,0,10,0,2,16,0,0,1,5,0,0,0,0,0
's-Hertogenbosch,Son en Breugel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau De Gentiaan, Braecklant Amerikalaan 2",0848::SB6,5691 KD,1607,1415,3,2,0,0,9,1267,146,0,2,0,2,0,0,1422,517,62,105,69,206,213,32,86,0,36,45,1,4,5,1,24,2,0,0,5,0,1,0,1,0
's-Hertogenbosch,Son en Breugel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Kom Breugel, Parochiehuis Den Bauw",0848::SB7,5694 AG,987,775,1,0,0,0,0,705,71,0,0,0,0,0,0,776,190,28,88,80,189,74,4,45,1,15,48,2,1,0,0,10,0,0,0,0,0,0,0,0,0
's-Hertogenbosch,Son en Breugel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau 't Eigen, BS De Stokland",0848::SB8,5694 TG,1360,1077,1,1,0,1,3,992,82,0,0,2,0,1,0,1077,236,66,129,133,172,124,13,93,1,38,32,3,10,0,2,18,0,0,1,3,1,1,0,1,0
's-Hertogenbosch,Son en Breugel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Hoogstraat, De Boerderij",0848::SB9,5694 VR,1296,1099,1,1,0,0,2,1006,93,0,0,0,0,0,0,1101,214,44,168,149,123,142,17,104,4,39,51,6,4,2,1,19,1,1,0,6,0,0,0,3,1
's-Hertogenbosch,Son en Breugel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Sonniuspark, BS De Ruimte",0848::SB10,5692 VE,769,617,1,1,0,0,1,571,47,0,0,0,0,0,0,619,196,13,88,48,82,75,7,52,1,15,13,2,2,4,1,14,0,0,0,3,0,0,0,1,0
