contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL,MenS en Spirit / Basisinkomen Partij / V-R
Arnhem,Lochem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gudula,0262::SB1,,1578,1254,6,1,0,0,24,1160,77,0,0,0,0,0,0,1261,325,110,109,143,170,155,11,118,3,33,38,3,2,9,1,14,2,0,0,2,0,3,0,1,0,0,2
Arnhem,Lochem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis Lochem,0262::SB2,,1071,915,1,4,0,0,7,845,68,0,0,0,0,0,0,920,161,62,119,96,89,131,9,100,1,27,30,0,4,50,1,27,1,0,0,6,1,0,0,0,0,0,0
Arnhem,Lochem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Jan Wissinkhal,0262::SB3,,1628,1506,0,4,0,0,4,1384,125,0,0,0,3,0,0,1513,399,134,97,110,180,268,21,145,2,30,52,0,2,37,3,13,0,0,1,5,2,5,0,0,0,0,0
Arnhem,Lochem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau de Rank,0262::SB4,,1526,1299,1,0,0,0,1,1177,125,0,3,0,3,0,0,1303,258,124,83,147,167,234,25,154,2,30,31,0,3,12,1,18,0,1,0,3,0,1,0,3,0,0,2
Arnhem,Lochem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau St Josephschool,0262::SB5,,1184,1136,3,2,0,0,2,1058,81,0,0,0,0,0,0,1141,202,86,112,134,136,183,14,109,1,22,42,0,5,66,1,16,0,1,0,3,0,1,0,2,0,0,0
Arnhem,Lochem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Parochiezaal RK kerk,0262::SB6,,1026,813,1,0,0,0,3,736,75,0,0,0,0,0,0,814,210,84,41,45,127,124,22,88,2,33,20,2,0,1,1,10,1,0,0,1,0,1,0,0,0,0,0
Arnhem,Lochem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau de Hoge Weide,0262::SB7,,1557,1379,5,2,0,0,3,1255,128,0,0,0,0,0,0,1386,406,122,67,85,184,264,25,137,6,35,28,1,1,3,3,8,1,0,1,1,1,0,0,0,0,0,0
Arnhem,Lochem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Tusselerhof,0262::SB8,,1015,821,1,0,0,0,10,733,79,0,0,0,0,0,0,822,234,59,49,58,149,125,21,74,1,24,21,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0
Arnhem,Lochem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Brandweerkazerne Laren,0262::SB9,,1457,1234,2,1,0,0,11,1129,97,0,0,0,0,0,0,1237,452,62,59,46,313,158,16,50,3,27,21,0,6,0,3,12,0,1,0,3,1,1,0,0,0,0,0
Arnhem,Lochem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau de Branink Laren,0262::SB10,,1136,1140,0,2,0,0,5,1031,106,0,0,0,0,0,0,1142,377,53,73,83,237,162,12,71,5,11,31,2,2,0,2,16,0,0,0,0,0,2,0,0,0,0,1
Arnhem,Lochem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau de Mölle Exel,0262::SB11,,943,663,0,0,0,0,3,577,83,0,0,0,0,0,0,663,212,37,38,30,153,83,9,45,6,16,9,1,1,6,0,13,0,0,0,3,1,0,0,0,0,0,0
Arnhem,Lochem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Barchem,0262::SB12,,1448,1271,0,2,0,0,18,1136,119,0,0,0,0,0,0,1273,411,67,90,103,230,150,16,90,4,35,43,2,3,2,2,17,3,1,0,1,1,0,0,0,0,0,0
Arnhem,Lochem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Brandweerkazerne Gorssel,0262::SB13,,1686,1518,0,0,0,0,17,1371,131,1,0,0,1,0,0,1519,530,114,75,97,204,219,25,151,7,34,32,0,4,0,0,21,1,0,0,3,0,0,0,0,0,0,1
Arnhem,Lochem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau de Borkel Gorssel,0262::SB14,,1721,1546,7,1,0,0,14,1415,125,0,0,0,0,0,0,1554,463,116,79,117,210,249,28,142,5,63,42,1,7,0,0,21,0,0,0,1,0,1,0,1,0,0,0
