contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Libertarische Partij (LP),Lokaal in de Kamer
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis Locatie 1,0114::SB1,7811 AP,940,1019,0,0,0,5,17,921,86,0,0,0,0,0,0,1024,257,93,145,83,130,92,42,69,7,16,45,1,2,0,0,32,1,0,1,3,0,0
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Oostermarke,0114::SB2,7822 GW,969,893,1,4,0,0,8,828,62,0,0,0,0,0,0,898,260,86,49,36,155,116,45,73,7,27,18,0,2,0,0,14,0,0,3,2,0,0
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Goede Herderkerk,0114::SB3,7822 EM,616,590,0,0,0,0,0,537,53,0,0,0,0,0,0,590,131,59,44,53,80,68,56,42,1,16,19,1,2,0,0,15,0,0,0,1,0,2
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Holdert,0114::SB4,7811 AB,738,544,1,2,0,0,10,506,31,0,0,0,0,0,0,547,84,87,57,65,103,54,21,25,0,2,40,1,2,0,0,3,0,0,0,0,0,0
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum Meerstede,0114::SB5,7815 GB,1339,923,1,3,0,0,1,862,64,0,0,0,0,0,0,927,108,95,195,155,75,83,31,52,6,23,61,1,1,8,2,21,2,0,0,2,0,2
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ichthus,0114::SB6,7815 RA,1227,1025,3,3,0,0,0,945,86,0,0,0,0,0,0,1031,180,97,122,114,177,96,55,82,1,24,41,3,0,7,1,21,0,0,1,3,0,0
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau R.K.b.s. St. Frans,0114::SB7,7815 JJ,1265,840,0,5,0,0,5,778,61,0,0,1,0,0,0,844,106,82,194,150,81,75,32,51,2,11,23,3,1,4,1,20,1,0,0,1,0,2
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau O.b.s. Emmermeer,0114::SB8,7815 LB,1268,889,1,3,0,0,5,873,15,0,0,0,0,0,0,893,83,102,166,162,113,62,41,67,5,19,36,1,1,3,2,15,4,1,1,4,0,1
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Zuidermarke,0114::SB9,7811 JA,1550,1194,4,4,0,0,4,1112,86,0,0,0,0,0,0,1202,170,135,228,178,157,94,43,71,3,20,68,0,1,0,1,22,0,0,0,2,1,0
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau AOC Terra,0114::SB10,7812 AA,636,477,0,1,0,0,3,428,47,0,0,0,0,0,0,478,120,46,34,38,81,41,24,45,9,11,8,1,0,0,0,19,0,0,0,0,0,0
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis 't Hoefijzer Zuidbarge,0114::SB11,7812 AK,775,612,1,0,0,0,0,590,23,0,0,0,0,0,0,613,128,38,59,77,123,78,28,38,1,9,14,1,1,0,1,12,0,0,0,4,0,0
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Schanskuil,0114::SB12,7823 TJ,917,710,5,1,0,0,3,663,50,0,0,0,0,0,0,716,89,61,130,105,118,70,15,48,9,18,25,0,5,2,0,10,0,0,0,2,0,3
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Weerdinge,0114::SB13,7814 XV,560,522,0,1,0,0,0,472,51,0,0,0,0,0,0,523,112,35,51,53,48,52,30,43,6,20,49,0,3,0,2,11,4,0,0,3,0,0
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Marke,0114::SB14,7824 CW,1182,1073,0,6,0,6,2,1004,79,0,0,0,0,0,0,1085,114,152,187,198,121,54,23,66,3,25,53,2,3,35,3,26,2,0,3,3,0,0
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kerkgebouw het Baken,0114::SB15,7824 JG,1283,936,0,5,0,0,3,855,83,0,0,0,0,0,0,941,50,78,212,177,79,64,26,72,2,9,50,3,3,89,3,11,0,1,1,5,0,1
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Heidehiem,0114::SB16,7822 BD,622,408,1,0,0,0,5,359,45,0,0,0,0,0,0,409,70,44,38,65,62,37,18,28,2,12,15,0,3,0,0,12,1,0,0,1,0,0
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Voorhof,0114::SB17,7824 CX,1012,709,0,0,0,0,2,644,63,0,0,0,0,0,0,709,122,80,115,90,100,55,18,47,3,13,36,0,2,12,2,14,0,0,0,0,0,0
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kantine Looackerhof,0114::SB18,7824 NJ,1129,758,5,1,0,0,2,692,70,0,0,0,0,0,0,764,57,71,169,139,63,51,34,58,1,25,30,4,2,34,1,16,0,1,0,1,0,1
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Tine Marcusschool,0114::SB19,7823 AD,937,677,0,4,0,0,1,611,71,0,0,0,2,0,0,683,76,66,118,119,63,59,27,63,6,25,25,0,2,9,0,17,1,0,0,1,0,0
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verpleegtehuis De Horst,0114::SB20,7825 TC,952,627,0,2,0,0,6,569,54,0,0,0,0,0,0,629,54,72,112,119,58,70,16,54,0,12,34,0,6,2,2,14,0,0,0,2,0,0
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum De Schans,0114::SB21,7823 LJ,1343,896,1,5,0,0,3,850,49,0,0,0,0,0,0,902,159,131,101,107,115,84,29,92,3,18,34,1,0,0,1,20,0,0,0,1,0,0
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau O.b.s. De Kubus, locatie Het Waal",0114::SB22,7823 NN,1271,1168,4,8,0,0,4,1082,94,0,0,0,0,0,0,1180,111,124,175,212,111,101,58,121,12,45,52,1,5,4,5,25,1,0,0,5,0,0
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau O.b.s. De Kubus, locatie Kinholt",0114::SB23,7823 GD,1332,896,2,6,0,0,1,819,84,0,0,0,0,0,0,904,71,79,174,195,78,79,23,88,4,31,37,1,1,9,0,22,2,0,0,2,0,0
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verpleegtehuis De Bleerinck,0114::SB24,7812 KA,1116,901,0,3,0,0,1,819,84,0,0,0,0,0,0,904,113,74,105,138,130,104,37,102,4,30,32,1,2,0,2,18,0,2,1,4,0,2
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau O.b.s. De Brink,0114::SB25,7812 PK,1193,864,0,3,0,0,4,808,55,0,0,0,0,0,0,867,61,63,160,170,54,84,41,119,6,36,32,0,11,2,5,12,0,0,1,6,0,1
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Holtingerhof,0114::SB26,7812 EX,961,814,1,0,0,0,0,751,64,0,0,0,0,0,0,815,140,80,70,93,151,94,32,80,2,31,21,0,3,0,0,11,0,0,0,4,0,2
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 't Brinkenhoes,0114::SB27,7812 MH,1010,905,0,0,0,0,0,849,56,0,0,0,0,0,0,905,154,95,81,122,118,100,29,103,10,31,36,0,1,1,0,19,0,0,0,4,0,1
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kerkgebouw De Bron,0114::SB28,7812 EA,1086,825,1,0,0,4,4,766,60,0,0,0,4,0,0,830,86,49,139,193,47,84,44,91,3,29,21,0,2,9,1,22,1,1,0,2,0,1
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kantine sporthal,0114::SB29,7812 HV,689,556,2,1,0,0,3,541,15,0,0,0,0,0,0,559,63,52,83,106,49,51,20,52,1,34,19,0,4,5,2,9,2,0,0,0,2,2
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Thriantaschool,0114::SB30,7812 SN,918,676,2,1,0,0,0,627,52,0,0,0,0,0,0,679,75,54,126,140,61,53,30,61,3,19,18,1,3,16,0,14,0,1,0,1,0,0
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zaal Heegen,0114::SB31,7831 HD,1050,719,1,2,0,0,0,633,89,0,0,0,0,0,0,722,95,35,194,110,89,43,29,28,22,24,24,2,0,0,0,20,1,1,0,2,0,0
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau O.b.s 't Koppel,0114::SB32,7831 CJ,741,514,1,1,0,0,2,471,43,0,0,0,0,0,0,516,44,54,135,109,47,28,28,18,5,8,28,0,1,0,0,9,0,0,0,0,0,0
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Multifunctioneel Centrum De Badde,0114::SB33,7831 AK,971,808,0,1,0,5,2,690,122,0,0,0,5,0,0,814,85,40,226,185,90,37,37,37,9,19,22,0,0,0,2,14,0,0,0,2,0,3
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis 't Stadhoes,0114::SB34,7895 AA,585,437,2,0,0,0,5,402,32,0,0,0,0,0,0,439,69,27,112,56,60,27,3,20,6,16,15,0,4,0,3,12,2,0,0,4,0,1
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau O.b.s. De Meent,0114::SB35,7881 EG,966,721,0,1,0,0,3,645,74,0,0,0,0,0,0,722,68,39,214,136,95,41,10,40,1,22,33,0,3,0,0,17,0,0,0,2,0,0
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kantine Sporthal,0114::SB36,7881 AV,1238,899,2,1,0,0,7,816,79,0,0,0,0,0,0,902,65,63,239,214,113,49,12,49,7,15,47,7,3,1,0,14,0,0,0,0,0,1
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau O.b.s. De Dreef,0114::SB37,7881 KL,1172,916,0,2,0,0,2,832,84,0,0,0,0,0,0,918,104,43,244,144,120,48,62,49,7,23,31,4,9,6,0,18,0,0,0,0,1,3
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurtgebouw Ons Dorp,0114::SB38,7881 BA,1439,1099,1,5,0,0,1,977,127,0,0,0,0,0,0,1105,98,90,342,256,91,48,18,48,4,19,47,4,1,0,2,24,0,0,1,1,0,5
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau O.b.s. De Bente,0114::SB39,7881 GS,906,689,2,1,0,0,1,628,63,0,0,0,0,0,0,692,79,53,201,112,69,36,16,25,4,20,49,3,3,0,2,15,0,0,0,1,0,1
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Foxel,0114::SB40,7881 PH,541,431,0,0,0,0,0,390,41,0,0,0,0,0,0,431,51,28,96,82,54,26,8,20,8,16,22,1,2,0,0,13,3,0,0,0,0,1
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gebouw achter Veenkerk,0114::SB41,7889 VD,156,138,0,0,0,0,0,122,16,0,0,0,0,0,0,138,11,11,47,27,20,6,1,5,0,2,3,0,0,1,0,1,0,1,0,2,0,0
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Collink,0114::SB42,7884 RD,1390,1007,1,4,0,0,0,906,106,0,0,0,0,0,0,1012,122,42,296,144,217,46,2,18,3,17,67,1,7,1,0,22,0,0,0,1,0,1
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kantine Sporthal De Eendracht,0114::SB43,7894 CE,1158,836,1,2,0,0,4,741,94,0,0,0,0,0,0,839,70,72,258,165,95,39,4,34,3,13,44,2,3,0,0,31,0,0,0,0,0,3
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Meerstal,0114::SB44,7894 CH,1197,959,2,2,0,0,19,849,96,0,1,0,1,0,0,964,55,70,347,153,122,46,3,35,2,11,70,1,7,0,2,31,1,0,1,1,0,1
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentewinkel Klazienaveen,0114::SB45,7891 LM,875,672,1,4,0,0,8,609,60,0,0,0,0,0,0,677,73,63,141,123,128,33,13,18,6,6,39,3,0,1,6,15,1,0,0,1,1,1
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Dillehof,0114::SB46,7891 BA,1425,1115,0,4,0,1,6,1009,105,0,0,0,1,0,0,1120,172,93,222,203,166,67,16,60,3,8,51,2,3,0,2,41,2,0,0,3,0,1
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ons Belang,0114::SB47,7891 MZ,1201,930,1,1,0,0,0,847,85,0,0,0,0,0,0,932,120,50,230,190,121,57,10,39,11,17,57,0,1,0,2,23,0,0,0,2,0,0
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis Locatie 2,0114::SB48,7811 AP,817,829,1,1,0,0,8,748,75,0,0,0,0,0,0,831,195,87,66,75,128,92,25,77,4,25,31,0,1,2,1,17,0,0,1,1,0,1
Assen,Emmen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau O.b.s. De Spil,0114::SB49,7891 LA,1317,1056,2,1,0,0,7,958,94,0,0,0,0,0,0,1059,65,102,303,244,141,37,7,46,0,13,61,2,3,0,6,22,0,0,1,2,0,1
