contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),JEZUS LEEFT,StemNL
Leiden,Waddinxveen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,0627::SB1,,803,1188,3,2,0,0,2,1055,136,0,0,0,0,0,0,1193,335,47,147,45,159,111,85,56,101,17,28,0,6,25,1,19,0,0,2,4,0,0,0,0,0
Leiden,Waddinxveen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkgebouw Zonnig Zuid,0627::SB2,,1566,1142,3,5,0,0,1,1025,125,0,1,0,1,0,0,1151,227,49,187,68,148,105,69,69,87,19,41,4,5,26,3,27,1,1,1,3,0,1,0,0,1
Leiden,Waddinxveen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Cultuurhuys De Kroon,0627::SB3,,1540,1308,5,1,0,2,5,1196,115,0,0,0,2,0,0,1316,313,47,127,77,192,133,107,80,78,27,51,0,7,28,2,29,0,1,2,2,1,2,0,2,0
Leiden,Waddinxveen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Hoeksteen,0627::SB4,,1336,1138,2,2,0,1,5,1024,114,0,0,0,1,0,0,1143,184,33,186,96,102,77,120,45,187,28,38,4,1,8,1,18,0,0,0,2,0,0,0,8,0
Leiden,Waddinxveen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Souburgh,0627::SB5,,1350,1016,0,2,0,0,0,930,88,0,0,0,0,0,0,1018,161,22,136,44,151,65,114,62,134,18,38,4,7,26,1,24,0,1,0,3,1,2,0,2,0
Leiden,Waddinxveen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bethelkerk,0627::SB6,,1304,1008,2,3,0,0,0,935,78,0,0,0,0,0,0,1013,165,47,107,57,143,80,150,53,102,22,27,1,1,36,3,10,0,0,0,2,0,2,0,0,0
Leiden,Waddinxveen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Regenboogschool,0627::SB7,,1435,1134,1,2,0,0,3,1033,101,0,0,0,0,0,0,1137,193,72,159,69,135,112,95,58,114,26,40,0,3,32,1,17,0,0,1,3,2,0,0,2,0
Leiden,Waddinxveen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Anne Frankcentrum,0627::SB8,,1372,1118,3,2,0,2,0,1021,104,0,0,0,2,0,0,1125,185,77,133,54,171,115,98,73,80,17,63,0,0,34,1,16,0,0,0,0,0,0,0,1,0
Leiden,Waddinxveen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Ontmoetingskerk,0627::SB9,,1560,1423,4,2,0,0,1,1300,128,0,0,0,0,0,0,1429,288,68,132,80,205,134,167,81,164,24,34,0,1,15,2,23,1,0,1,3,0,0,0,0,0
Leiden,Waddinxveen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De nieuwe School,0627::SB10,,1316,1147,2,2,0,0,3,1038,110,0,0,0,0,0,0,1151,195,53,139,97,152,85,121,84,91,30,30,1,3,37,3,16,0,0,2,6,0,0,1,0,1
Leiden,Waddinxveen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dick Brunaschool,0627::SB11,,1316,1150,2,0,0,0,1,1036,115,0,0,0,0,0,0,1152,250,70,148,69,167,135,94,67,44,27,43,1,3,7,4,14,0,0,0,4,0,2,0,1,0
Leiden,Waddinxveen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkgebouw Zuidhonk A,0627::SB12,,1457,1097,1,0,0,0,3,997,98,0,0,0,0,0,0,1098,301,63,163,48,147,120,65,56,19,20,44,0,5,2,4,29,0,0,1,7,0,1,0,2,0
Leiden,Waddinxveen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkgebouw Zuidhonk B,0627::SB13,,1100,969,1,0,0,0,1,900,69,0,0,0,0,0,0,970,263,39,117,52,136,115,65,59,26,22,32,2,2,10,2,21,0,0,0,5,0,1,0,0,0
Leiden,Waddinxveen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Morgenster,0627::SB14,,1332,1498,1,1,0,0,155,1347,1,0,3,0,3,0,0,1503,451,46,146,58,196,142,164,70,118,38,24,0,4,11,3,25,0,0,0,1,0,0,0,1,0
Leiden,Waddinxveen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau speeltuin De Overkant,0627::SB15,,781,522,0,1,0,0,1,468,54,0,0,0,0,0,0,523,137,13,72,27,68,43,35,37,48,9,15,1,4,2,0,11,0,0,0,0,0,0,0,0,0
Leiden,Waddinxveen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Paviljoen bij uitkijktoren Triangel,0627::SB16,,702,356,2,0,0,0,0,321,37,0,0,0,0,0,0,358,91,9,29,10,47,41,39,29,34,9,9,1,2,1,0,5,0,0,0,0,0,0,0,0,0
