contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Libertarische Partij (LP),Lokaal in de Kamer,StemNL
Middelburg,Kapelle,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis (Hal),0678::SB1,4421 AA,895,1684,0,1,0,3,3,1525,161,0,0,0,3,0,0,1689,346,67,138,104,221,143,130,96,328,35,32,3,5,1,1,30,0,1,1,2,0,0,0,0
Middelburg,Kapelle,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Vroone,0678::SB2,4421 CE,934,826,1,0,0,0,1,751,75,0,0,0,0,0,0,827,171,37,61,62,185,81,52,33,89,19,18,0,3,1,0,9,0,0,0,4,0,0,1,0
Middelburg,Kapelle,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau MFA 't Saamdeel,0678::SB3,4421 BN,1364,965,0,1,0,2,4,865,99,0,0,0,2,0,0,968,245,31,65,63,157,97,70,40,115,27,28,0,6,2,1,17,0,0,0,1,0,0,0,0
Middelburg,Kapelle,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau FruitteeltMuseum,0678::SB4,4421 TA,1207,699,0,2,0,1,3,633,66,0,0,0,1,0,0,702,128,33,81,53,99,46,62,23,118,10,22,3,3,0,0,12,1,1,1,1,1,0,1,0
Middelburg,Kapelle,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Cederhof,0678::SB5,4421 BZ,1192,742,1,1,0,0,0,661,83,0,0,0,0,0,0,744,176,26,59,47,120,54,52,40,120,14,27,0,1,0,0,6,0,0,0,0,0,0,0,0
Middelburg,Kapelle,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Christelijke Gereformeerde Kerk,0678::SB6,4421 KN,1207,909,0,6,0,1,2,821,93,0,0,0,1,0,0,916,124,36,92,62,155,64,100,31,181,27,24,1,3,0,0,7,0,1,0,1,0,0,0,0
Middelburg,Kapelle,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Schore,0678::SB7,4423 AC,369,311,0,2,0,0,2,283,28,0,0,0,0,0,0,313,58,18,38,31,42,24,8,31,24,11,8,0,4,0,1,9,0,0,0,4,0,0,0,0
Middelburg,Kapelle,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpscentrum De Wemel,0678::SB8,4424 CA,1147,1071,2,3,0,0,1,981,94,0,0,0,0,0,0,1076,288,54,154,89,144,84,50,49,47,28,39,2,7,0,2,32,0,0,0,2,0,0,0,0
Middelburg,Kapelle,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Hotel Wemeldinge,0678::SB9,4424 EG,1182,844,1,0,0,1,2,759,85,0,0,0,1,0,0,846,206,57,130,74,122,75,31,37,31,13,43,3,2,1,0,17,1,0,0,1,0,0,0,0
Middelburg,Kapelle,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stembus,0678::SB10,4421 AA,0,276,1,0,0,0,3,251,23,0,0,0,0,0,0,277,70,9,19,21,49,20,25,15,34,6,6,0,2,0,0,0,0,0,0,0,0,0,0,0
