contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),JEZUS LEEFT,StemNL,MenS en Spirit / Basisinkomen Partij / V-R
Utrecht,Utrecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Korte Minrebroederstraat 2,0344::SB1,3512 GG,1770,1959,4,2,0,6,29,1782,148,0,0,6,0,0,0,1959,374,92,32,42,63,599,45,512,4,129,1,3,1,3,3,29,1,2,1,17,4,1,0,0,0,1
Utrecht,Utrecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Korte Minrebroederstraat 2,0344::SB2,3512 GG,1517,1816,2,2,0,0,31,1652,137,0,0,0,0,0,0,1820,365,71,25,41,50,563,32,507,1,95,4,1,4,3,0,36,1,0,1,8,4,4,0,0,0,0
Utrecht,Utrecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau St.-Jacobsstraat 171,0344::SB3,3511 BP,1429,1607,2,1,0,0,27,1445,138,0,0,0,0,0,0,1610,247,88,96,63,104,416,52,355,5,98,23,0,4,18,0,22,0,0,2,12,1,0,0,0,0,1
Utrecht,Utrecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Oudegracht 36,0344::SB4,3511 AP,1326,1635,0,6,0,11,18,1511,123,0,0,0,11,0,0,1652,264,101,42,56,49,485,32,436,1,106,4,1,3,10,0,16,0,1,4,14,8,1,1,0,0,0
Utrecht,Utrecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wittevrouwenkade 4,0344::SB5,3512 CR,1240,1426,1,2,0,1,12,1291,127,0,0,0,1,0,0,1430,226,64,29,50,26,431,30,432,1,89,4,0,1,9,0,14,1,0,0,14,3,0,1,0,0,1
Utrecht,Utrecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Pieterskerkhof 10,0344::SB6,3512 JR,841,643,0,1,0,0,7,575,62,0,0,0,0,0,0,644,111,57,9,24,23,171,19,160,3,55,0,0,1,1,0,3,0,0,0,4,1,1,0,0,0,0
Utrecht,Utrecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Nicolaasdwarsstr 3 (ingang Wijde Doelen),0344::SB7,3512 XG,1614,1501,1,3,0,4,9,1357,143,0,0,0,4,0,0,1509,308,98,39,52,57,416,22,377,3,88,9,2,1,4,0,13,1,0,0,8,1,1,0,0,0,1
Utrecht,Utrecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Lange Smeestraat 40,0344::SB8,3511 PZ,631,534,0,3,0,0,7,498,33,0,0,0,0,0,0,538,73,48,21,16,25,152,11,148,1,29,6,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0
Utrecht,Utrecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Laan van Puntenburg 2 A,0344::SB9,3511 ER,418,484,0,1,0,0,12,434,39,0,0,0,0,0,0,485,96,44,9,10,29,135,17,108,0,23,3,0,0,5,0,2,0,0,0,2,1,0,0,0,0,0
Utrecht,Utrecht,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Arthur van Schendelstraat 650,0344::SB10,3511 MJ,868,563,0,0,0,1,5,517,42,0,0,0,1,0,0,564,124,40,16,16,14,178,11,113,3,28,3,0,0,5,0,9,0,0,1,2,0,0,0,0,0,0
