contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Lokaal in de Kamer
Haarlem,Amstelveen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kinderdagcentrum Nifterlake,0362::SB1,1181 CD,1757,1781,2,2,0,0,2,1607,176,0,0,0,0,0,0,1785,503,135,69,53,115,495,32,229,4,70,25,2,4,2,2,32,0,0,0,5,4,0,0
Haarlem,Amstelveen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Go Centrum,0362::SB2,1181 HV,1889,1398,2,8,1,0,6,1299,102,0,0,1,0,0,0,1407,431,106,99,62,92,260,39,148,5,55,50,1,7,4,3,27,0,1,1,5,2,0,0
Haarlem,Amstelveen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Fysiotherapie Karel Muns,0362::SB3,1181 XM,1124,935,1,4,0,0,1,844,95,0,0,0,0,0,0,940,335,69,48,16,51,240,13,77,3,37,15,4,0,2,0,17,0,1,0,2,3,2,0
Haarlem,Amstelveen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Groepswonen De Bietelaar,0362::SB4,1181 XH,1425,802,0,1,0,0,5,722,77,1,0,0,1,0,0,804,262,67,66,39,67,151,12,76,1,20,16,0,2,3,0,14,0,0,2,2,2,0,0
Haarlem,Amstelveen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum Nieuw Vredeveld,0362::SB5,1181 HD,1420,1435,2,2,0,1,2,1319,117,0,0,1,0,0,0,1438,463,106,85,43,125,263,42,164,10,46,43,1,4,0,1,22,2,1,1,5,8,0,0
Haarlem,Amstelveen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijksteunpunt Pluspunt,0362::SB9,1182 GC,964,959,3,3,0,0,3,885,77,0,0,0,0,0,0,965,195,83,107,97,101,127,18,111,6,38,45,1,1,1,0,18,0,0,0,4,6,0,0
Haarlem,Amstelveen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Raadhuis,0362::SB10,1182 JR,1650,1737,1,6,0,0,8,1549,188,0,1,0,1,0,0,1745,572,124,107,91,136,287,35,180,10,79,35,3,6,26,0,25,2,1,1,4,11,1,1
Haarlem,Amstelveen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum 't Huis aan de Poel,0362::SB11,1185 SE,1645,1144,2,5,0,4,2,1060,93,0,0,0,4,0,0,1155,294,102,117,81,103,134,23,115,4,57,57,0,1,17,1,21,2,1,0,6,6,1,1
Haarlem,Amstelveen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum De Luwte,0362::SB12,1185 XJ,1560,1147,1,2,0,1,2,1066,83,0,0,0,1,0,0,1151,343,80,139,64,96,172,17,93,3,42,38,0,2,23,0,24,0,0,0,2,8,1,0
Haarlem,Amstelveen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Paaskerk,0362::SB13,1185 CN,1707,1359,4,4,0,0,2,1260,111,0,2,0,6,0,4,1373,269,93,164,128,116,162,44,152,5,85,60,2,4,24,0,22,0,0,3,10,12,1,3
