contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Lokaal in de Kamer
Zwolle,Almelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stadhuis,0141::SB1,7607 EW,1250,1468,4,14,0,0,15,1371,102,0,1,0,2,0,1,1488,253,80,206,137,174,204,48,157,4,60,49,3,0,53,4,23,0,1,0,11,0,0,1
Zwolle,Almelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau MFA Centrum 't Dok,0141::SB2,7607 WC,2135,1237,4,2,0,0,3,1152,88,0,0,0,0,0,0,1243,214,75,247,160,175,111,39,88,3,41,49,1,8,5,0,16,0,1,0,3,0,0,1
Zwolle,Almelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum De Hofkamp,0141::SB3,7607 ZC,1114,1215,3,0,0,0,5,1115,98,0,0,0,0,0,0,1218,280,87,140,112,193,139,26,108,5,30,53,0,2,2,1,34,0,0,0,3,0,0,0
Zwolle,Almelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Serviceflat De Swanehof,0141::SB4,7607 GC,1917,1142,2,2,0,0,6,1065,75,0,0,0,0,0,0,1146,170,102,204,147,132,115,34,92,5,28,39,4,5,44,1,15,0,0,1,2,1,0,1
Zwolle,Almelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wonen met een Plus De Koppel,0141::SB5,7601 BK,1541,1040,0,4,0,0,1,953,90,0,0,0,0,0,0,1044,120,57,302,147,106,83,17,52,6,29,44,4,5,29,2,28,1,0,1,7,0,0,0
Zwolle,Almelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dienstencentrum De Riet,0141::SB6,7601 CR,1518,870,4,3,0,0,1,808,68,0,0,0,0,0,0,877,54,33,306,134,68,45,22,46,9,25,17,0,1,82,2,16,0,0,0,4,0,4,2
Zwolle,Almelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum De Schöppe,0141::SB7,7601 EJ,2085,1597,5,5,6,0,1,1498,114,0,0,0,6,0,0,1613,165,121,360,226,187,110,37,128,9,34,56,4,6,134,0,15,0,0,0,5,0,0,0
Zwolle,Almelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Clubgebouw AVC Heracles,0141::SB8,7607 ZM,1221,706,0,2,0,0,4,653,51,0,0,0,0,0,0,708,228,28,84,60,114,67,31,35,5,15,13,0,0,9,1,11,0,1,1,2,1,0,0
Zwolle,Almelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Pinkstergemeente De Banier,0141::SB9,7607 NG,1552,1059,3,3,0,0,14,934,117,0,0,0,0,0,0,1065,300,60,114,81,178,122,29,59,15,29,28,2,4,9,1,22,1,0,0,2,1,1,1
Zwolle,Almelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Carint Reggelend (Eugeria),0141::SB10,7602 JT,1673,1156,1,2,0,0,8,1061,90,0,0,0,0,0,0,1159,324,78,95,103,185,156,46,83,5,14,25,2,1,18,2,17,0,0,0,2,0,0,0
Zwolle,Almelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Clubgebouw v.v. Luctor et Emergo,0141::SB11,7602 AM,2028,1628,5,3,0,3,4,1520,109,0,0,3,0,0,0,1633,306,92,238,203,320,174,37,86,12,33,46,0,6,15,1,49,2,0,0,7,0,0,1
Zwolle,Almelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum De Trefhoek,0141::SB12,7603 AD,2130,2110,3,21,0,0,0,1942,193,0,1,0,1,0,0,2135,342,100,431,238,332,222,59,143,13,57,79,5,8,35,6,27,2,0,0,4,1,6,0
Zwolle,Almelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Scholengemeenschap Canisius,0141::SB13,7608 ND,3083,1600,1,3,0,2,6,1441,159,0,0,0,2,0,0,1606,499,62,212,116,358,177,30,59,2,19,33,1,3,2,1,20,0,0,0,2,2,0,2
Zwolle,Almelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verzorgingstehuis Huize Friso,0141::SB14,7608 RM,2239,1516,4,2,0,0,1,1407,114,0,0,0,0,0,0,1522,268,104,221,154,351,165,31,86,3,35,63,2,2,5,0,22,0,0,0,3,0,0,1
Zwolle,Almelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum De Schelf,0141::SB15,7608 KH,2847,2621,5,19,0,0,7,2391,242,0,0,5,0,5,0,2640,368,146,613,369,375,216,105,190,17,53,82,4,12,15,6,35,0,0,2,8,1,3,1
Zwolle,Almelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau O.B.S. De Tandem (Havezathe),0141::SB16,7608 CL,2657,2084,0,14,0,0,4,1890,204,0,0,0,0,0,0,2098,327,134,414,226,355,214,79,131,7,46,61,1,9,17,4,37,0,1,3,10,2,1,5
Zwolle,Almelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Hoog Schuilenburg,0141::SB17,7604 GC,2106,1458,7,2,0,0,1,1330,136,0,0,0,0,0,0,1467,164,107,241,162,244,129,64,129,9,16,46,0,6,112,1,21,0,0,1,2,2,2,0
Zwolle,Almelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau MFA Eniver,0141::SB18,7604 EH,1788,1707,5,11,0,0,0,1547,176,0,0,0,0,0,0,1723,225,97,259,182,209,125,62,109,5,30,34,1,3,337,1,15,1,1,3,6,0,2,0
Zwolle,Almelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau OBS Step,0141::SB19,7606 TW,1802,1191,2,8,0,0,1,1074,127,0,1,0,1,0,0,1202,104,56,297,143,97,84,18,74,1,21,39,2,2,235,1,9,1,0,1,3,3,0,0
Zwolle,Almelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum De Goossenmaat,0141::SB20,7605 CP,1641,764,2,4,0,0,2,669,98,0,0,1,0,1,0,769,57,19,304,74,51,31,15,35,2,13,21,2,3,123,0,5,1,0,0,1,1,3,3
Zwolle,Almelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Tonny's Cafe / Het Kroegje,0141::SB21,7606 BM,1328,759,1,0,0,0,0,701,59,0,0,0,0,0,0,760,76,33,249,109,50,43,13,46,2,25,25,1,7,55,2,16,0,0,0,5,0,0,2
Zwolle,Almelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Pniëlkerk,0141::SB22,7606 GX,1509,1701,4,9,0,1,4,1560,151,0,0,0,1,0,0,1715,184,81,337,173,202,128,52,89,10,34,35,0,5,324,3,30,1,0,1,8,0,3,1
Zwolle,Almelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum De Driehoek,0141::SB23,7606 JS,1005,702,1,1,0,0,1,645,60,0,2,0,2,0,0,706,156,47,130,52,126,78,13,37,2,9,15,0,1,21,0,13,1,0,0,1,0,0,0
Zwolle,Almelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wooncomplex Windmolenbroek (De Karekiet),0141::SB24,7609 KA,2560,1023,4,1,0,0,5,936,87,0,0,0,0,0,0,1028,135,63,211,151,141,87,73,70,5,18,41,0,1,11,0,12,0,0,0,4,0,0,0
Zwolle,Almelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau P.C. Basisschool De Huve,0141::SB25,7609 GP,1515,1673,3,10,0,0,4,1493,190,0,1,0,1,0,0,1687,222,87,315,222,234,155,101,140,17,43,45,1,5,47,3,32,0,0,0,3,0,1,0
Zwolle,Almelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum Möll'nwiek,0141::SB26,7609 LA,1618,1657,0,3,0,0,4,1500,156,0,0,0,0,0,0,1660,335,115,232,201,239,160,75,127,5,35,65,5,13,10,0,28,0,0,0,9,1,1,1
Zwolle,Almelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Mare,0141::SB27,7609 VK,2331,1910,0,0,0,1,4,1704,201,0,0,1,0,0,0,1909,500,119,213,167,314,225,87,101,10,17,58,1,15,19,3,50,0,0,2,5,2,1,1
Zwolle,Almelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau AOC Oost,0141::SB28,7609 PH,1909,1610,0,2,0,0,3,1436,173,0,0,0,0,0,0,1612,452,99,187,122,231,186,58,98,6,36,45,0,6,57,0,23,0,0,0,3,0,1,0
Zwolle,Almelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapscentrum 't Aahoes,0141::SB29,7611 BD,1194,967,0,4,0,0,0,897,74,0,0,0,0,0,0,971,240,50,148,104,186,90,37,35,14,17,17,3,4,0,2,18,0,0,1,0,0,1,0
