contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL,MenS en Spirit / Basisinkomen Partij / V-R
Arnhem,Ermelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bejaardentehuis De Dillenburg,0233::SB1,3851 PW,1426,1081,2,3,0,2,1,998,89,0,0,0,2,0,0,1088,291,30,81,31,270,66,145,45,49,21,30,1,0,1,0,17,0,0,0,1,0,1,0,0,1,0,0
Arnhem,Ermelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Chr.Ger.Kerk De Voorhof,0233::SB2,3851 XA,1716,1426,0,4,0,0,5,1271,154,0,0,0,0,0,0,1430,446,48,145,44,261,123,126,55,71,34,25,3,2,0,0,39,0,0,0,2,1,0,0,0,1,0,0
Arnhem,Ermelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,0233::SB3,3851 NT,1515,1737,6,7,0,0,44,1559,147,0,0,0,0,0,0,1750,372,73,154,93,336,154,194,129,78,51,36,0,8,10,3,30,0,1,2,8,2,0,0,0,1,0,2
Arnhem,Ermelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Rehobothkerk,0233::SB4,3851 LH,1200,1236,2,0,0,0,5,1147,86,0,0,0,0,0,0,1238,224,45,133,75,257,68,183,67,100,21,32,1,4,6,0,13,0,0,3,2,0,1,0,0,1,0,0
Arnhem,Ermelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal Dindoa,0233::SB5,3850 AD,1187,745,0,0,0,0,3,677,65,0,0,0,0,0,0,745,126,17,95,55,154,49,79,47,57,17,26,1,0,7,2,10,0,0,0,3,0,0,0,0,0,0,0
Arnhem,Ermelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Baanveger,0233::SB6,3851 CP,1286,1093,0,1,0,1,1,1013,81,0,0,0,1,0,0,1095,178,32,141,56,252,69,133,55,66,32,33,1,3,12,1,19,0,1,0,5,0,0,0,1,2,0,1
Arnhem,Ermelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau PCB Koningin Juliana,0233::SB7,3853 VA,1347,1139,0,4,0,0,0,1059,84,0,0,0,0,0,0,1143,177,56,117,84,232,97,154,83,44,22,24,0,7,11,4,21,0,0,2,4,0,0,0,0,0,0,0
Arnhem,Ermelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau PCB De Klokbeker,0233::SB8,3851 BL,1382,1111,2,5,0,1,4,1025,90,0,0,0,1,0,0,1119,191,38,95,62,174,69,180,88,126,33,27,1,4,2,0,15,1,0,0,2,0,0,0,1,1,0,1
Arnhem,Ermelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Theehuis 's Heeren Loo,0233::SB9,3853 HM,1332,760,0,8,0,0,6,690,72,0,0,0,0,0,0,768,135,21,73,44,170,52,98,42,52,26,22,0,4,1,4,7,0,0,0,2,0,1,2,2,2,0,0
Arnhem,Ermelo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verenigingsgebouw Ons Huis,0233::SB10,3853 LN,1243,996,0,3,0,0,8,884,107,0,0,0,0,0,0,999,188,15,85,24,278,47,95,40,150,20,19,0,3,0,0,23,0,0,3,1,0,0,0,1,4,0,0
