contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),JEZUS LEEFT,StemNL,MenS en Spirit / Basisinkomen Partij / V-R
Utrecht,Rhenen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Koningskamer,0340::SB1,3911LB,1657,1085,0,2,0,0,6,972,112,0,0,0,3,0,0,1090,243,47,155,69,138,120,62,76,77,30,28,2,7,2,1,25,1,0,0,0,0,1,0,1,0,0
Utrecht,Rhenen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Huis van de Gemeente,0340::SB2,3911MG,1568,1693,2,3,0,2,23,1517,160,0,0,0,2,0,0,1700,324,107,219,125,140,192,112,135,128,46,47,0,12,54,1,40,1,0,3,2,1,2,0,1,0,1
Utrecht,Rhenen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Vlam,0340::SB3,3911XK,990,876,1,0,0,0,6,790,81,0,0,0,0,0,0,877,213,38,95,34,118,98,44,60,95,27,26,1,2,2,1,15,0,1,0,4,0,0,1,0,0,1
Utrecht,Rhenen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Steakhouse Cunera,0340::SB4,3911AS,1801,1681,1,1,0,0,4,1508,171,0,0,0,0,0,0,1683,412,91,170,73,215,239,78,179,98,35,42,1,4,5,0,32,1,0,0,3,0,2,0,0,0,1
Utrecht,Rhenen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ontmoetingskerk,0340::SB5,3911AE,1384,1128,0,4,0,0,2,1129,3,0,0,0,2,0,0,1134,156,69,185,76,161,75,65,94,135,24,29,0,3,40,0,11,0,0,1,0,1,3,0,0,0,0
Utrecht,Rhenen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Rhenendael,0340::SB6,3911RM,865,712,0,1,0,0,1,617,95,0,0,0,0,0,0,713,219,19,60,18,133,43,46,21,107,9,19,0,1,0,1,16,0,0,0,0,0,0,0,0,0,0
Utrecht,Rhenen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Dorpshuis,0340::SB7,3911CX,1863,1603,0,3,0,0,3,1362,241,0,0,0,0,0,0,1606,211,26,109,24,204,55,90,29,798,19,11,1,4,0,0,15,0,1,1,2,0,2,0,1,0,0
Utrecht,Rhenen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Bestegoed (Bibliotheek),0340::SB8,3921CM,1740,1456,6,3,0,0,2,1301,163,0,1,0,1,0,0,1466,298,70,272,67,169,80,99,59,229,28,40,1,6,0,2,28,0,0,0,4,0,1,1,1,0,1
Utrecht,Rhenen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Bestegoed (Dorpshuis),0340::SB9,3921CM,1669,1424,0,2,0,3,4,1280,145,0,0,0,3,0,0,1429,296,45,267,46,150,104,95,45,265,21,39,1,11,2,0,31,0,0,0,1,0,0,1,4,0,0
Utrecht,Rhenen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Tollekamp,0340::SB10,3911ND,1353,924,0,0,0,0,1,827,96,0,0,0,0,0,0,924,149,65,131,81,145,90,42,62,70,15,26,2,2,19,0,19,2,0,0,1,0,0,1,2,0,0
