contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL
Tilburg,Oisterwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Raadhuis,0824::SB1,,1281,1222,0,0,0,3,19,1105,101,0,0,0,3,0,0,1225,454,60,115,90,135,144,7,121,2,17,34,2,2,0,0,34,0,0,0,2,0,0,0,2,1,0
Tilburg,Oisterwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum De Vloet,0824::SB2,,1339,1207,3,1,0,1,14,1085,113,0,0,0,1,0,0,1212,402,44,81,94,223,170,11,81,3,27,51,0,1,0,0,15,1,0,0,2,0,0,0,1,0,0
Tilburg,Oisterwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Atelier De Krekul,0824::SB3,,1454,1100,2,10,0,1,2,1028,83,0,0,0,1,0,0,1113,278,41,169,167,126,110,7,96,0,40,30,3,2,10,1,9,0,0,0,8,0,1,1,1,0,0
Tilburg,Oisterwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Tovervogel,0824::SB4,,1653,1416,2,8,0,0,2,1286,138,0,0,0,0,0,0,1426,553,43,113,82,206,197,11,103,1,29,37,0,5,6,1,21,0,0,0,2,2,0,1,3,0,0
Tilburg,Oisterwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kerkhovense Molen,0824::SB5,,1053,1021,1,3,0,0,2,950,73,0,0,0,0,0,0,1025,234,39,139,135,113,146,8,111,2,25,36,1,4,12,0,10,0,0,0,2,0,2,0,1,1,0
Tilburg,Oisterwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Brede school De Bunders,0824::SB6,,1338,1359,4,0,0,0,3,1234,126,0,0,0,0,0,0,1363,598,37,82,69,203,199,14,65,5,29,37,0,1,0,0,16,1,0,0,1,0,1,0,1,0,0
Tilburg,Oisterwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ontmoetingscentrum De Coppele,0824::SB7,,2129,1662,4,14,0,0,1,1530,149,0,0,0,0,0,0,1680,278,83,303,260,184,197,8,166,0,60,70,1,8,14,0,21,1,0,0,1,1,2,1,2,0,1
Tilburg,Oisterwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 2College Durendael,0824::SB8,,1666,1051,1,4,0,1,4,949,104,0,0,0,1,0,0,1057,347,48,97,98,152,134,8,78,2,30,33,3,1,3,0,14,0,0,0,1,0,1,0,1,0,0
Tilburg,Oisterwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Molenhoek,0824::SB9,,1612,1037,3,0,0,0,3,939,98,0,0,0,0,0,0,1040,353,37,120,99,145,121,10,77,0,19,20,1,4,2,2,21,0,0,0,2,3,0,0,0,1,0
Tilburg,Oisterwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum Pannenschuur,0824::SB10,,1868,1632,1,6,0,2,3,1497,141,0,0,0,2,0,0,1641,343,74,234,235,165,227,13,177,0,45,58,2,13,11,1,18,2,1,0,8,0,2,1,2,0,0
Tilburg,Oisterwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Obs de Bienekebolders,0824::SB11,,1520,865,3,0,0,0,1,773,94,0,0,0,0,0,0,868,272,25,99,80,165,99,4,55,0,14,30,2,2,0,0,16,0,0,0,2,0,0,0,0,0,0
Tilburg,Oisterwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Cult. centr. Den Boogaard,0824::SB12,,1720,1964,4,4,0,1,7,1775,189,0,0,1,0,1,0,1971,663,54,183,206,384,205,17,102,6,30,63,2,6,0,2,28,0,1,0,4,2,3,0,3,0,0
Tilburg,Oisterwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Park Stanislaus,0824::SB13,,1635,1230,1,1,0,0,4,1122,106,0,0,0,0,0,0,1232,392,54,133,116,237,145,10,61,0,22,44,2,1,0,0,13,0,0,0,0,0,0,0,0,0,0
