contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL
Dordrecht,Delft,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Gemeente Delft, ""Stadhuis""",0503::SB1,2611 GS,663,1907,1,3,0,18,20,1766,143,0,0,0,18,0,0,1929,326,100,61,46,80,614,59,462,18,80,13,0,1,2,0,21,1,0,0,18,3,2,0,0,0,0
Dordrecht,Delft,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Max Havelaarschool,0503::SB2,2611 JR,1980,1819,1,1,0,3,4,1633,187,0,0,0,3,0,0,1824,379,138,124,100,114,434,39,298,4,109,21,2,5,5,1,25,0,0,4,9,7,1,0,0,0,0
Dordrecht,Delft,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Jenaplanschool De Oostpoort,0503::SB3,2611 SN,1520,1015,1,0,0,2,6,919,93,0,0,0,2,0,0,1018,186,71,53,50,59,274,20,203,7,47,17,0,1,0,0,16,0,1,2,5,2,1,0,0,0,0
Dordrecht,Delft,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau St.DOK (voorheen Openb Bibliotheek),0503::SB4,2611 WG,1513,1560,3,5,0,0,8,1461,99,0,0,0,0,0,0,1568,297,116,121,73,98,375,28,289,2,90,27,2,0,9,1,26,0,0,4,2,0,0,0,0,0,0
Dordrecht,Delft,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeente Delft - Klant Contact Centrum,0503::SB5,2611 AL,1279,1249,3,9,0,1,10,1162,90,0,0,0,1,0,0,1262,282,77,43,44,65,341,35,230,7,54,13,1,5,8,0,20,0,2,1,15,5,1,0,0,0,0
Dordrecht,Delft,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau VAK Delft,0503::SB7,2611 AX,1267,945,2,1,0,6,12,877,65,0,0,0,6,0,0,954,195,64,19,27,64,293,21,195,9,25,7,0,0,4,0,11,0,0,0,7,1,2,0,0,1,0
Dordrecht,Delft,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Informatiecentrum Delft Bouwt,0503::SB8,2627 BM,971,838,3,0,0,1,2,766,74,0,0,0,1,0,0,842,142,65,73,39,69,175,35,137,3,45,27,0,3,3,1,17,0,0,0,2,0,0,0,1,1,0
Dordrecht,Delft,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Kristal,0503::SB9,2614 SH,2660,2122,4,5,0,12,4,1921,218,0,0,0,12,0,0,2143,583,142,224,116,163,375,71,225,12,56,38,0,13,45,3,37,0,1,0,9,7,1,0,1,0,0
Dordrecht,Delft,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum De Parel,0503::SB10,2614 HE,1782,1391,5,6,0,3,4,1280,121,0,0,0,3,0,0,1405,282,107,197,97,139,197,40,164,14,48,27,0,1,27,0,30,0,1,2,12,2,0,0,0,4,0
Dordrecht,Delft,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Het Mozaiek,0503::SB11,2614 EP,1971,1207,3,8,0,3,0,1145,76,0,0,0,3,0,0,1221,166,86,197,117,102,181,54,146,7,53,25,1,5,28,1,14,1,1,0,17,4,0,0,0,0,1
