contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP)
Maastricht,Landgraaf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Raadhuis,0882::SB1,6371 LA,1600,1730,7,6,0,0,10,1546,187,0,0,0,0,0,0,1743,244,85,431,302,224,127,9,89,0,56,123,1,3,8,2,18,1,2,0,4,0,1,0
Maastricht,Landgraaf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Dormig,0882::SB2,6371 XN,900,816,3,2,0,0,1,739,81,0,0,0,0,0,0,821,131,33,196,143,108,77,3,44,0,23,28,1,7,7,2,10,0,0,0,2,0,1,0
Maastricht,Landgraaf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau A gen Bruk,0882::SB3,6371 HW,1200,850,1,1,0,1,3,762,88,0,0,0,1,0,0,853,152,33,151,121,148,66,12,63,1,33,33,1,5,5,0,21,1,0,0,4,0,0,0
Maastricht,Landgraaf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Parochiezaal Kerkplein,0882::SB11,6372 EZ,1500,1322,2,1,0,0,0,1179,146,0,0,0,0,0,0,1325,167,53,285,282,150,108,15,72,1,60,77,0,3,5,1,37,1,0,1,1,1,2,0
Maastricht,Landgraaf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ontmoetingsruimte A gen Maar,0882::SB12,6372 ER,1500,1153,6,1,0,0,1,1035,124,0,0,0,0,0,0,1160,176,54,288,195,155,82,12,64,0,22,64,4,3,4,3,23,2,0,0,2,0,0,0
Maastricht,Landgraaf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Dr. Calshof,0882::SB22,6372 SP,1600,1465,2,12,0,0,1,1343,136,0,1,0,1,0,0,1480,183,82,387,271,187,126,4,67,1,51,58,3,2,4,4,27,0,1,1,3,0,2,1
Maastricht,Landgraaf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Oefenbunker,0882::SB23,6371 HX,1600,509,1,0,0,0,1,471,38,0,0,0,0,0,0,510,53,18,140,100,54,49,1,40,1,13,26,1,2,0,3,4,0,0,0,3,0,0,1
Maastricht,Landgraaf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Harlekijn,0882::SB30,6372 AC,1600,1089,1,0,0,0,0,983,107,0,0,0,0,0,0,1090,139,50,289,242,73,102,11,65,1,26,54,4,3,3,0,22,0,1,0,4,0,0,0
Maastricht,Landgraaf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 't Noaberhoes De Wendelwiek,0882::SB32,6372 VM,1500,1183,3,3,0,0,0,1055,134,0,0,0,0,0,0,1189,164,66,302,213,102,125,3,87,0,37,52,0,3,2,5,17,0,0,1,4,0,0,0
Maastricht,Landgraaf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurthuis de Molt,0882::SB42,6371 EC,1600,1035,3,3,0,0,1,930,110,0,0,0,0,0,0,1041,208,28,295,114,111,104,4,54,0,32,45,1,0,10,9,14,1,0,1,3,0,1,0
Maastricht,Landgraaf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Harmoniezaal SUN-plein,0882::SB101,6373 LG,1100,1170,3,1,0,0,1,1065,108,0,0,0,0,0,0,1174,130,53,344,226,120,79,6,74,3,45,53,5,1,0,2,26,0,0,1,1,0,1,0
Maastricht,Landgraaf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Scouting St. Tarcisius,0882::SB111,6373 CW,1500,1009,4,0,0,0,2,910,101,0,0,0,0,0,0,1013,141,56,310,141,107,68,6,65,1,26,52,0,4,5,0,20,0,0,2,2,0,3,0
Maastricht,Landgraaf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ontmoetingscentrum Oude Heide,0882::SB112,6373 JG,1500,1206,5,2,0,0,2,1106,105,0,0,0,0,0,0,1213,181,51,312,218,173,52,7,67,4,22,77,1,5,4,6,20,0,0,1,3,1,1,0
Maastricht,Landgraaf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool t Valder,0882::SB121,6373 TT,1500,1219,2,1,0,0,1,1083,137,0,0,1,0,0,0,1221,253,48,255,168,160,104,10,71,4,38,77,0,3,0,2,23,0,0,0,3,0,0,0
Maastricht,Landgraaf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis t Stroatje,0882::SB201,6374 KC,1500,996,1,0,0,0,0,880,117,0,0,0,0,0,0,997,171,41,254,121,121,91,6,48,0,37,71,0,3,1,0,25,0,1,0,0,0,5,0
Maastricht,Landgraaf,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Heereveld,0882::SB202,6374 EN,1400,699,1,6,0,0,3,642,61,0,0,0,0,0,0,706,110,42,161,101,98,49,13,32,0,20,55,1,0,1,1,10,1,0,0,2,1,0,1
