contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL,MenS en Spirit / Basisinkomen Partij / V-R
Arnhem,Zutphen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Nieuwe Stadhuis,0301::SB1,7201 DN,869,1044,9,3,0,3,21,987,51,0,0,0,3,0,0,1059,181,90,56,98,57,183,21,183,4,110,14,1,2,9,1,18,0,0,0,5,5,1,0,0,3,0,2
Arnhem,Zutphen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Oude Stadhuis,0301::SB2,7201 DN,996,1146,1,3,0,0,11,1050,88,0,0,1,0,0,0,1149,194,104,64,104,81,186,17,241,2,110,13,0,1,6,1,15,1,0,1,4,0,0,1,0,0,0,0
Arnhem,Zutphen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Martinet,0301::SB3,7200 AK,1450,846,1,1,0,0,5,789,54,0,0,0,0,0,0,848,102,59,84,115,65,135,9,115,3,91,22,3,0,20,3,11,0,1,0,4,2,1,0,0,0,0,1
Arnhem,Zutphen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Bornhof,0301::SB4,7204 TB,1235,1049,0,2,0,0,2,942,107,0,0,0,0,0,0,1051,149,114,113,134,109,115,39,161,3,53,35,0,1,6,1,10,0,0,0,2,0,0,0,0,2,1,1
Arnhem,Zutphen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Waterkracht,0301::SB5,,1849,1559,2,10,0,25,8,1423,115,0,0,25,0,0,0,1546,139,114,269,265,94,125,42,160,4,54,74,0,3,185,0,16,1,0,0,5,2,1,1,2,0,0,3
Arnhem,Zutphen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau OBS De Waaier,0301::SB6,,1538,851,2,7,0,1,0,793,68,0,0,0,1,0,0,861,62,59,144,145,41,74,17,92,5,26,21,0,2,152,0,1,0,0,3,3,0,0,0,0,4,0,0
Arnhem,Zutphen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Emmanuelkerk,0301::SB7,,1508,1051,2,0,0,1,1,988,65,0,0,0,1,0,0,1054,95,99,171,226,67,95,34,108,6,51,36,1,5,33,2,12,0,1,0,7,1,0,0,0,1,0,0
Arnhem,Zutphen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Anne Flokstraschool,0301::SB8,,1337,948,0,0,0,0,2,881,66,0,0,0,1,0,0,949,147,86,58,122,58,164,25,169,3,60,27,1,3,3,2,8,3,0,3,2,1,0,0,0,2,0,1
Arnhem,Zutphen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Lunette,0301::SB9,,1739,1617,2,3,0,3,3,1498,124,0,0,0,3,0,0,1625,253,124,114,176,123,268,52,269,2,119,39,5,3,21,2,20,6,3,3,8,1,4,0,1,0,0,1
Arnhem,Zutphen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Polbeek,0301::SB10,,1743,1627,4,0,0,1,11,1507,114,0,0,0,1,0,0,1632,221,153,149,194,191,200,86,245,11,80,52,4,1,9,2,18,0,0,0,8,0,0,1,2,0,0,0
Arnhem,Zutphen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau St.Elisabeth,0301::SB11,7202 AR,1622,885,1,5,0,1,5,837,50,0,0,0,1,0,0,892,155,79,86,83,57,129,30,130,2,71,19,1,4,6,3,20,1,1,0,5,3,0,0,0,0,0,0
