contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,StemNL
's-Hertogenbosch,Heeze-Leende,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis 't Perron,1658::SB1,5591 HM,1268,1094,5,3,0,0,6,1001,95,0,0,0,0,0,0,1102,281,51,150,139,185,134,7,65,0,23,31,0,2,1,2,18,0,0,0,3,0,0,0,2,0
's-Hertogenbosch,Heeze-Leende,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Handboogvereniging Rozen van Oranje,1658::SB2,5591 GH,1343,753,0,0,0,0,4,670,79,0,0,0,0,0,0,753,277,31,57,57,118,113,6,45,4,13,19,1,0,0,1,7,0,0,0,3,0,1,0,0,0
's-Hertogenbosch,Heeze-Leende,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,1658::SB3,5591 HS,1264,1254,1,4,0,1,6,1140,114,0,0,0,1,0,0,1260,359,65,138,116,214,165,16,89,1,36,24,1,4,5,2,17,0,0,0,1,0,0,0,1,0
's-Hertogenbosch,Heeze-Leende,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kindcentrum De Parel,1658::SB4,5591 BM,1321,1293,1,5,0,0,4,1289,6,0,0,0,0,0,0,1299,395,51,124,132,210,180,11,77,2,35,35,1,10,0,6,11,1,0,1,7,1,1,0,2,0
's-Hertogenbosch,Heeze-Leende,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Heemkundekring de Heerlijkheid HLZ,1658::SB5,5591 NE,1262,1124,3,2,0,0,5,1038,86,0,0,0,0,0,0,1129,250,71,130,146,165,182,13,78,0,20,32,1,3,0,3,18,0,0,1,7,0,4,0,0,0
's-Hertogenbosch,Heeze-Leende,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Trumakkers,1658::SB6,5591 NG,1296,1061,1,0,0,0,1,976,85,0,0,0,0,0,0,1062,274,35,147,133,138,159,7,72,0,28,43,3,2,2,0,16,0,0,0,2,0,0,0,0,0
's-Hertogenbosch,Heeze-Leende,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis De Meent,1658::SB7,5595 CM,1179,1258,1,3,0,0,3,1123,136,0,0,0,0,0,0,1262,373,41,137,153,245,123,11,70,1,23,43,0,3,2,2,25,0,0,0,2,0,2,0,2,0
's-Hertogenbosch,Heeze-Leende,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Sint Jan,1658::SB8,5595 GN,1140,554,1,1,0,0,7,486,63,0,0,0,0,0,0,556,175,9,60,32,164,64,7,23,0,6,6,0,2,0,0,2,0,0,0,2,1,1,0,0,0
's-Hertogenbosch,Heeze-Leende,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Leenderhof,1658::SB9,5595 EP,1156,1151,3,3,0,0,12,1039,106,0,0,0,0,0,0,1157,425,39,112,106,201,118,6,52,0,25,40,2,2,0,1,16,0,0,0,2,0,0,0,4,0
's-Hertogenbosch,Heeze-Leende,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Valentijn,1658::SB10,6029 RJ,1224,889,1,2,0,0,9,773,110,0,0,0,0,0,0,892,244,27,117,81,189,83,7,54,9,25,20,5,6,1,1,16,0,0,0,2,0,0,0,2,0
