contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL,MenS en Spirit / Basisinkomen Partij / V-R
Arnhem,Apeldoorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stadhuis,0200::SB1,,1505,2116,10,4,0,4,35,1929,170,0,0,0,4,0,0,2134,466,132,193,156,197,354,91,282,15,78,25,2,6,22,3,66,2,2,2,13,1,1,0,2,1,0,4
Arnhem,Apeldoorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kadaster,0200::SB2,,1187,1174,5,3,0,1,5,1078,100,0,0,0,1,0,0,1183,228,94,125,90,124,168,43,144,15,44,28,3,1,20,3,27,1,0,0,8,2,2,0,1,0,0,3
Arnhem,Apeldoorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Oude Enk,0200::SB3,,1462,1164,3,0,0,0,0,1079,88,0,0,0,0,0,0,1167,276,71,135,133,122,137,32,106,11,63,39,3,3,8,0,18,0,0,0,4,1,0,0,1,0,0,1
Arnhem,Apeldoorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Duivensportcentrum Apeldoorn e/o,0200::SB4,,1718,1108,1,3,0,0,3,1008,101,0,0,0,0,0,0,1112,274,66,107,93,132,162,30,107,22,39,51,0,3,5,0,15,0,0,1,0,0,0,1,0,0,0,0
Arnhem,Apeldoorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Tot 2021/v.m. Ambachtsschool,0200::SB5,,1242,984,1,0,0,0,2,902,81,0,0,0,0,0,0,985,244,62,91,77,109,133,40,99,6,32,43,2,4,18,2,13,0,0,0,3,2,1,0,1,2,0,0
Arnhem,Apeldoorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Goede Herderkerk,0200::SB6,,1294,1884,4,3,0,0,3,1723,165,0,0,0,0,0,0,1891,436,127,177,155,221,283,73,191,23,73,54,4,2,12,3,35,0,0,0,5,4,2,0,1,2,0,1
Arnhem,Apeldoorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Speeltuin Kindervreugd,0200::SB7,,970,576,0,2,0,0,0,523,55,0,0,0,0,0,0,578,62,44,100,56,48,50,12,51,11,18,28,0,4,71,0,14,1,0,0,2,0,0,0,0,4,0,0
Arnhem,Apeldoorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau School Spitsbergen,0200::SB8,,1294,540,0,2,0,0,6,485,51,0,0,0,0,0,0,542,94,31,54,63,55,65,15,43,12,20,23,0,2,51,0,8,0,0,0,3,0,1,0,0,0,0,0
Arnhem,Apeldoorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Zorggroep Apeldoorn, loc. Mandala",0200::SB9,,1015,987,2,1,0,0,20,881,89,0,0,0,0,0,0,990,239,78,68,79,130,128,50,107,12,38,30,0,6,4,1,15,0,1,0,1,0,0,0,0,0,0,0
Arnhem,Apeldoorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum Orca,0200::SB10,,1274,1309,0,3,0,0,2,1207,103,0,0,0,0,0,0,1312,206,102,191,132,104,151,50,123,14,52,43,3,3,108,0,15,2,0,1,5,2,0,0,0,1,1,0
Arnhem,Apeldoorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau PCBO-school De Wegwijzer,0200::SB11,,1350,922,0,3,0,0,0,849,76,0,0,0,0,0,0,925,225,57,66,56,103,143,63,97,12,17,23,2,3,42,0,8,0,0,0,4,0,0,0,0,1,0,0
