contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Lokaal in de Kamer
Zwolle,Olst-Wijhe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Huize ""Westervoorde""",1773::SB1,,1701,1272,4,4,0,0,3,1174,103,0,0,0,0,0,0,1280,214,129,156,158,171,140,19,114,3,40,59,4,9,31,3,12,0,1,0,6,2,1,0
Zwolle,Olst-Wijhe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau ""Het Averbergen""",1773::SB2,,1164,596,0,2,0,0,1,550,47,0,0,0,0,0,0,598,155,58,43,34,112,73,10,49,0,17,26,0,1,6,1,9,0,0,0,2,0,0,0
Zwolle,Olst-Wijhe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau ""Sint Willibrord""",1773::SB3,,1456,1054,0,2,0,1,5,968,84,0,0,0,1,0,0,1057,241,66,83,77,276,113,11,85,1,37,41,3,4,2,0,10,0,0,0,2,1,0,1
Zwolle,Olst-Wijhe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurthuis Den Nul,1773::SB4,,768,602,0,0,0,1,3,558,42,0,0,0,1,0,0,603,132,57,71,43,118,49,8,47,15,18,33,1,1,0,1,5,1,0,0,0,0,1,1
Zwolle,Olst-Wijhe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Dorpshuis ""De Bongerd""",1773::SB5,,468,410,0,0,0,0,0,375,35,0,0,0,0,0,0,410,120,31,32,17,57,45,13,43,8,17,14,0,2,0,0,11,0,0,0,0,0,0,0
Zwolle,Olst-Wijhe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Wapen van Wesepe,1773::SB6,,947,800,0,2,0,0,2,744,56,0,0,0,0,0,0,802,239,49,77,58,160,89,17,47,1,14,20,2,8,0,0,12,1,2,3,1,0,0,0
Zwolle,Olst-Wijhe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Holstohus,1773::SB7,,1235,1669,3,3,0,0,3,1544,128,0,0,0,0,0,0,1675,351,150,160,169,215,205,39,214,12,54,53,2,3,18,7,9,0,0,1,2,0,2,3
Zwolle,Olst-Wijhe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis Wijhe,1773::SB8,,1308,1228,8,2,0,0,6,1138,94,0,0,0,0,0,0,1238,222,109,128,153,241,175,22,82,3,33,42,1,3,0,0,9,0,0,1,2,0,1,1
Zwolle,Olst-Wijhe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau ""Het Weijtendaal""",1773::SB9,,943,848,0,5,0,0,1,788,64,0,0,0,0,0,0,853,166,91,71,62,246,87,12,55,3,19,24,0,1,0,1,3,1,0,1,3,1,1,0
Zwolle,Olst-Wijhe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau OBS ""de Peperhof""",1773::SB10,,1561,1271,0,0,0,0,3,1162,106,0,0,0,0,0,0,1271,224,134,155,171,192,134,47,94,4,29,47,1,7,1,0,23,1,0,1,4,0,0,2
Zwolle,Olst-Wijhe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Gemsch.huis ""Pinokkio""",1773::SB11,,1447,1102,0,2,0,0,1,1102,1,0,0,0,0,0,0,1104,257,64,86,85,308,153,36,52,0,14,30,0,5,0,3,7,0,0,0,2,0,0,0
Zwolle,Olst-Wijhe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurthuis Elshof,1773::SB12,,662,553,0,0,0,0,1,496,56,0,0,0,0,0,0,553,126,27,31,38,193,58,10,29,5,17,9,1,3,0,0,5,0,0,1,0,0,0,0
Zwolle,Olst-Wijhe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Herxen,1773::SB13,,365,304,0,0,0,0,2,274,28,0,0,0,0,0,0,304,69,13,15,20,100,29,17,16,10,10,1,0,0,0,1,0,0,0,0,2,0,1,0
Zwolle,Olst-Wijhe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau ""Westhoff""",1773::SB14,,48,131,0,0,0,0,36,90,5,0,0,0,0,0,0,131,23,12,5,4,32,26,6,10,5,2,4,0,1,0,0,0,0,0,0,1,0,0,0
