contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL
Nijmegen,Wijchen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Koetshuis,0296::SB1,6602 DA,1580,1518,1,5,0,0,2,1395,127,0,0,0,0,0,0,1524,496,76,136,135,259,179,16,102,0,29,49,6,5,2,2,15,0,0,1,3,1,1,0,5,0,0
Nijmegen,Wijchen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Meander,0296::SB2,6601 AR,1577,1114,3,4,0,0,1,1009,111,0,0,0,0,0,0,1121,238,47,174,178,169,127,16,78,1,11,46,6,0,5,2,11,0,1,0,2,2,0,0,0,0,0
Nijmegen,Wijchen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Jeugdhuis Woezik,0296::SB3,6604 CC,1932,1856,1,7,0,2,2,1648,209,0,0,5,0,3,0,1859,615,72,229,197,267,247,8,91,1,38,40,3,7,4,0,29,1,0,1,3,1,0,1,1,0,0
Nijmegen,Wijchen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Paschalisschool,0296::SB4,6604 AE,1860,1339,0,2,1,0,0,1243,97,0,0,1,0,0,0,1340,397,67,165,118,173,212,12,91,0,29,40,2,6,3,1,20,0,0,0,2,0,1,0,0,0,0
Nijmegen,Wijchen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau La Verna,0296::SB5,6603 AM,2120,1725,0,3,0,3,4,1529,198,0,0,0,3,0,0,1731,451,65,308,164,336,166,14,66,4,43,53,9,4,0,4,32,2,0,1,0,0,3,0,0,0,0
Nijmegen,Wijchen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Waaijershof,0296::SB6,6606 AB,332,319,0,0,0,0,0,291,28,0,0,0,0,0,0,319,96,10,33,22,85,24,4,23,0,2,13,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Nijmegen,Wijchen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkgebouw Wijchen Oost,0296::SB7,6603 AE,1974,1411,3,3,0,0,3,1260,154,0,0,0,0,0,0,1417,290,69,263,206,171,144,18,97,1,49,51,1,8,9,1,29,0,0,0,3,0,1,0,0,0,0
Nijmegen,Wijchen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Noorderlicht,0296::SB8,6601 DL,1848,1732,3,2,0,4,3,1599,139,0,0,0,4,0,0,1741,285,76,346,342,225,158,15,112,4,30,74,1,7,12,2,28,0,0,1,6,1,5,0,2,0,0
Nijmegen,Wijchen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkgebouw Wijchen Zuid,0296::SB9,6605 HN,1876,1557,7,3,0,0,2,1409,156,0,0,0,0,0,0,1567,297,78,267,242,168,198,17,122,6,48,66,4,5,10,2,20,1,0,0,4,0,0,0,2,0,0
Nijmegen,Wijchen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum Achterom,0296::SB10,6601 XW,1163,1115,0,3,0,2,2,1020,98,0,0,0,2,0,0,1120,175,53,238,218,121,83,10,85,1,30,55,1,6,11,3,15,2,0,2,5,0,1,0,0,0,0
