contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),JEZUS LEEFT,StemNL
Leiden,Lansingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Hervormde Kerk,1621::SB1,2661 CB,1430,1159,0,3,0,2,4,1059,101,0,0,0,2,0,0,1164,331,46,121,61,227,113,100,50,10,26,34,2,5,2,2,27,0,0,0,2,0,0,0,0,0
Leiden,Lansingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis Lansingerland,1621::SB2,2662 SB,1787,1702,1,1,0,2,6,1518,178,0,0,2,0,0,0,1702,569,70,233,70,182,231,66,99,11,28,30,2,14,51,3,37,0,0,0,4,2,0,0,0,0
Leiden,Lansingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Rozenhoek,1621::SB3,2661 HK,1793,1440,1,7,0,3,2,1320,129,0,0,0,3,0,0,1451,324,85,239,78,173,141,119,89,27,43,48,3,6,21,3,29,1,1,1,5,1,2,0,1,0
Leiden,Lansingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Postduivenvereniging,1621::SB4,2661 GV,739,689,4,2,0,0,1,604,90,0,0,0,0,0,0,695,237,24,91,16,102,73,37,34,11,35,11,0,2,0,0,13,0,0,0,3,0,0,0,0,0
Leiden,Lansingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau RK Basischool Pius X,1621::SB5,2661 KZ,1949,1785,0,1,0,12,5,1626,167,0,0,0,12,0,0,1798,497,77,293,121,207,182,86,122,13,40,53,3,9,25,4,35,2,0,2,5,8,0,0,1,0
Leiden,Lansingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ger. Vrijgemaakte Kerk,1621::SB6,2661 TP,1626,1405,1,1,0,4,6,1245,152,0,0,4,0,0,0,1403,563,51,181,40,156,167,82,60,12,21,29,1,10,3,2,24,0,0,0,3,0,0,0,0,0
Leiden,Lansingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Jongeren Centrum Spectrum,1621::SB7,2661 AL,1697,1835,3,2,0,7,3,1659,185,0,0,0,7,0,0,1847,601,64,237,69,221,236,90,106,7,54,42,3,9,34,5,45,2,0,0,10,0,0,0,0,0
Leiden,Lansingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau CBS De Acker,1621::SB8,2661 SX,1934,1435,2,2,0,5,1,1312,131,0,0,0,5,0,0,1444,528,49,152,54,162,201,80,80,7,31,25,2,5,12,0,42,0,0,0,4,1,0,0,0,0
Leiden,Lansingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool de Poolster,1621::SB9,2651 RC,2001,2169,1,1,0,3,3,1919,252,0,0,0,3,0,0,2174,759,80,284,83,302,263,64,118,15,54,50,4,13,4,2,63,0,0,0,8,1,0,0,2,0
Leiden,Lansingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Basisschool de Klipper, Oudelandselaan",1621::SB10,2652 ER,1563,1729,3,3,0,1,2,1530,204,0,0,0,1,0,0,1736,542,52,244,66,226,252,57,103,6,39,49,3,6,30,2,42,0,0,2,6,0,2,0,0,0
Leiden,Lansingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau CBS Prins Johan Friso,1621::SB11,2651 GS,2229,1374,3,4,0,5,4,1259,123,0,0,0,5,0,0,1386,346,81,230,88,182,119,97,87,8,40,34,2,11,18,0,27,0,0,0,2,0,1,1,0,0
Leiden,Lansingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Laurens Huize St. Petrus,1621::SB12,2651 CX,1585,1551,5,2,0,7,2,1404,145,0,0,7,0,0,0,1551,450,64,224,73,226,171,70,101,14,40,49,0,4,20,3,36,0,0,1,2,2,1,0,0,0
Leiden,Lansingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Lansingh,1621::SB13,2651 CZ,1730,1152,2,4,0,4,2,1054,106,0,0,0,4,0,0,1162,261,37,188,64,248,96,85,61,19,20,37,0,2,8,0,18,0,0,0,3,3,0,0,2,0
Leiden,Lansingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gebouw de Bron,1621::SB14,2651 BN,1960,1774,2,2,0,0,7,1569,202,0,0,0,0,0,0,1778,629,62,180,39,232,215,190,78,17,54,22,1,7,6,0,36,0,0,0,4,2,0,0,0,0
Leiden,Lansingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkgebouw Rodenrijs,1621::SB15,2651 BN,1633,1269,2,2,0,3,0,1178,98,0,0,0,3,0,0,1276,292,66,146,97,173,150,91,73,21,59,46,3,8,8,1,27,2,0,0,5,1,0,0,0,0
Leiden,Lansingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijnstokgemeente,1621::SB16,2651 BS,1570,965,0,0,0,1,4,857,105,0,0,0,1,0,0,966,334,32,97,24,119,112,70,67,31,30,15,3,2,3,2,21,0,0,0,3,0,0,0,0,0
