contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,StemNL
's-Hertogenbosch,Deurne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis 1,0762::SB1,5751 BE,1044,1046,3,7,0,0,3,951,102,0,0,0,0,0,0,1056,255,43,140,139,172,128,4,65,4,20,48,3,3,1,1,15,0,2,0,2,0,0,0,1,0
's-Hertogenbosch,Deurne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verzorgingshuis De Nieuwenhof,0762::SB2,5751 BL,1841,1368,0,2,0,1,6,1207,156,0,0,1,0,0,0,1369,304,51,180,178,342,110,2,72,4,25,73,1,0,4,2,13,4,0,0,1,1,0,0,1,0
's-Hertogenbosch,Deurne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkhuis D'n Houtenhoek,0762::SB3,5751 ES,2465,1715,2,2,0,0,4,1541,174,0,0,0,0,0,0,1719,426,39,291,253,305,156,13,85,0,40,56,3,6,4,5,24,0,1,1,3,0,0,1,2,1
's-Hertogenbosch,Deurne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum De Heiakker,0762::SB4,5754 DV,1711,1387,3,4,0,0,4,1260,130,0,0,0,0,0,0,1394,346,38,199,213,178,178,7,92,0,22,58,8,9,1,3,26,0,1,0,4,2,2,0,0,0
's-Hertogenbosch,Deurne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gerardushuis,0762::SB5,5752 AP,1587,1393,2,3,0,2,0,1222,178,0,0,0,2,0,0,1400,495,28,143,117,359,114,3,49,0,24,33,0,7,0,2,12,1,1,0,5,0,0,0,0,0
's-Hertogenbosch,Deurne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Openbare basisschool De Bron,0762::SB6,5751 WJ,1507,1030,0,1,0,0,1,937,93,0,0,0,0,0,0,1031,236,44,132,181,131,97,1,96,1,35,38,2,2,1,3,22,2,0,1,2,0,0,0,3,0
's-Hertogenbosch,Deurne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Hofke van Marijke,0762::SB7,5753 BE,1494,1356,6,2,0,0,1,1201,162,0,0,0,0,0,0,1364,395,43,201,182,242,114,5,61,0,14,60,0,4,1,1,24,1,0,0,5,1,0,0,2,0
's-Hertogenbosch,Deurne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau MFA 't Huis Vlierden,0762::SB8,5756 AM,1091,984,5,2,0,0,13,868,110,0,0,0,0,0,0,991,284,34,111,95,254,89,13,38,0,12,30,4,4,0,1,11,2,0,1,1,0,0,0,0,0
's-Hertogenbosch,Deurne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Peuterspeelzaal Op Stap De Piramide,0762::SB9,5751 VJ,1463,1175,1,4,0,0,2,1070,108,0,0,0,0,0,0,1180,181,63,179,250,151,110,3,115,0,23,32,1,7,19,2,23,0,2,1,4,0,4,2,2,1
's-Hertogenbosch,Deurne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau S.C.C. Den Draai,0762::SB10,5754 AV,2172,1839,3,1,0,0,2,1604,237,0,0,0,0,0,0,1843,510,56,291,227,408,121,7,73,2,25,69,2,7,3,4,28,0,0,0,3,2,0,0,1,0
's-Hertogenbosch,Deurne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis De Kastanje,0762::SB11,5757 AP,1491,1381,4,3,0,2,1,1179,210,0,0,0,2,0,0,1390,389,40,200,155,348,74,6,49,0,19,50,4,7,0,1,26,2,0,0,8,0,0,0,3,0
's-Hertogenbosch,Deurne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ontmoetingsruimte 'de Gasterij',0762::SB12,5757 DZ,1139,689,0,1,0,0,0,594,96,0,0,0,0,0,0,690,181,15,81,93,174,46,1,34,4,14,34,0,1,0,1,6,0,0,1,1,0,0,0,2,0
's-Hertogenbosch,Deurne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis De Moost,0762::SB13,5758 RX,1447,1156,5,0,0,0,0,1031,130,0,0,0,0,0,0,1161,329,28,173,105,274,109,3,42,1,10,49,1,7,0,3,15,0,0,0,6,1,0,0,0,0
's-Hertogenbosch,Deurne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis De Gouden Helm,0762::SB14,5759 PA,709,603,0,2,0,0,0,550,55,0,0,0,0,0,0,605,188,7,71,74,126,54,7,23,6,15,17,0,3,0,0,8,0,0,0,2,0,1,1,0,0
's-Hertogenbosch,Deurne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool D'n Heiakker,0762::SB15,5754 DJ,1692,1151,1,2,0,0,0,1053,101,0,0,0,0,0,0,1154,219,46,204,197,138,131,9,78,2,28,51,0,7,1,3,24,0,1,1,7,0,1,1,1,1
's-Hertogenbosch,Deurne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau brede school d'n Bogerd,0762::SB16,5753 GN,1272,792,2,0,0,0,1,716,77,0,0,0,0,0,0,794,167,23,168,133,122,74,2,37,0,13,28,2,1,0,3,13,2,0,0,3,0,1,0,0,0
's-Hertogenbosch,Deurne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis 2,0762::SB17,5751 BE,1044,1075,2,2,0,0,7,990,86,0,0,0,4,0,4,1083,280,38,127,172,160,107,3,72,1,31,44,3,5,4,2,20,0,1,0,2,2,0,0,1,0
