contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Libertarische Partij (LP),Lokaal in de Kamer,StemNL
Middelburg,Terneuzen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dienstencentrum De Veste,0715::SB1,4531 GV,2085,1605,6,2,0,0,7,1441,165,0,0,0,0,0,0,1613,349,93,275,169,226,115,53,95,47,42,85,2,11,7,3,24,0,2,0,5,1,0,0,1
Middelburg,Terneuzen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurtcentrum De Triangel,0715::SB2,4531 CL,1312,736,4,1,0,1,2,682,58,0,0,0,1,0,0,742,118,30,160,108,59,71,20,56,11,36,40,2,7,1,1,9,1,1,0,5,0,0,0,0
Middelburg,Terneuzen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurthuis De Kameleon,0715::SB3,4537 RJ,1023,874,2,3,0,1,8,783,89,0,0,0,1,0,0,880,85,66,200,124,52,48,30,49,35,41,33,0,2,80,1,15,1,0,0,1,9,1,1,0
Middelburg,Terneuzen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sportcentrum Vliegende Vaart,0715::SB4,4537 DH,1510,1182,1,9,0,4,17,1062,117,0,0,0,4,0,0,1196,187,63,170,159,170,101,55,91,44,23,44,5,2,41,0,25,0,0,0,2,0,0,0,0
Middelburg,Terneuzen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Bachten Dieke,0715::SB5,4532 BP,1884,1596,3,6,0,0,12,1442,151,0,0,0,0,0,0,1605,260,103,268,148,230,132,71,91,106,38,85,0,5,22,0,31,0,0,0,3,2,0,1,0
Middelburg,Terneuzen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum De Blide,0715::SB6,4532 CZ,1283,840,2,10,0,0,0,773,79,0,0,0,0,0,0,852,107,62,141,101,111,58,48,39,45,12,41,1,0,57,2,10,2,0,0,2,0,0,1,0
Middelburg,Terneuzen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Praktijkschool De Sprong,0715::SB7,4535 AD,1386,830,0,2,0,0,2,758,72,0,0,0,0,0,0,832,136,43,109,106,101,88,27,62,31,18,47,0,3,31,2,18,0,0,1,4,2,0,1,0
Middelburg,Terneuzen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau CZR Ter Schorre,0715::SB8,4536 GD,1696,1504,3,3,0,1,10,1371,128,0,0,1,0,0,0,1509,129,130,314,206,169,125,56,77,54,29,93,3,1,89,2,13,4,1,0,4,1,0,2,2
Middelburg,Terneuzen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Geule,0715::SB9,4535 EV,1784,1181,0,3,0,1,1,1025,159,0,0,0,1,0,0,1185,260,62,184,106,140,119,62,71,56,18,44,1,5,20,3,19,0,0,5,5,0,0,1,0
Middelburg,Terneuzen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau O.B.S. De Meerpaal,0715::SB10,4535 ED,1538,1359,0,2,0,1,3,1204,155,0,0,0,1,0,0,1362,290,86,203,109,190,147,63,91,32,28,48,2,4,22,2,30,1,0,0,4,3,2,2,0
Middelburg,Terneuzen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Brede School De Twijn,0715::SB11,4532 JM,1551,1203,2,4,0,0,3,1081,125,0,0,0,0,0,0,1209,204,68,189,119,154,96,57,87,85,26,40,0,7,41,3,20,0,1,0,1,4,0,1,0
Middelburg,Terneuzen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Brede School Othene,0715::SB12,4533 DW,2390,2019,2,3,0,1,4,1806,213,0,0,1,0,0,0,2023,676,88,235,160,252,204,89,103,54,30,56,2,6,8,4,42,0,0,0,4,3,0,3,0
Middelburg,Terneuzen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau O.B.S. 't Geuzennest,0715::SB13,4521 AA,1193,949,4,1,0,3,4,855,98,0,0,0,3,0,0,957,194,53,147,89,143,87,23,55,68,23,42,2,3,0,3,13,0,0,0,1,2,0,1,0
Middelburg,Terneuzen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Vremdieke,0715::SB14,4542 EE,2276,1750,3,3,0,0,5,1577,174,0,0,0,0,0,0,1756,264,105,277,189,231,122,94,85,220,44,74,3,7,1,1,20,1,1,0,7,0,0,4,0
