contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,StemNL
's-Hertogenbosch,Vught,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Speelzaal tafeltennisvereniging PJS,0865::SB1,5261 BK,1522,1385,0,0,0,0,6,1263,116,0,0,0,0,0,0,1385,450,80,79,73,183,297,13,129,0,39,14,0,3,0,1,17,1,0,0,4,0,1,0,1,0
's-Hertogenbosch,Vught,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum Elisabeth,0865::SB2,5261 VM,1461,1328,10,6,0,0,3,1225,116,0,0,0,0,0,0,1344,373,67,107,141,145,229,11,134,5,50,25,0,7,2,2,18,1,0,3,4,2,0,0,2,0
's-Hertogenbosch,Vught,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Visio De Vlasborch,0865::SB3,5261 TB,1626,1219,3,1,0,0,8,1130,85,0,0,0,0,0,0,1223,170,105,181,238,117,136,7,141,2,42,44,0,0,3,1,22,1,1,1,5,0,1,1,0,0
's-Hertogenbosch,Vught,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum De Braacken,0865::SB4,5263 AT,1627,1440,2,1,0,0,58,1211,174,0,0,0,0,0,0,1443,580,65,74,60,176,287,21,89,2,43,16,2,2,0,0,23,0,0,0,0,0,0,0,0,0
's-Hertogenbosch,Vught,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Brasserie 155,0865::SB5,5263 CN,1654,1528,2,0,0,0,10,1295,225,0,0,0,0,0,0,1530,866,53,66,29,148,222,8,54,5,30,15,1,5,0,2,16,1,0,0,2,1,1,0,3,0
's-Hertogenbosch,Vught,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau The Battle Axe,0865::SB6,5266 AG,1049,610,0,3,0,0,13,541,59,0,0,0,0,0,0,613,198,21,67,68,74,79,8,44,1,13,26,1,1,0,0,4,0,0,0,4,0,0,0,1,0
's-Hertogenbosch,Vught,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Openbare Basisschool De Piramide,0865::SB7,5262 XE,1638,1530,1,5,0,0,1,1395,140,0,0,0,0,0,0,1536,420,90,107,152,123,300,16,202,3,63,30,3,3,1,1,12,0,0,0,3,0,0,1,0,0
's-Hertogenbosch,Vught,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Jeugd- en jongerencentrum Elzenburg,0865::SB8,5262 GW,1370,1153,0,1,0,0,3,1056,95,0,0,0,0,0,0,1154,246,50,182,166,121,160,7,103,4,33,34,0,3,2,2,29,0,0,0,7,1,1,0,2,0
's-Hertogenbosch,Vught,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Wieken,0865::SB9,5262 EN,1257,1010,0,0,0,0,1,1008,1,0,0,0,0,0,0,1010,193,38,161,171,125,119,12,86,0,32,42,3,9,5,0,12,0,0,0,1,0,0,0,0,1
's-Hertogenbosch,Vught,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau OJBS De Lichtstraat,0865::SB10,5262 JH,1292,1050,0,1,0,0,3,939,109,0,0,0,0,0,0,1051,253,80,92,113,127,178,4,127,1,19,27,0,3,4,2,16,0,0,0,3,0,1,0,0,0
's-Hertogenbosch,Vught,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Baarzen,0865::SB11,5262 HC,1260,1358,1,3,0,2,2,1235,127,0,0,0,2,0,0,1364,318,84,120,161,180,255,12,116,0,31,46,0,2,1,3,15,2,0,0,7,0,2,0,2,1
's-Hertogenbosch,Vught,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum Theresia,0865::SB12,5262 TN,1548,1407,2,2,0,0,3,1293,115,0,0,0,0,0,0,1411,297,86,174,192,168,200,14,154,1,39,61,0,1,1,1,11,2,0,0,4,1,0,0,0,0
's-Hertogenbosch,Vught,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau HealthCity Vught,0865::SB13,5262 LK,1832,1041,0,0,0,0,2,943,96,0,0,0,0,0,0,1041,287,53,116,114,101,153,13,114,2,25,28,2,2,2,0,23,0,0,0,2,2,1,0,1,0
's-Hertogenbosch,Vught,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Raadhuis,0865::SB14,5261 EV,1111,798,0,0,0,0,10,727,61,0,0,0,0,0,0,798,282,41,51,71,74,136,6,70,1,28,19,0,4,3,1,10,0,0,1,0,0,0,0,0,0
