contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL,MenS en Spirit / Basisinkomen Partij / V-R
Arnhem,Rheden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau stb.01:Trouwzl. gemeentehuis Rheden,0275::SB1,6994 AB,983,1007,0,2,0,0,6,911,92,0,0,0,0,0,0,1009,244,67,92,80,108,146,35,112,9,65,19,1,4,4,2,16,0,0,0,3,0,0,0,0,0,0,0
Arnhem,Rheden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau stb.02:Woonzorgcompl. Nw-Schoonoord,0275::SB2,6881 TV,995,992,1,1,0,0,2,892,100,0,0,0,0,0,0,994,386,66,44,28,135,172,14,84,2,26,19,0,0,2,0,6,0,0,0,4,0,2,0,1,1,0,0
Arnhem,Rheden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau stb.03:Verzorgingshuis De Biesdel,0275::SB3,6881 CD,1025,914,0,1,0,0,2,823,90,0,0,0,0,0,0,915,359,50,40,18,92,182,21,80,6,37,12,0,1,2,0,10,1,0,0,1,2,0,0,0,0,0,0
Arnhem,Rheden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau stb.04:Parkstaete Zalencentrum Vof,0275::SB4,6881 JA,1134,1052,1,0,0,0,2,937,114,0,0,0,0,0,0,1053,313,73,55,61,91,213,16,139,3,54,10,0,5,2,0,13,0,0,0,1,0,0,0,0,2,0,1
Arnhem,Rheden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau stb.05:PC Basisschool De Arnhorst,0275::SB5,6881 NV,1436,1291,0,0,0,2,2,1173,114,0,0,2,0,0,0,1289,356,86,78,78,109,247,39,167,11,62,25,0,4,1,1,23,0,0,1,1,0,2,0,0,0,0,0
Arnhem,Rheden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau stb.06:RK Basisschool Fredericus,0275::SB6,6881 SV,1287,1246,5,1,0,0,8,1144,100,0,0,0,0,0,0,1252,302,75,118,75,144,193,42,180,3,49,13,4,7,9,2,22,4,0,0,3,0,0,0,0,1,0,0
Arnhem,Rheden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau stb.07: Woonzorgcentrum Oosterwolde,0275::SB7,6883 JK,1085,858,0,1,1,0,0,795,65,0,0,0,1,0,0,860,197,69,70,78,113,151,26,69,2,40,20,2,1,0,1,9,2,0,0,4,1,1,0,0,1,0,1
Arnhem,Rheden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau stb.08:Wooncomplex Broeckerhave,0275::SB8,6883 BD,1552,1192,2,5,0,0,5,1119,75,0,0,0,0,0,0,1199,262,76,131,97,133,200,21,128,2,57,27,2,6,11,0,21,0,0,2,5,4,3,0,1,2,0,1
Arnhem,Rheden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau stb.09:Voorm.Van Voorthuijsenschool,0275::SB9,6882 NS,1765,1133,5,1,0,0,2,1067,71,0,1,0,1,0,0,1140,185,81,170,140,71,167,22,159,8,60,30,1,2,6,2,16,1,1,0,7,1,2,0,1,0,0,0
Arnhem,Rheden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau stb.10:Verzorgingshuis H.A. Lorentz,0275::SB10,6882 LR,1339,987,2,0,0,0,4,900,85,0,0,0,0,0,0,989,129,61,245,148,86,111,21,93,4,28,22,1,2,11,1,17,0,0,0,4,1,0,0,1,1,0,0
