contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL,MenS en Spirit / Basisinkomen Partij / V-R
Arnhem,Putten,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Cultureel Centrum Stroud,0273::SB1,3881 BP,1365,1719,2,4,0,2,21,1534,172,0,0,0,2,0,0,1727,493,49,185,53,323,111,189,55,134,38,43,1,1,0,0,36,2,0,0,3,0,0,0,0,1,0,2
Arnhem,Putten,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Andreaskerk,0273::SB2,3881 SH,1548,1208,1,1,0,1,26,1076,109,0,0,0,1,0,0,1211,304,26,146,42,246,69,166,31,96,31,29,0,4,0,2,14,0,0,0,1,0,0,0,0,1,0,0
Arnhem,Putten,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum Elim,0273::SB3,3882 AL,1382,934,1,3,0,1,12,856,71,0,0,0,1,0,0,939,164,37,110,51,196,39,128,23,116,11,34,2,4,2,1,10,0,0,0,1,0,1,2,0,2,0,0
Arnhem,Putten,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,0273::SB4,3881 BZ,1347,1419,0,4,0,0,78,1224,121,0,0,0,0,0,0,1423,318,33,123,56,275,70,215,52,180,26,26,2,6,8,1,18,0,0,0,3,0,0,0,0,7,0,0
Arnhem,Putten,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zuiderkerk,0273::SB5,3882 LJ,1526,1318,2,1,0,0,12,1143,166,0,0,0,0,0,0,1321,298,11,151,34,306,57,136,26,240,9,17,1,1,0,0,24,0,1,1,1,0,1,0,0,3,0,0
Arnhem,Putten,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verenigingsgebouw Stenenkamer,0273::SB6,3882 RC,1402,1168,1,0,0,0,0,1019,150,0,0,0,0,0,0,1169,182,15,89,13,372,36,113,19,296,13,8,0,1,0,0,10,0,0,0,0,0,0,0,0,1,0,0
Arnhem,Putten,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau School Schovenhorst,0273::SB7,3881 NC,775,543,0,2,0,0,9,475,61,0,0,0,0,0,0,545,155,18,83,23,66,36,42,24,27,26,13,3,6,0,0,20,0,0,0,0,0,0,0,0,1,0,0
Arnhem,Putten,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Jeugdlokaal De Korenschoof,0273::SB8,3881 XR,1499,1410,3,3,0,0,12,1273,131,0,0,0,0,0,0,1416,269,47,178,59,310,57,218,48,143,15,38,1,2,2,0,17,0,0,0,3,0,1,0,1,0,0,1
Arnhem,Putten,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verzorgingshuis De Schauw,0273::SB9,3882 AL,1553,1529,1,4,0,0,5,1400,129,0,0,0,0,0,0,1534,245,42,215,80,315,79,239,37,182,17,47,1,3,6,1,14,1,0,0,0,0,1,0,0,4,0,0
Arnhem,Putten,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau School De Wegwijzer,0273::SB10,3882 XE,1504,1180,2,1,0,0,8,1080,95,0,0,0,0,0,0,1183,250,22,170,54,224,56,177,39,123,14,28,0,4,6,1,9,0,0,0,0,2,0,1,0,0,0,0
Arnhem,Putten,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau School De Pelikaan,0273::SB11,3882 GN,1480,1090,0,5,1,0,1,1007,88,0,0,0,1,0,0,1096,244,29,172,56,225,62,128,43,57,12,36,2,2,6,0,8,1,0,1,1,0,0,0,2,1,0,2
Arnhem,Putten,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau School De Schuilplaats,0273::SB12,3882 HH,1476,1530,2,0,0,0,1,1398,133,0,0,0,0,0,0,1532,386,30,139,58,303,88,257,44,163,23,14,1,2,0,1,16,1,0,0,1,0,3,0,0,0,0,0
Arnhem,Putten,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Samaritaan,0273::SB13,3882 HS,1746,1054,0,2,0,1,1,938,118,0,0,0,1,0,0,1057,252,10,75,40,207,58,174,30,159,11,15,1,0,8,1,12,0,0,0,1,0,0,0,0,0,0,0
