contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Lokaal in de Kamer,Vrije Democratische Partij (VDP)
Den Helder,Heiloo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,0399::SB1,1851 JL,2017,2013,1,3,0,2,10,1825,184,0,0,0,2,0,0,2019,659,159,143,115,191,301,24,210,6,79,59,1,7,7,0,40,1,0,1,8,1,1,0,0
Den Helder,Heiloo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Paulus,0399::SB2,1851 ZC,1440,1145,2,2,0,0,0,1052,97,0,0,0,0,0,0,1149,350,81,105,70,115,187,15,101,3,51,34,3,5,2,0,13,0,0,0,8,2,0,0,0
Den Helder,Heiloo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool de Springschans,0399::SB3,1851 MA,2092,1887,0,7,0,0,2,1735,157,0,0,0,0,0,0,1894,535,131,123,102,218,324,24,230,8,90,34,2,10,0,6,33,4,1,0,9,0,3,0,0
Den Helder,Heiloo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bowling Heiloo,0399::SB4,1851 ND,1461,1280,1,1,0,1,3,1167,113,0,0,0,1,0,0,1283,414,73,123,59,137,191,19,119,4,52,33,1,7,0,1,37,1,0,0,4,3,1,1,0
Den Helder,Heiloo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkgebouw Ypsalon,0399::SB5,1851 ZC,1953,1630,3,3,0,0,2,1511,123,0,0,0,0,0,0,1636,552,117,140,81,152,265,18,149,2,64,33,3,6,4,2,34,0,0,3,5,0,0,0,0
Den Helder,Heiloo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Jan van Rijckenborghschool,0399::SB6,1852 CC,2296,1888,2,3,0,7,9,1704,187,0,0,0,7,0,0,1900,667,128,101,71,218,342,37,139,8,90,34,1,10,0,2,31,0,1,1,6,0,1,0,0
Den Helder,Heiloo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bibliotheek Heiloo,0399::SB7,1852 AR,1759,1876,3,6,0,3,7,1735,146,0,0,0,3,0,0,1888,444,168,121,145,274,274,29,188,0,94,62,1,9,4,2,49,1,0,3,5,1,1,1,0
Den Helder,Heiloo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool  Elckerlyc,0399::SB8,1852 WS,1878,1443,0,4,0,0,3,1305,139,0,0,0,0,0,0,1447,380,130,117,88,147,217,22,171,4,73,45,2,8,0,4,24,1,0,3,2,0,1,3,1
Den Helder,Heiloo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Benedictusschool,0399::SB9,1851 CK,1414,1245,3,1,0,1,6,1128,114,0,0,1,0,0,0,1248,381,82,80,53,149,235,34,116,8,50,22,3,3,0,0,15,4,2,0,6,0,1,1,0
Den Helder,Heiloo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau R.K. Basisschool de Willibrord,0399::SB10,1852 WS,1731,1480,1,3,0,0,1,1352,131,0,0,0,0,0,0,1484,450,128,113,97,170,217,16,166,10,46,26,3,5,0,2,25,0,0,0,3,0,2,1,0
