contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),JEZUS LEEFT,StemNL,MenS en Spirit / Basisinkomen Partij / V-R
Utrecht,Wijk bij Duurstede,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Gemeentehuis,0352::SB1,,1839,2145,3,6,0,0,9,1934,211,0,0,0,0,0,0,2154,583,118,234,151,217,302,46,265,20,79,37,2,8,29,4,39,0,2,0,6,0,0,0,0,0,3
Utrecht,Wijk bij Duurstede,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau E en E Gasthuis,0352::SB2,,1585,1051,0,5,0,0,3,950,103,0,0,0,0,0,0,1056,173,65,193,139,152,107,24,77,5,32,30,1,3,25,1,16,1,1,0,4,0,1,0,0,0,1
Utrecht,Wijk bij Duurstede,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Werkschuit,0352::SB3,,1780,1583,1,1,0,1,4,1426,156,0,0,0,1,0,0,1586,384,102,236,122,167,215,45,171,8,47,45,5,5,3,0,18,1,0,1,4,0,1,0,1,0,2
Utrecht,Wijk bij Duurstede,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Revius Lyceum,0352::SB4,,2502,2013,1,2,0,1,10,1798,209,0,0,0,1,0,0,2017,632,98,270,109,234,299,50,152,15,46,53,0,3,1,3,39,0,1,1,5,1,0,0,0,0,1
Utrecht,Wijk bij Duurstede,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Wegwijzer,0352::SB5,,2038,1521,1,3,0,0,0,1387,138,0,0,0,0,0,0,1525,369,94,199,135,200,158,51,148,11,55,43,0,1,6,3,40,0,0,0,4,2,2,0,0,0,0
Utrecht,Wijk bij Duurstede,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Horn,0352::SB6,,1469,958,1,3,0,1,2,858,103,0,0,0,1,0,0,963,285,52,141,83,87,115,17,103,1,30,18,1,2,0,1,14,2,0,0,4,0,0,0,1,0,1
Utrecht,Wijk bij Duurstede,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Brede school Het Anker,0352::SB7,,1446,1264,1,0,0,2,2,1145,120,0,0,0,2,0,0,1267,318,61,173,116,134,167,51,112,8,41,32,1,5,2,5,31,0,0,0,7,0,0,0,0,0,0
Utrecht,Wijk bij Duurstede,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Regenboog,0352::SB8,,1478,1482,2,3,0,3,4,1350,136,0,0,0,3,0,0,1490,339,76,226,163,174,167,57,125,13,32,48,2,8,2,1,37,1,0,2,4,2,1,1,1,0,0
Utrecht,Wijk bij Duurstede,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 't Dorpshuys van Cothen,0352::SB11,,2442,2087,3,1,0,0,4,1849,238,0,0,0,0,0,0,2091,635,100,248,151,392,202,46,116,38,34,55,1,8,0,1,49,2,0,2,5,0,0,0,1,0,1
Utrecht,Wijk bij Duurstede,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Langbroek,0352::SB12,,1719,1447,2,2,0,0,2,1293,156,0,0,0,0,0,0,1451,333,47,135,88,226,106,91,67,271,24,30,3,5,0,2,16,0,0,0,2,0,0,0,1,0,0
