contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer
Groningen,Slochteren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis Slochteren,0040::SB1,,1527,1301,3,8,0,0,6,1182,124,0,0,0,0,0,0,1312,216,87,113,172,139,108,255,106,28,25,32,1,0,0,2,8,0,0,1,5,0,1,2,0
Groningen,Slochteren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Meent Schildwolde,0040::SB2,,1385,1121,1,1,0,0,1,1037,85,0,0,0,0,0,0,1123,170,65,107,124,155,103,219,64,26,31,29,3,5,0,0,16,0,0,0,3,0,0,0,1
Groningen,Slochteren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 't Ufkenshuis Siddeburen,0040::SB3,,1555,1191,1,2,1,0,4,1080,109,0,0,1,0,0,0,1193,156,81,142,181,249,102,59,92,9,36,40,7,6,0,2,21,1,0,0,5,1,1,0,0
Groningen,Slochteren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Plaaisterploats Tjuchem,0040::SB4,,395,322,0,0,0,0,3,284,35,0,0,0,0,0,0,322,66,25,36,24,47,30,11,28,2,26,15,3,1,0,0,8,0,0,0,0,0,0,0,0
Groningen,Slochteren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Pompel Overschild,0040::SB5,,482,394,0,0,0,0,1,348,45,0,0,0,0,0,0,394,56,17,39,57,68,26,27,38,13,25,14,1,0,0,0,11,1,0,0,1,0,0,0,0
Groningen,Slochteren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Borgstee Harkstede,0040::SB6,,713,1146,2,3,0,0,1,1066,84,0,0,0,0,0,0,1151,252,152,91,110,105,168,70,132,10,21,15,3,4,0,3,9,0,0,0,1,0,0,0,0
Groningen,Slochteren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Mainschoar Kolham,0040::SB7,,1087,918,1,1,0,1,1,839,81,0,0,0,1,0,0,921,150,94,149,175,77,71,41,56,3,30,49,3,3,0,0,12,0,0,2,1,0,0,0,2
Groningen,Slochteren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ruitenvelder Froombosch,0040::SB8,,881,705,1,1,0,0,0,650,57,0,0,0,0,0,0,707,115,55,105,123,82,61,44,50,0,19,27,2,5,1,1,10,0,0,0,4,0,1,0,0
Groningen,Slochteren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Rehoboth Siddeburen,0040::SB9,,1402,1121,5,5,0,4,2,1034,99,0,0,0,4,0,0,1135,152,100,159,202,200,70,56,71,13,23,37,3,1,1,4,22,2,0,0,3,0,1,0,1
Groningen,Slochteren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Borgmeren Scharmer,0040::SB10,,1386,617,2,3,0,0,1,554,67,0,0,0,0,0,0,622,137,49,58,46,74,96,16,79,6,17,18,4,2,0,0,11,1,0,0,3,0,0,0,0
Groningen,Slochteren,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Graankorrel Harkstede,0040::SB11,,800,714,0,1,0,0,1,650,64,0,0,0,0,0,0,715,120,52,89,100,54,86,83,66,12,16,21,3,0,1,0,7,1,0,0,1,0,0,0,2
