contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL,MenS en Spirit / Basisinkomen Partij / V-R
Arnhem,Oost Gelre,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Antoniushove,1586::SB1,7131 CW,1476,1090,2,3,0,0,8,1018,69,0,0,0,0,0,0,1095,257,54,93,82,288,129,9,65,1,18,65,4,4,0,0,14,0,1,0,1,0,1,1,2,0,0,1
Arnhem,Oost Gelre,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Schuttersgilde St. Switbertus,1586::SB2,7131 ZT,1614,1460,0,4,1,5,1,1369,100,0,0,0,6,0,0,1470,327,79,162,195,274,190,9,100,1,21,69,3,7,0,0,15,0,0,1,4,1,0,0,1,0,0,1
Arnhem,Oost Gelre,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau St. Jozefschool,1586::SB3,7131 GK,1507,1243,0,3,0,0,5,1140,101,0,0,0,0,0,0,1246,370,63,103,121,261,156,10,62,0,16,50,1,9,0,4,14,1,1,0,1,0,0,0,0,0,0,0
Arnhem,Oost Gelre,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Den Diek,1586::SB4,7131 DP,1509,1520,3,2,0,0,2,1422,102,0,1,0,1525,0,0,1526,352,90,166,196,259,169,11,119,2,24,81,6,11,3,2,21,0,0,2,4,0,0,0,1,1,0,0
Arnhem,Oost Gelre,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Schoppe,1586::SB5,7131 SB,1296,1217,0,3,0,0,6,1128,86,0,0,0,0,0,0,1220,223,91,168,223,156,125,6,104,6,26,54,1,2,14,0,11,1,1,0,2,0,0,0,2,1,0,0
Arnhem,Oost Gelre,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau St. Jorisschool,1586::SB6,7132 DK,1489,1226,0,0,0,1,1,1112,114,0,0,0,1,0,0,1227,405,56,91,136,199,175,7,83,2,14,18,2,4,0,0,27,0,0,2,2,0,0,0,1,0,0,2
Arnhem,Oost Gelre,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,1586::SB7,7131 BJ,1358,923,2,0,0,0,4,846,75,0,0,0,0,0,0,925,266,43,75,75,207,112,9,46,2,15,44,0,3,4,0,13,0,0,1,3,0,0,0,4,0,0,1
Arnhem,Oost Gelre,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sportcomplex De Bult,1586::SB8,7134 NJ,847,755,0,0,0,0,4,675,75,0,0,0,0,0,0,754,198,23,63,33,319,54,2,28,3,9,12,1,5,0,0,2,0,0,0,2,0,0,0,1,0,0,0
Arnhem,Oost Gelre,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis 't Kempken,1586::SB9,7135 JD,1025,888,3,1,0,0,0,812,80,0,0,0,0,0,0,892,188,29,76,79,310,96,2,36,1,6,34,2,4,0,3,13,1,0,1,0,1,1,0,1,0,0,4
Arnhem,Oost Gelre,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Parochiehuis,1586::SB10,7136 LM,1586,1379,1,2,0,0,2,1279,101,0,0,0,0,0,0,1382,330,39,79,113,482,172,12,73,3,12,36,6,1,0,3,15,0,0,0,1,0,0,0,2,0,0,0
Arnhem,Oost Gelre,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bernard Vos Clubhuus,1586::SB11,7137 MD,1109,949,1,1,0,0,3,873,75,0,0,0,0,0,0,951,252,37,72,57,323,88,4,45,3,20,31,1,1,1,1,10,0,0,0,1,0,0,0,2,0,0,0
Arnhem,Oost Gelre,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Zorgcentrum ""De Molenberg""",1586::SB12,7141 AN,1417,1084,0,3,0,0,16,981,90,0,0,0,0,0,0,1087,283,61,76,99,267,156,8,54,0,10,37,2,3,2,1,22,0,0,0,2,0,0,0,1,0,0,0
Arnhem,Oost Gelre,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Cultureel Centrum ""De Bron""",1586::SB13,7141 EK,1377,1603,2,0,0,0,9,1461,135,0,0,0,0,0,0,1605,361,85,159,220,323,205,6,100,3,19,50,1,6,26,3,27,0,0,2,2,1,0,0,3,1,0,0
Arnhem,Oost Gelre,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Willibrordusschool,1586::SB14,7141 WH,1553,1100,6,5,0,2,3,1028,82,0,0,0,2,0,0,1113,250,55,110,136,236,135,3,63,1,22,52,2,2,3,4,22,1,1,0,0,0,0,0,0,1,0,1
Arnhem,Oost Gelre,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau O.B.S. 't Palet,1586::SB15,7141 VG,1396,1029,3,1,0,0,3,960,70,0,0,0,0,0,0,1033,179,49,122,175,210,122,2,44,5,25,46,4,4,20,6,13,0,0,0,2,0,0,0,1,0,0,0
Arnhem,Oost Gelre,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stadhuis,1586::SB16,7141 BE,1591,1198,0,3,0,0,19,1093,89,0,0,0,0,0,0,1201,388,47,76,107,251,158,7,68,1,28,31,2,9,0,2,12,1,0,3,2,0,0,0,1,0,0,4
Arnhem,Oost Gelre,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau St. Theresiaschool,1586::SB17,7263 RW,682,591,3,1,0,0,6,539,50,0,0,0,0,0,0,595,130,12,57,48,207,53,5,21,3,8,34,2,2,0,3,6,0,0,0,0,0,0,0,0,0,0,0
Arnhem,Oost Gelre,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool St. Ludgerus,1586::SB18,7142 HA,412,395,0,0,0,0,2,348,45,0,0,0,0,0,0,395,94,7,20,20,208,21,2,8,2,3,5,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0
