contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),JEZUS LEEFT,StemNL,MenS en Spirit / Basisinkomen Partij / V-R
Utrecht,Leusden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Korf,0327::SB1,3831 NT,2052,1818,3,8,0,0,5,1683,145,0,0,0,4,0,0,1833,352,129,156,181,211,266,110,183,15,67,59,6,10,16,2,40,0,1,1,7,4,1,1,0,0,0
Utrecht,Leusden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Holm,0327::SB2,3831 LE,1876,1727,4,3,0,0,3,1558,177,0,0,0,4,0,0,1738,457,99,119,86,256,272,114,153,26,64,33,0,5,1,2,30,2,2,0,3,0,1,0,1,0,1
Utrecht,Leusden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau  MFC Atria,0327::SB3,3831 JT,2214,2226,2,2,0,0,2,2029,205,0,0,0,6,0,0,2236,555,115,161,154,245,374,118,233,31,88,64,1,7,6,3,60,0,1,1,4,3,0,2,0,0,0
Utrecht,Leusden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum 't Hamersveld,0327::SB4,3831 JR,1807,1774,5,3,0,0,7,1775,8,0,0,0,8,0,0,1790,454,106,104,89,241,306,94,191,27,58,44,3,5,4,0,32,2,1,4,5,1,0,1,0,0,2
Utrecht,Leusden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Larikslaan2,0327::SB5,3833 AM,2226,1832,2,3,0,0,5,1663,164,0,0,5,0,0,0,1832,506,90,168,99,279,256,82,145,19,54,58,2,6,8,2,42,3,0,1,4,1,4,1,2,0,0
Utrecht,Leusden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Lisidunahof,0327::SB6,3833 BS,1428,1117,3,5,0,0,3,1013,114,0,0,0,5,0,0,1130,291,68,67,43,195,177,78,81,21,38,29,0,4,2,2,15,0,0,0,5,0,0,0,0,0,1
Utrecht,Leusden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Appartementencomplex Groenhouten,0327::SB7,3833 VW,1999,1629,1,2,0,0,8,1490,139,0,0,0,5,0,0,1637,393,92,158,111,223,244,106,149,17,46,46,2,2,1,0,28,2,0,2,3,1,1,0,2,0,0
Utrecht,Leusden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Groene Belevenis,0327::SB8,3833 GM,1901,1638,0,1,0,0,5,1476,153,0,0,5,0,0,0,1634,415,80,106,119,229,225,120,154,33,50,48,3,1,9,2,29,0,1,1,10,2,0,0,1,0,0
Utrecht,Leusden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau MFC Antares,0327::SB9,3832 JS,3690,3277,1,7,13,0,0,3008,290,0,0,0,13,0,0,3298,1074,134,180,130,473,492,215,242,123,73,38,5,12,14,4,50,2,0,0,10,0,4,0,0,0,2
Utrecht,Leusden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum Sint Joseph,0327::SB10,3791 PP,2063,1798,0,11,0,0,3,1614,192,0,0,0,0,0,0,1809,577,63,169,77,438,141,45,107,46,27,49,1,4,2,3,39,1,0,1,7,0,0,0,0,0,1
Utrecht,Leusden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,0327::SB11,3833 LD,1680,1330,3,2,0,0,13,1318,4,0,0,0,0,0,0,1335,390,61,113,78,178,143,104,132,18,31,22,2,7,10,1,30,0,0,0,4,0,2,0,0,0,4
