contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP)
Maastricht,Horst aan de Maas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis Horst a/d Maas (Horst),1507::SB1,,2067,1872,3,7,0,0,16,1618,248,0,0,0,0,0,0,1882,367,106,270,257,322,250,14,124,0,56,56,0,5,12,1,16,8,0,0,7,0,1,0
Maastricht,Horst aan de Maas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Merthal (Horst),1507::SB2,,2075,1567,6,5,0,1,10,1396,173,0,0,0,1,0,0,1579,364,54,167,192,381,164,9,96,2,24,67,1,2,8,3,28,1,0,0,0,0,4,0
Maastricht,Horst aan de Maas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau OJC Niks (Horst),1507::SB3,,2072,2026,2,5,0,0,2,1798,233,0,0,0,0,0,0,2033,389,84,269,404,306,254,14,140,1,49,70,1,11,4,5,20,2,0,0,3,0,0,0
Maastricht,Horst aan de Maas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Lèste Geulde (Horst),1507::SB4,,1433,1448,1,2,7,0,3,1307,148,0,0,0,7,0,0,1458,265,51,224,215,303,162,6,101,1,32,58,1,2,1,1,17,1,0,0,6,0,1,0
Maastricht,Horst aan de Maas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kantine Dendron Sporthal (Horst),1507::SB5,,895,667,1,0,0,0,4,620,44,0,0,0,0,0,0,668,111,26,106,100,159,67,3,33,1,12,27,1,0,0,1,15,0,1,1,3,0,0,0
Maastricht,Horst aan de Maas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonz.compl. Aan de Brug (America),1507::SB6,,1590,1299,4,0,0,4,69,1105,133,0,0,0,4,0,0,1307,280,41,181,197,343,95,4,44,2,18,63,5,4,0,3,16,1,0,0,2,0,0,0
Maastricht,Horst aan de Maas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gem.huis 'De Zaal' (Griendtsveen),1507::SB7,,424,363,0,0,0,0,2,329,32,0,0,0,0,0,0,363,68,11,52,77,64,18,3,28,0,11,24,1,0,0,1,3,0,0,0,2,0,0,0
Maastricht,Horst aan de Maas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zaal Debije (Hegelsom),1507::SB8,,1498,1253,0,1,0,0,2,1109,143,0,0,0,0,0,0,1254,239,30,122,143,441,111,10,42,0,16,46,3,8,3,1,29,0,1,1,7,0,0,0
Maastricht,Horst aan de Maas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau MFC de Zwingel (Melderslo),1507::SB9,,1598,1255,4,4,0,1,1,1132,129,0,0,1,0,0,0,1262,272,31,209,163,301,98,5,51,1,23,69,2,8,0,0,17,2,0,0,2,1,0,0
Maastricht,Horst aan de Maas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gem. huis 'De Meulewiek' (Meterik),1507::SB10,,1212,1015,0,0,0,0,10,875,130,0,0,0,0,0,0,1015,195,26,122,108,333,97,5,43,1,13,33,3,8,0,3,22,0,0,1,2,0,0,0
Maastricht,Horst aan de Maas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau BMV De Schakel (Broekhuizenvorst),1507::SB11,,801,659,1,0,0,0,0,601,59,0,0,0,0,0,0,660,107,24,72,105,148,107,1,35,0,15,24,0,6,0,0,13,1,0,0,1,0,0,0
