contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Lokaal in de Kamer
Zwolle,Borne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,0147::SB1,7622 DG,1504,1321,1,4,0,2,12,1210,106,0,0,0,2,0,0,1328,275,74,161,176,284,153,12,92,6,33,16,1,3,6,1,20,0,0,0,6,0,0,2
Zwolle,Borne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sprankel,0147::SB2,7622 HB,1438,1226,1,3,0,0,0,1116,114,0,0,0,0,0,0,1230,216,80,153,148,291,139,15,72,1,26,32,0,6,21,3,14,1,1,2,4,0,0,1
Zwolle,Borne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wiekslag voorzijde,0147::SB3,7621 EK,936,890,1,2,1,0,0,814,80,0,0,0,1,0,0,894,121,50,170,128,181,73,17,74,4,8,25,2,4,0,2,18,1,0,1,8,0,1,2
Zwolle,Borne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkgebouw De Letterbak,0147::SB4,7621 CV,1519,1210,0,3,0,4,5,1124,88,0,0,0,4,0,0,1217,203,69,175,154,287,133,16,78,1,14,50,0,3,9,1,13,0,0,1,1,0,1,1
Zwolle,Borne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal 't Wooldrik,0147::SB5,7621 AH,1256,1119,0,2,0,2,7,1017,95,0,0,2,0,0,0,1119,279,41,97,109,279,139,24,82,3,19,17,1,5,0,0,20,0,0,0,3,0,0,1
Zwolle,Borne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Brandweerkazerne,0147::SB6,7622 BM,1236,919,1,0,0,2,3,833,86,0,0,0,2,0,0,922,252,46,144,86,190,87,10,35,2,14,23,2,3,6,2,15,0,0,0,2,0,0,0
Zwolle,Borne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Dijkhuis,0147::SB7,7622 CM,1389,1182,2,3,0,1,4,1101,83,0,0,0,1,0,0,1188,305,78,107,102,303,142,19,60,2,14,22,0,3,0,0,19,1,0,0,4,0,1,0
Zwolle,Borne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool 't Iemnschelf,0147::SB8,7623 DR,1370,1268,0,0,0,3,5,1173,93,0,0,0,3,0,0,1271,266,70,118,140,258,189,23,110,3,20,34,3,3,0,0,24,0,0,0,5,0,1,1
Zwolle,Borne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau MFA Sindron,0147::SB9,7625 PH,1127,927,2,0,0,0,1,850,78,0,0,0,0,0,0,929,229,27,92,55,324,76,13,40,4,16,23,0,2,0,1,24,0,0,0,1,0,0,0
Zwolle,Borne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Veste,0147::SB10,7623 AX,1965,1702,0,1,0,13,6,1540,170,0,0,0,13,0,0,1716,636,56,116,92,293,299,34,84,0,24,16,0,9,2,1,31,0,0,0,7,0,1,1
Zwolle,Borne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool St. Aegidius,0147::SB11,7626 LW,393,345,1,0,0,0,0,315,31,0,0,0,0,0,0,346,77,7,40,14,165,16,3,5,0,5,7,1,2,0,0,3,0,0,0,0,0,0,0
Zwolle,Borne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapsruimte de Wanne,0147::SB12,7623 HD,1596,1330,0,1,0,3,3,1225,106,0,0,0,3,0,0,1334,323,79,87,120,302,207,19,97,2,32,31,0,3,0,3,21,0,0,0,3,0,0,1
Zwolle,Borne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wiekslag achterzijde,0147::SB13,7621 EK,963,609,3,1,0,1,2,561,51,0,0,0,1,0,0,614,79,36,84,84,144,69,12,55,2,8,16,1,2,3,0,10,1,0,0,2,0,0,1
Zwolle,Borne,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gezondheidscentrum Fleminghof,0147::SB14,7622 MB,785,967,1,0,0,0,2,898,68,0,0,0,0,0,0,968,159,62,95,98,275,117,16,68,3,15,35,0,3,6,1,13,0,0,0,1,0,0,0
