contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),JEZUS LEEFT,StemNL,MenS en Spirit / Basisinkomen Partij / V-R
Utrecht,Soest,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis Soest,0342::SB1,,1424,1457,2,6,0,2,8,1312,147,0,0,0,2,0,0,1467,275,50,150,79,133,166,60,125,23,57,22,0,3,279,4,19,0,2,0,5,2,1,0,1,0,1
Utrecht,Soest,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Eerste van der Huchtschool,0342::SB2,,1559,1485,1,4,0,0,5,1315,169,0,0,1,0,0,0,1489,459,65,81,54,161,216,45,104,22,46,29,2,6,165,1,21,0,1,1,5,0,1,0,0,0,0
Utrecht,Soest,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Residence Souveraine,0342::SB3,,1345,1254,0,2,0,0,3,1136,117,0,0,0,0,0,0,1256,463,61,76,35,180,189,44,75,21,48,32,0,2,4,1,17,1,0,0,3,0,0,0,2,0,0
Utrecht,Soest,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau R.K. Daltonschool de Driesprong,0342::SB4,,1415,1027,6,2,0,0,0,930,105,0,0,0,0,0,0,1035,398,49,53,16,139,170,37,76,18,35,8,0,5,4,0,17,1,0,0,1,0,0,0,0,0,0
Utrecht,Soest,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Emmakerk,0342::SB5,,1500,1068,0,3,0,0,2,960,109,0,0,0,0,0,0,1071,328,45,139,63,122,107,44,82,29,26,33,1,3,19,0,16,0,0,0,5,3,1,0,0,0,2
Utrecht,Soest,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau OBS Prins Willem-Alexander,0342::SB6,,1310,1137,0,3,1,0,3,1047,89,0,0,1,0,0,0,1139,341,67,144,50,117,159,35,108,19,37,20,3,4,9,1,11,0,0,0,7,3,1,0,1,0,0
Utrecht,Soest,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Molenschot,0342::SB7,,1716,1320,0,3,0,0,6,1201,116,0,0,0,0,0,0,1323,421,58,154,63,176,165,43,63,28,40,28,0,8,35,1,28,3,1,1,3,0,0,1,0,0,0
Utrecht,Soest,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentr.  Mariënburg,0342::SB8,,1170,944,0,2,0,0,1,850,95,0,0,0,0,0,0,946,321,35,77,48,129,135,44,75,9,29,19,0,0,3,1,13,0,1,0,2,0,0,0,2,0,1
Utrecht,Soest,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Rank,0342::SB9,,1559,1548,3,2,0,0,7,1383,163,0,0,0,0,0,0,1553,521,80,127,46,245,236,49,97,19,47,32,0,3,24,0,16,1,2,0,2,1,0,0,0,0,0
Utrecht,Soest,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau RK basisschool Ludgerus,0342::SB10,,1802,1521,1,4,0,0,14,1352,160,0,0,0,0,0,0,1526,687,45,112,36,161,224,42,91,10,59,19,1,4,0,1,22,1,0,0,5,0,1,0,0,0,0
Utrecht,Soest,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Parochiesecretariaat,0342::SB11,,1725,1496,1,1,0,3,2,1349,150,0,0,0,3,0,0,1501,516,70,123,37,196,216,40,143,23,56,34,2,3,2,2,29,0,0,0,3,0,0,0,0,0,1
Utrecht,Soest,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Derde Van der Huchtschool,0342::SB13,,1625,1427,2,3,0,0,1,1288,143,0,0,0,0,0,0,1432,415,64,164,56,141,215,50,130,18,49,40,2,8,40,0,25,0,0,1,7,1,1,0,0,0,0
Utrecht,Soest,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau BEC De Plantage,0342::SB14,,1656,1140,1,4,0,0,1,1028,116,0,0,0,0,0,0,1145,158,43,155,79,60,116,44,125,18,27,24,0,4,268,0,12,1,0,0,0,1,3,0,1,0,1
Utrecht,Soest,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Open Hof,0342::SB15,,1641,1375,3,6,0,0,6,1258,120,0,0,0,0,0,0,1384,343,74,194,95,148,164,43,106,23,56,64,1,4,21,0,33,0,0,0,4,1,1,0,0,0,0
Utrecht,Soest,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ontmoetingscentrum Klaarwater,0342::SB17,,1500,1426,0,5,0,0,2,1298,131,0,0,0,0,0,0,1431,331,65,224,80,171,164,82,114,28,44,56,2,8,27,1,22,2,0,0,2,0,0,0,1,0,2
Utrecht,Soest,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ontmoetingscentrum De Klarinet,0342::SB18,,958,895,0,1,0,0,2,816,78,0,0,0,0,0,0,896,190,39,155,72,120,86,32,75,17,30,49,0,2,4,0,18,1,1,0,1,2,0,0,1,0,0
Utrecht,Soest,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Pr. Chr. Basisschool De Bron,0342::SB19,,1484,1212,0,4,0,0,7,1111,98,0,0,0,0,0,0,1216,280,62,178,100,146,121,73,104,12,34,35,1,4,14,3,39,0,0,0,5,0,0,0,1,0,0
Utrecht,Soest,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Theaterzaal in Idea Cultuur Centrum,0342::SB20,,1354,1248,2,4,0,0,3,1124,127,0,0,0,0,0,0,1254,261,61,143,86,134,164,55,129,40,40,38,0,0,68,2,21,1,1,0,2,0,0,0,1,1,0
Utrecht,Soest,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau P.C. basisschool Insinger,0342::SB21,,1632,1318,4,2,0,5,2,1193,134,0,0,0,5,0,0,1329,455,48,146,45,154,161,47,84,40,50,33,2,2,16,1,28,4,0,0,1,0,0,0,0,0,1
Utrecht,Soest,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Postduiven Vereniging ""Soest""",0342::SB22,,1640,1348,1,0,0,0,3,1221,125,0,0,0,0,0,0,1349,420,71,170,55,123,172,56,94,21,28,35,1,7,61,4,24,0,0,0,5,1,0,0,0,0,0
Utrecht,Soest,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ontmoetingscentrum De Drie Eiken,0342::SB25,,1589,1491,2,7,5,0,6,1372,127,0,0,0,5,0,0,1505,390,66,255,97,172,154,41,106,11,44,69,1,4,39,2,22,0,1,1,9,4,2,0,0,1,0
Utrecht,Soest,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Vredekerk,0342::SB26,,1646,1180,0,0,0,0,2,1077,101,0,0,0,0,0,0,1180,244,39,230,93,146,133,33,90,17,46,42,1,7,22,2,21,0,3,0,7,2,1,0,1,0,0
Utrecht,Soest,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau OBS De Startbaan,0342::SB27,,1675,1381,2,2,0,0,6,1256,123,0,0,0,0,0,0,1385,358,54,199,87,140,172,34,138,15,64,49,7,6,6,1,38,0,1,1,7,1,2,0,1,0,0
