contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Lokaal in de Kamer
Haarlem,Huizen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,0406::SB1,1276 KB,1312,1833,1,9,0,0,12,1633,198,0,0,0,0,0,0,1843,500,79,180,99,236,207,94,153,35,61,44,0,6,79,5,45,2,1,2,3,0,2,0
Haarlem,Huizen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Beatrixschool,0406::SB2,1272 BP,1614,1400,0,3,0,0,2,1255,146,0,0,0,0,0,0,1403,359,55,165,61,193,141,110,101,64,44,29,1,5,49,2,16,1,0,1,1,1,1,0
Haarlem,Huizen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Plankenierstheater,0406::SB3,1272 PB,835,776,0,1,0,0,13,655,109,0,0,0,0,0,0,777,476,16,33,2,51,119,12,13,4,23,5,0,3,0,0,18,0,0,0,0,1,0,0
Haarlem,Huizen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Voor Anker,0406::SB4,1272 KV,1547,1402,1,2,1,0,9,1262,135,0,0,0,1,0,0,1406,480,35,68,23,299,136,138,45,92,40,27,0,1,0,1,13,0,0,1,2,0,1,0
Haarlem,Huizen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Firma Bendex,0406::SB5,1271 LW,1559,1106,2,2,0,0,2,1015,95,0,0,0,2,0,0,1112,278,45,123,70,130,118,55,79,33,59,39,4,4,33,1,28,0,0,0,5,0,1,1
Haarlem,Huizen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Brassershoeve,0406::SB6,1271 RP,1735,1451,0,1,0,1,7,1333,114,0,0,0,2,0,1,1454,464,68,117,56,201,153,117,84,79,42,27,2,3,6,1,24,0,0,2,2,2,0,1
Haarlem,Huizen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Rehobothschool,0406::SB7,1276 NA,1195,1020,0,4,0,0,1,945,78,0,0,0,0,0,0,1024,297,40,77,35,177,96,135,49,46,14,30,0,0,3,0,20,0,0,0,1,0,0,0
Haarlem,Huizen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum Meentamorfose,0406::SB8,1276 AS,1358,981,0,4,0,0,2,901,83,1,0,0,1,0,0,986,179,58,136,79,123,106,37,86,34,31,45,0,6,38,0,20,0,0,0,0,2,0,1
Haarlem,Huizen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Bolder,0406::SB9,1276 BB,1870,1241,0,3,0,0,1,1128,115,0,0,0,0,0,0,1244,276,69,160,68,205,107,101,67,36,39,44,2,8,21,2,29,1,0,0,4,2,0,0
Haarlem,Huizen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum Holleblok,0406::SB10,1273 EG,1299,1163,0,4,0,3,3,1073,88,0,0,3,0,0,0,1164,273,76,115,83,143,142,57,117,12,46,50,1,2,7,4,27,1,0,0,3,3,1,0
Haarlem,Huizen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Schoolgebouw Holleblok,0406::SB11,1273 EG,1164,1230,1,1,0,0,0,1119,116,0,0,0,3,0,0,1235,294,78,141,82,134,153,57,109,18,41,48,1,11,16,2,34,1,0,0,5,3,1,1
Haarlem,Huizen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kamperfoelieschool,0406::SB12,1273 LC,1289,824,1,1,0,0,1,760,65,0,0,0,0,0,0,826,191,49,98,73,88,107,22,75,11,28,34,0,0,11,6,19,0,1,0,8,2,1,0
Haarlem,Huizen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Meentkerk (rechts),0406::SB13,1274 RZ,1323,938,0,2,0,1,0,871,70,0,0,0,1,0,0,941,223,37,140,67,93,131,36,68,6,40,40,3,4,5,5,30,2,0,0,5,0,3,0
Haarlem,Huizen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Rustmaat,0406::SB14,1273 JS,1833,1454,0,6,0,1,7,1333,121,0,0,0,1,0,0,1461,354,82,158,94,183,180,69,131,19,56,69,0,6,15,1,29,1,0,0,2,1,1,3
Haarlem,Huizen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Gouden Kraal,0406::SB15,1275 AB,1679,1360,1,2,0,2,3,1247,115,0,0,0,2,0,0,1365,330,88,140,83,150,176,70,128,11,44,57,0,6,20,1,45,0,2,0,6,2,1,0
Haarlem,Huizen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum,0406::SB16,1274 NS,1202,819,1,3,0,0,0,769,54,0,0,0,0,0,0,823,156,36,126,71,69,86,33,90,8,36,27,2,7,41,6,19,1,2,0,1,2,0,0
Haarlem,Huizen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Goede Herderkerk,0406::SB17,1272 JR,1109,1059,0,1,0,0,8,917,135,0,0,0,0,0,0,1060,458,44,53,10,151,178,35,43,15,29,11,1,1,0,0,25,0,0,0,2,1,2,0
Haarlem,Huizen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Ark,0406::SB18,1274 KL,1847,1163,1,1,0,6,1,1082,88,0,0,0,6,0,0,1171,252,63,136,81,146,151,87,80,21,35,51,1,3,18,6,22,0,0,3,4,2,1,0
Haarlem,Huizen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Surfclub Gooimeer,0406::SB19,1271 ER,1445,1219,5,2,0,1,2,1119,104,0,0,1,0,0,0,1225,333,81,150,72,156,153,42,98,6,40,34,2,7,2,1,31,0,2,3,2,3,1,0
Haarlem,Huizen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Tweemaster,0406::SB20,1276 GP,1379,1173,3,3,0,0,2,1080,98,0,0,0,1,0,0,1180,243,65,126,83,139,179,71,94,4,45,38,1,7,41,3,28,0,0,1,3,1,1,0
Haarlem,Huizen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Meentkerk (links),0406::SB21,1274 RZ,1028,1014,0,1,0,0,1,945,68,0,0,1,0,1,0,1014,234,43,127,78,116,139,50,94,19,58,34,0,3,3,2,9,0,0,0,3,0,0,2
Haarlem,Huizen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Schoolwoning,0406::SB22,1277 CH,1114,961,2,2,0,1,7,863,96,0,0,0,1,0,0,966,301,70,85,37,119,120,34,89,6,33,31,3,2,8,1,18,1,0,0,3,0,0,0
Haarlem,Huizen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Springplank,0406::SB23,1277 AV,810,966,1,0,0,0,3,860,104,0,0,0,0,0,0,967,358,56,93,26,116,123,45,49,9,24,24,3,4,8,2,25,0,0,0,1,0,0,0
Haarlem,Huizen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Muziekvereniging Prinses Irene,0406::SB24,1271 AA,581,479,0,2,0,0,1,429,51,0,0,0,0,0,0,481,122,25,56,24,65,59,21,31,15,18,16,0,2,13,1,10,0,0,0,1,0,0,0
