contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),JEZUS LEEFT,StemNL
Leiden,Krimpenerwaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Raadhuis,1931::SB1,2941 ES,1486,1447,0,3,0,0,0,1309,141,0,0,0,0,0,0,1450,452,87,199,92,149,129,46,89,66,45,44,2,3,0,1,37,0,0,0,4,1,0,0,0,1
Leiden,Krimpenerwaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Schateiland,1931::SB2,2941 SE,1207,836,2,1,0,2,0,772,69,0,0,0,2,0,0,841,210,72,120,64,72,73,30,45,52,37,29,0,5,0,0,24,0,0,1,1,0,1,0,0,0
Leiden,Krimpenerwaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau CBS  Eben-Haëzer,1931::SB3,2941 VE,1205,932,1,2,0,0,0,843,92,0,0,0,0,0,0,935,210,51,128,89,111,66,49,40,110,26,30,0,1,0,2,13,0,1,0,2,0,2,1,0,0
Leiden,Krimpenerwaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Breeje Hendrick,1931::SB4,2941 TN,1077,975,4,4,0,0,0,901,82,0,0,0,0,0,0,983,235,81,123,96,131,79,25,45,63,26,41,1,3,3,2,20,0,0,0,1,0,0,0,0,0
Leiden,Krimpenerwaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ichthus Kerk,1931::SB5,2941 BM,1069,946,0,2,0,2,0,855,91,0,0,2,0,0,0,946,252,52,135,54,143,72,37,41,88,24,24,1,3,0,2,15,0,1,0,1,1,0,0,0,0
Leiden,Krimpenerwaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Cultuurhuis,1931::SB6,2931 CK,1237,1170,0,2,0,0,2,1067,106,0,0,0,3,0,0,1175,263,83,176,92,114,112,65,70,59,44,35,3,10,4,5,22,3,0,0,3,2,2,0,3,0
Leiden,Krimpenerwaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Koetshuis,1931::SB7,2931 AG,1379,1139,1,4,0,0,1,1060,83,0,0,0,0,0,0,1144,211,50,222,113,137,85,68,54,66,36,49,3,2,2,3,25,0,0,2,6,1,1,0,2,1
Leiden,Krimpenerwaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Floraschool,1931::SB8,2931 RP,1348,1139,0,2,0,2,0,1053,90,0,0,0,2,0,0,1143,249,68,191,97,141,105,55,68,52,37,37,3,8,0,3,20,0,0,0,3,0,2,0,0,0
Leiden,Krimpenerwaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Dertienhuizen,1931::SB9,2931 XZ,1323,1047,3,4,0,0,2,980,72,0,0,0,0,0,0,1054,176,72,181,90,140,93,48,66,55,38,48,2,8,4,3,19,0,0,0,1,0,0,0,3,0
Leiden,Krimpenerwaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,1931::SB10,2861 AH,1176,910,0,2,0,1,2,815,96,0,0,0,1,0,0,913,195,51,108,42,135,66,74,44,126,16,17,0,6,15,2,13,0,0,0,0,0,0,0,0,0
Leiden,Krimpenerwaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Waard,1931::SB11,2861 VJ,1343,1416,1,5,0,0,2,1280,140,0,0,0,0,0,0,1422,319,66,153,92,222,121,120,80,145,20,26,1,2,9,2,26,0,0,3,6,0,1,0,2,0
Leiden,Krimpenerwaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dienstencentrum Burg. Huijbrechtstr,1931::SB12,2861 DA,1406,1119,1,0,0,2,7,966,149,0,0,0,2,0,0,1122,343,54,88,37,161,78,98,33,158,16,22,0,3,2,0,21,0,0,1,3,1,0,0,0,0
Leiden,Krimpenerwaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau H. Zanenhuis,1931::SB13,2865 AS,1441,1222,0,2,0,2,3,1136,83,0,0,2,0,0,0,1222,321,116,172,97,124,120,32,81,26,39,48,1,8,0,2,26,1,0,3,4,0,1,0,0,0
Leiden,Krimpenerwaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Cultureel Centrum, De Zwaan",1931::SB14,2825 BS,1207,1112,0,1,0,0,2,976,135,0,0,0,0,0,0,1113,264,33,69,28,93,85,74,51,333,34,21,0,3,2,1,17,0,0,0,2,0,1,0,1,0
Leiden,Krimpenerwaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Slothoven,1931::SB15,2861 DV,1184,957,2,3,0,0,1,872,89,0,0,0,0,0,0,962,277,48,121,36,147,65,77,26,101,15,21,0,4,0,1,15,0,0,2,0,0,0,1,0,0
Leiden,Krimpenerwaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Drie Maenen,1931::SB16,2935 SB,1762,1666,0,6,0,4,4,1443,229,0,0,0,4,0,0,1676,327,81,197,68,218,91,158,69,331,46,29,0,11,0,3,26,0,0,0,6,2,1,0,2,0
Leiden,Krimpenerwaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kerkgebouw,1931::SB17,2935 SV,1690,1421,1,4,0,5,2,1245,174,0,0,5,0,0,0,1421,351,67,145,52,205,89,130,44,240,26,47,0,1,0,0,21,0,0,0,2,0,0,1,0,0
Leiden,Krimpenerwaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Oosterkerk, Lageweg",1931::SB19,2935 CD,1058,783,2,0,0,1,1,709,76,0,0,0,1,0,0,786,136,34,114,34,77,51,76,36,161,15,18,0,4,0,0,24,0,1,0,0,0,0,0,2,0
Leiden,Krimpenerwaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Gouderak,1931::SB20,2831 XV,1814,1633,0,4,0,0,1,1493,144,0,0,0,1,0,0,1638,346,90,269,94,192,121,130,88,157,36,39,3,5,6,2,37,0,0,5,9,0,1,0,2,1
Leiden,Krimpenerwaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Bron,1931::SB22,2871 AE,1545,1294,0,3,0,2,2,1186,111,0,0,0,2,0,0,1299,403,42,122,55,200,136,88,88,32,43,36,0,8,5,4,28,0,0,2,1,0,1,0,0,0
Leiden,Krimpenerwaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zalencentrum de Overkant,1931::SB23,2871 BC,1585,1344,3,2,0,2,7,1225,119,0,0,0,2,0,0,1351,401,56,108,88,165,164,61,113,27,67,37,2,6,7,2,31,1,0,1,5,1,1,0,0,0
Leiden,Krimpenerwaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Openbare Bibliotheek Schoonhoven,1931::SB24,2871 TN,1614,1405,0,8,0,1,4,1287,121,0,0,1,0,0,0,1412,356,75,135,90,180,155,94,113,52,50,37,2,8,5,2,39,0,0,1,5,0,1,1,4,0
