contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),JEZUS LEEFT,StemNL,MenS en Spirit / Basisinkomen Partij / V-R
Utrecht,Vianen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stadhuis,0620::SB1,4132 AS,1810,1726,0,4,0,0,16,1579,147,0,0,0,12,0,0,1742,497,108,149,103,204,248,52,141,59,60,36,0,3,14,3,39,0,0,0,4,5,1,0,0,0,0
Utrecht,Vianen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Rank,0620::SB2,4132 CC,1978,1549,0,5,0,0,2,1410,144,0,0,0,2,0,0,1556,362,111,216,105,226,186,30,105,15,32,59,3,4,41,1,37,1,1,1,8,5,0,0,0,0,0
Utrecht,Vianen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Hof van Batenstein,0620::SB3,4131 HA,1489,1080,4,2,0,0,2,984,103,0,3,0,3,0,0,1089,193,77,183,117,182,97,23,65,19,30,53,3,4,16,0,9,0,0,2,3,1,1,0,0,1,1
Utrecht,Vianen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Prenter,0620::SB4,4131 GZ,1595,1216,4,6,0,0,5,1110,111,0,0,0,0,0,0,1226,161,69,275,138,96,110,21,123,18,35,50,2,6,76,5,18,0,0,2,7,1,0,0,3,0,0
Utrecht,Vianen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Wiekslag,0620::SB5,4133 EA,1953,1518,1,2,0,0,1,1366,154,0,0,0,0,0,0,1521,378,89,271,98,185,198,24,114,8,36,52,2,12,18,1,26,0,0,0,5,0,0,0,0,0,1
Utrecht,Vianen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Geref.kerk De Hoeksteen,0620::SB6,4133 NB,1692,1432,8,3,0,0,4,1298,141,0,0,0,0,0,0,1443,308,87,232,132,170,158,33,110,17,47,72,4,10,21,0,27,0,0,2,2,0,0,0,0,0,0
Utrecht,Vianen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Clubgebouw Brederodes,0620::SB7,4133 AX,1888,1506,1,2,2,0,1,1354,156,0,0,0,2,0,0,1511,357,87,304,84,198,178,40,100,13,53,49,1,4,15,0,19,0,0,0,3,1,0,0,0,0,0
Utrecht,Vianen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Biezen,0620::SB8,4124 AK,1158,1029,1,0,0,0,5,914,111,0,0,0,0,0,0,1030,280,43,129,56,170,83,57,47,79,20,29,2,4,0,2,22,0,0,0,2,0,2,0,2,0,0
Utrecht,Vianen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis 't Knooppunt,0620::SB9,4121 EL,847,725,2,0,0,0,0,659,68,0,0,0,0,0,0,727,178,45,104,46,105,54,48,39,43,22,19,2,4,2,0,8,0,1,0,1,1,1,1,1,0,0
Utrecht,Vianen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ver.gebouw De Krooshof,0620::SB10,4122 GX,798,707,2,0,0,0,2,631,76,0,0,0,0,0,0,709,157,21,91,29,130,48,62,26,85,18,15,2,1,3,4,9,2,0,0,3,0,0,0,1,0,0
