contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),JEZUS LEEFT,StemNL
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stadhuis,0546::SB1,,1582,1497,5,7,0,11,24,1374,100,0,0,11,0,0,0,1498,309,72,51,69,78,425,42,315,4,81,9,0,1,8,0,15,0,0,0,13,3,1,1,0,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Rijksmuseum van Oudheden,0546::SB2,,1652,1753,4,1,0,7,31,1646,88,0,0,0,7,0,0,1765,326,77,37,57,78,587,43,408,6,83,3,1,2,4,1,23,0,2,0,9,4,1,1,0,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Erfgoed Leiden en Omstreken,0546::SB3,,1444,1082,1,0,1,0,18,997,69,0,0,0,1,0,0,1084,253,87,34,26,59,277,30,203,5,66,3,0,2,5,1,18,0,0,2,6,2,2,1,0,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Meelbox (Nw Groenhoven),0546::SB5,,2046,809,1,4,0,0,0,754,60,0,0,0,0,0,0,814,114,49,80,49,37,156,21,168,3,65,14,0,2,7,1,12,2,0,3,15,5,4,1,1,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Leger des Heils,0546::SB6,,2117,1734,0,5,0,5,8,1606,120,0,0,5,0,0,0,1734,283,95,78,91,59,485,39,391,6,116,13,0,1,21,3,25,0,3,0,13,8,2,1,0,1
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Hooglandse Huys,0546::SB7,,2127,1781,1,5,12,0,12,1768,19,0,0,0,12,0,0,1799,339,85,48,64,57,529,47,404,8,126,10,2,3,7,3,32,0,0,3,8,3,2,0,0,1
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woningcorporatie De Sleutels,0546::SB9,,2038,1689,4,8,0,1,12,1551,137,0,0,1,0,0,0,1700,270,105,155,114,66,383,41,351,2,103,21,1,5,17,4,29,0,0,1,9,9,2,0,1,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Marehuis,0546::SB10,,2044,1640,1,5,0,1,13,1536,98,0,0,0,1,0,0,1647,284,76,63,77,73,477,68,354,5,97,5,1,2,10,0,28,2,0,1,12,5,0,0,0,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Rijksmuseum Volkenkunde,0546::SB12,,2175,1883,1,4,0,11,19,1752,128,0,0,0,11,0,0,1899,275,92,105,100,85,489,65,473,6,106,12,2,2,12,4,31,2,2,0,15,3,1,0,1,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Serviceflat Schouwenhove,0546::SB14,,1741,1468,7,3,0,2,9,1348,118,0,0,3,0,1,0,1475,231,112,174,138,106,254,30,202,7,86,61,2,4,26,1,19,1,0,2,8,3,0,0,1,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau ID college,0546::SB15,,3250,1185,0,4,0,0,5,1054,120,0,0,10,0,0,0,1179,154,74,237,103,61,207,25,163,4,49,30,0,3,45,1,19,0,1,0,4,2,2,0,1,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum Robijnhof,0546::SB17,,2087,1781,6,4,0,0,4,1631,156,0,0,0,0,0,0,1791,347,148,220,127,176,272,42,212,6,90,47,2,1,32,4,37,1,0,1,10,3,0,0,2,1
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bonaventuracollege,0546::SB18,,1592,988,0,1,0,1,11,883,96,0,0,0,1,0,0,990,175,86,89,26,74,251,28,182,2,32,9,0,1,3,1,18,0,0,0,6,5,0,0,0,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Leidse Houtschool,0546::SB19,,1628,1401,1,0,0,0,12,1266,124,0,0,0,0,0,0,1402,263,138,18,36,94,430,36,285,6,41,14,1,3,0,3,21,1,0,0,8,3,0,0,0,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Speeltuin Rondom de Maredijk,0546::SB20,,1726,822,0,2,0,2,4,812,10,0,0,0,2,0,0,826,141,63,37,41,43,189,25,189,1,53,15,1,2,2,1,10,2,0,0,4,2,0,1,0,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Meet&Greet,0546::SB21,,2396,1465,5,2,0,0,7,1456,6,0,0,3,0,0,0,1469,245,94,92,84,60,337,34,352,3,83,12,1,8,16,0,25,0,1,0,12,4,2,0,0,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dienstencentrum Rondedans,0546::SB22,,1675,1163,2,10,0,1,8,1071,97,0,0,0,1,0,0,1176,94,70,289,129,44,141,21,181,2,53,54,0,2,39,2,20,1,1,1,13,3,0,1,2,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verpleeghuis Overrhyn,0546::SB23,,2046,955,5,11,0,2,2,864,107,0,0,0,2,0,0,973,94,69,124,102,34,115,18,150,8,39,14,0,2,152,2,21,0,0,1,4,5,1,0,0,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Gebouw,0546::SB24,,1604,1444,6,11,0,0,1,1323,137,0,0,0,0,0,0,1461,158,69,296,134,54,176,26,221,2,43,31,0,6,181,3,20,1,0,4,7,9,1,0,2,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurtcentrum De Kooi,0546::SB28,,2148,1677,2,6,3,5,2,1509,182,0,0,0,8,0,0,1693,185,95,496,173,65,196,22,171,6,74,62,1,5,60,2,43,3,1,0,11,1,0,1,3,1
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kinderdagverblijf Admiraal de Ruyter,0546::SB29,,2350,1210,0,1,0,6,4,1100,101,0,0,6,0,0,0,1205,165,73,250,96,62,186,22,177,3,75,37,1,7,26,0,24,0,0,0,4,0,0,0,2,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Roomburgh,0546::SB30,,2341,1968,1,8,0,0,16,1788,173,0,0,0,0,0,0,1977,453,130,187,121,176,419,48,226,6,92,34,4,5,16,2,36,0,0,0,9,4,0,0,0,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stedelijk Gymnasium Leiden,0546::SB32,,1586,1615,2,1,0,4,3,1487,132,0,0,0,4,0,0,1622,308,115,56,70,87,436,49,355,3,78,13,1,2,3,5,21,0,0,1,7,5,0,0,0,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau RK Basisschool Sint Joseph,0546::SB33,,1416,1257,4,2,0,0,4,1144,115,0,0,0,0,0,0,1263,251,95,67,64,124,323,29,188,7,56,21,1,2,1,1,22,0,0,1,3,0,0,1,0,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Vredeskerk,0546::SB34,,2125,1973,1,4,9,0,7,1809,153,0,0,9,0,0,0,1969,330,192,96,94,143,475,73,389,8,109,17,1,2,3,2,28,1,2,1,5,1,1,0,0,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Lorentzhof,0546::SB35,,1987,1330,0,2,0,3,15,1215,99,0,0,3,0,0,0,1329,246,109,61,49,101,358,29,245,5,87,17,0,0,1,1,14,0,0,1,3,1,0,2,0,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau ROC Leiden,0546::SB37,,2394,1686,2,4,0,0,7,1566,117,0,0,2,0,0,0,1690,286,70,166,88,105,371,45,338,4,86,29,3,4,14,3,42,0,1,0,24,2,1,1,3,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Servicecentrum Herenstraat,0546::SB40,,2271,2012,11,5,0,0,2,1883,143,0,0,0,0,0,0,2028,283,175,201,149,89,404,42,436,4,124,49,0,6,13,0,24,0,2,1,5,3,2,0,0,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum Groenhoven,0546::SB41,,1691,1231,1,2,0,10,5,1144,95,0,0,0,10,0,0,1244,237,148,35,39,68,350,13,239,1,70,7,0,1,3,0,17,0,0,0,2,1,0,0,0,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Speeltuinvereniging Westerkwartier,0546::SB42,,1627,1195,2,7,0,1,5,1196,4,0,0,0,1,0,0,1205,234,68,190,77,49,228,17,186,8,52,23,1,0,29,5,18,0,0,1,8,0,1,0,0,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Daltonschool,0546::SB44,,2210,1329,0,12,0,0,2,1328,12,0,0,0,1,0,0,1342,165,78,203,121,57,205,22,223,5,50,35,0,2,121,1,26,0,0,2,9,3,1,0,0,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stichting Rosenburch,0546::SB45,,2132,1859,4,8,0,2,14,1696,163,0,0,0,2,0,0,1873,292,132,261,141,120,327,42,264,7,87,62,2,6,59,2,34,1,0,0,12,5,1,0,2,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verpleeghuis Zuydtwijck,0546::SB48,,2474,1758,0,8,0,2,5,1586,177,0,0,0,2,0,0,1768,228,126,224,148,101,290,54,258,16,83,63,0,4,116,2,25,1,0,0,9,8,1,0,1,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Topaz Haagwijk,0546::SB49,,1672,1302,2,9,0,0,4,1195,114,0,0,0,0,0,0,1313,194,69,226,139,105,163,30,172,2,59,46,1,5,51,6,18,1,0,0,9,1,2,1,2,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Parelvissers,0546::SB50,,2177,1384,0,6,0,12,8,1308,86,0,0,0,12,0,0,1402,219,108,214,149,141,175,44,140,7,65,43,0,3,29,1,35,0,0,0,5,0,1,0,5,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Vlietland College,0546::SB51,,1712,1323,6,1,0,3,3,1213,117,0,0,0,3,0,0,1333,239,82,191,109,159,192,40,142,6,43,48,0,9,29,2,25,0,0,0,4,2,0,0,1,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Openbare basisschool De Meerpaal,0546::SB54,,2681,1403,3,4,0,4,3,1257,146,0,0,4,0,0,0,1406,245,138,103,78,112,307,55,224,1,56,39,0,7,3,2,21,0,0,0,10,0,1,1,0,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Katholieke Basisschool De Tweemaster,0546::SB57,,2629,753,0,0,0,1,0,690,64,0,0,0,1,0,0,754,145,92,65,39,78,127,19,125,5,25,15,0,0,1,0,12,0,0,0,2,3,0,0,0,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Kerkelijk Centrum ""De Regenboog""",0546::SB58,,3045,1202,3,4,0,2,4,1093,114,0,0,0,2,0,0,1211,145,94,171,110,82,211,25,185,3,42,28,1,3,63,0,24,0,0,3,5,3,2,1,1,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau LTV De Merenwijk,0546::SB59,,2011,1394,3,7,0,1,9,1350,46,0,0,0,1,0,0,1405,234,117,201,118,98,212,34,189,3,47,22,0,2,83,2,19,1,0,2,6,2,1,0,0,1
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurtcentrum Stevenshof,0546::SB60,,2088,1950,4,10,0,0,4,1764,198,0,0,0,2,0,0,1966,333,169,345,176,155,269,34,193,12,82,89,4,10,7,4,49,2,1,2,9,2,3,0,0,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau OBS De Stevenshof,0546::SB62,,2146,1483,4,1,0,1,2,1327,160,0,0,0,1,0,0,1489,257,107,309,171,102,174,14,164,3,40,79,0,3,10,2,36,2,1,0,4,4,0,0,0,1
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Prot. Chr. basisschool de Zwaluw,0546::SB63,,2190,1820,1,6,0,0,1,1637,190,0,0,0,1,0,1,1828,312,140,356,193,148,233,42,155,1,71,86,0,8,9,3,50,1,0,1,6,4,0,1,0,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Sociëteit ""de Dobbegaarde""",0546::SB64,,2402,1844,45,5,0,2,1,1721,174,0,0,0,2,0,0,1896,334,143,364,164,161,238,32,204,5,53,66,1,8,8,3,50,0,0,1,4,3,0,0,2,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau OBS De Arcade,0546::SB66,,2094,1602,1,2,0,7,8,1427,177,0,0,0,7,0,0,1612,478,108,163,65,123,306,30,175,10,39,39,2,4,20,1,24,0,0,0,10,1,4,0,0,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Level,0546::SB99,,0,1116,0,4,0,1,45,1024,52,0,0,0,1,0,0,1121,168,53,25,50,49,332,40,287,3,46,7,0,5,12,2,18,0,0,1,12,2,3,1,0,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau NS Station Leiden Centraal,0546::SB100,,0,2376,5,11,0,2,27,2222,145,0,0,0,2,0,0,2394,336,105,59,101,112,700,74,593,10,140,11,1,6,33,1,54,1,0,3,25,8,1,1,0,1
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stadhuis,0546::SB101,,0,1558,1,4,0,0,26,1433,104,0,0,0,0,0,0,1563,303,82,62,58,76,448,40,303,3,85,17,0,5,8,2,46,1,0,4,10,4,0,1,0,0
Leiden,Leiden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau ID College,0546::SB151,,0,1127,5,7,0,0,5,1112,22,0,0,0,0,0,0,1139,139,88,155,104,57,205,37,167,3,41,32,2,4,67,2,14,2,0,1,5,1,0,0,1,0
