contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Libertarische Partij (LP),Lokaal in de Kamer
Leeuwarden,Opsterland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Beetsterzwaag, Gemeentehuis",0086::SB1,9244 CR,1610,1166,2,1,0,2,4,1085,82,0,0,0,2,0,0,1171,261,154,76,100,162,144,44,129,3,42,22,2,0,1,1,21,0,0,1,2,0,1
Leeuwarden,Opsterland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Beetsterzwaag, Dorpshuis",0086::SB2,9244 CH,1399,1289,3,0,0,0,1,1199,92,0,0,0,0,0,0,1292,227,168,57,126,211,163,51,176,3,42,28,2,5,1,5,21,1,0,1,1,0,0
Leeuwarden,Opsterland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Bakkeveen, Dúndelle",0086::SB3,9243 SK,1489,1263,2,3,0,0,3,1142,123,0,0,0,0,0,0,1268,236,124,133,135,274,116,55,94,11,31,27,2,5,0,1,16,0,0,1,1,0,1
Leeuwarden,Opsterland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Frieschepalen, De Dobber",0086::SB4,9249 MC,752,683,2,0,0,0,3,625,57,0,0,0,0,0,0,685,72,48,44,49,177,28,176,30,34,3,9,2,1,0,0,8,1,0,0,1,0,0
Leeuwarden,Opsterland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Gorredijk, De Miente",0086::SB5,8401 AC,1393,981,2,0,0,0,0,910,73,0,0,0,0,0,0,983,222,127,97,141,123,85,19,82,4,21,33,0,1,0,3,19,0,0,0,2,0,2
Leeuwarden,Opsterland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Gorredijk, De Skâns",0086::SB6,8401 DV,1672,1433,5,5,0,0,1,1370,72,0,0,0,0,0,0,1443,245,128,184,240,140,156,44,151,2,58,36,3,10,3,4,16,1,1,5,4,0,2
Leeuwarden,Opsterland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Gorredijk, R.K.-kerk",0086::SB7,8401 RV,1264,774,1,2,0,0,0,721,56,0,0,0,0,0,0,777,97,96,130,149,81,56,16,72,4,27,23,3,5,1,1,12,0,0,0,1,0,0
Leeuwarden,Opsterland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Hemrik, Dorpshuis",0086::SB8,8409 JW,593,533,0,1,0,0,1,483,50,0,0,0,0,0,0,534,119,37,61,66,80,62,15,52,4,18,13,0,0,0,0,2,0,0,0,0,0,4
Leeuwarden,Opsterland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Langezwaag, Dorpshuis",0086::SB9,8404 BV,1206,971,3,0,0,0,1,888,85,0,0,0,0,0,0,974,240,103,86,97,134,118,15,91,3,18,35,5,5,0,1,14,1,2,1,2,0,0
Leeuwarden,Opsterland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Lippenhuizen, Dorpshuis",0086::SB10,8408 HH,1017,847,0,1,0,0,2,781,65,0,0,0,0,0,0,848,159,127,73,132,85,87,23,81,2,22,28,1,2,1,2,15,2,0,1,4,0,0
Leeuwarden,Opsterland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Nij Beets, Dorpshuis",0086::SB11,9245 HP,1321,1104,0,3,0,1,4,999,105,0,0,0,1,0,0,1108,153,101,89,145,225,99,97,96,13,19,30,0,11,0,6,16,0,0,0,3,0,1
Leeuwarden,Opsterland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Siegerswoude, Dorpshuis",0086::SB12,9248 KS,639,533,0,2,0,0,3,487,47,0,2,0,2,0,0,537,72,31,41,41,146,38,81,34,22,12,6,0,1,0,1,3,3,0,0,0,0,1
Leeuwarden,Opsterland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Terwispel, Dorpshuis",0086::SB13,8407 ES,781,663,0,1,0,0,0,610,54,0,0,0,0,0,0,664,121,66,67,99,83,77,10,73,0,26,19,2,4,0,3,6,2,0,2,3,0,0
Leeuwarden,Opsterland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Tijnje, Dorpshuis",0086::SB14,8406 ES,1350,1125,2,0,0,0,3,1044,80,0,0,0,0,0,0,1127,220,93,116,170,185,113,21,92,7,32,36,1,3,0,5,16,2,0,5,7,0,1
Leeuwarden,Opsterland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Ureterp, Geref. kerk Mounestrjitte",0086::SB15,9247 AM,1876,1579,6,4,0,0,2,1454,133,0,0,0,0,0,0,1589,178,89,137,121,340,117,378,66,63,13,37,2,8,0,5,23,0,0,0,1,1,0
