contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Lokaal in de Kamer,Vrije Democratische Partij (VDP)
Den Helder,Castricum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,0383::SB1,1902 CA,1892,1668,2,0,0,0,0,1576,100,6,0,0,6,0,0,1676,419,155,97,123,196,279,25,218,1,69,36,0,4,7,0,27,0,0,1,8,2,0,0,1
Den Helder,Castricum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Maranathakerk,0383::SB3,1901 CA,1881,1690,2,6,0,1,5,1566,128,0,0,0,1,0,0,1699,418,139,90,115,176,288,27,252,7,83,42,4,2,7,2,23,2,1,0,10,2,0,0,0
Den Helder,Castricum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Kern,0383::SB4,1901 EW,1921,1484,1,3,0,2,4,1408,80,0,2,0,4,0,0,1492,415,122,120,93,145,212,13,192,2,57,59,3,7,1,3,33,0,0,1,5,0,0,1,0
Den Helder,Castricum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dependance Clusius College,0383::SB5,1900 AK,1472,710,1,0,0,0,0,654,57,0,0,0,0,0,0,711,172,54,41,58,106,105,11,76,0,29,37,0,2,0,2,11,1,0,0,3,1,1,0,0
Den Helder,Castricum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Helmgras,0383::SB6,1902 BE,1268,1350,0,1,0,0,6,1232,113,0,0,0,0,0,0,1351,375,110,101,91,145,250,15,136,2,58,30,1,1,1,2,25,1,2,0,4,0,0,0,0
Den Helder,Castricum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Klimop,0383::SB7,1902 DH,1907,1512,2,3,0,0,7,1390,120,0,0,0,0,0,0,1517,460,118,113,111,157,214,22,176,2,71,31,0,4,1,3,22,1,0,0,4,2,0,0,0
Den Helder,Castricum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Visser 't Hooftschool,0383::SB9,1902 KA,1916,1543,3,8,0,2,1,1412,139,0,0,2,0,0,0,1552,452,118,125,121,164,214,18,194,2,61,29,1,4,0,4,26,0,1,0,6,1,1,1,0
Den Helder,Castricum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Clusius College,0383::SB10,1901 TX,1761,1470,0,1,0,0,2,1339,130,0,0,0,0,0,0,1471,349,133,127,124,142,227,25,172,1,77,47,0,6,1,1,30,0,0,0,4,2,0,2,0
Den Helder,Castricum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Santmark,0383::SB11,1901 WZ,1759,1188,1,2,0,1,4,1099,87,0,0,1,0,0,0,1190,284,111,103,101,158,151,10,125,3,58,46,7,13,0,0,13,0,0,0,4,1,0,0,0
Den Helder,Castricum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Oude Keuken,0383::SB12,1901 ZZ,1072,531,2,4,0,0,0,502,35,0,0,0,0,0,0,537,161,36,40,29,44,92,0,65,1,34,13,0,3,0,1,9,0,0,0,3,0,0,0,0
