contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Libertarische Partij (LP),Lokaal in de Kamer
Leeuwarden,Dantumadiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Gemeentehuis, Hynsteblom 4",1891::SB1,9104 BR,1233,1362,1,5,0,1,2,1226,141,0,0,0,1,0,0,1369,150,65,157,139,403,64,172,51,75,18,27,1,4,1,4,20,1,0,0,10,0,0
Leeuwarden,Dantumadiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Gebouw Irene, Doniawei 91",1891::SB2,9104 GK,1651,1048,0,1,0,1,2,953,95,0,0,0,1,0,0,1050,101,43,93,85,361,53,122,44,93,19,17,1,3,0,1,11,0,0,0,1,0,0
Leeuwarden,Dantumadiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Dorpshuis De Nije Warf, Foarwei 31 a",1891::SB3,9113 PA,1452,1191,0,1,0,3,0,1059,136,0,0,0,3,0,0,1195,100,32,127,102,304,41,198,32,184,16,27,0,7,0,0,12,0,1,0,8,0,0
Leeuwarden,Dantumadiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Nij Tjaerda, Nij Tjaerda 1",1891::SB4,9104 KA,1496,1210,0,5,0,0,3,1088,124,0,0,0,0,0,0,1215,58,75,198,172,295,58,136,39,90,24,39,2,2,0,4,13,0,1,1,0,0,3
Leeuwarden,Dantumadiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau MFC De Beijer, Tjaerdawei 42 b",1891::SB5,9105 KG,903,732,2,1,1,0,0,700,34,0,0,1,0,0,0,734,92,25,74,77,282,28,66,20,20,13,20,1,2,0,2,5,0,0,0,4,0,1
Leeuwarden,Dantumadiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Herberge De Trochreed, Boskwei 25 27",1891::SB6,9067 DM,153,150,0,0,0,0,0,138,12,0,0,0,0,0,0,150,30,7,8,20,34,15,7,13,3,7,2,1,3,0,0,0,0,0,0,0,0,0
Leeuwarden,Dantumadiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Dorpshuis De Pipegael, Ds. Feitsmawei 1",1891::SB7,9108 NE,1102,951,0,1,0,0,0,864,88,0,0,0,0,0,0,952,96,27,113,96,344,24,96,36,48,12,24,1,3,0,1,26,0,0,0,2,0,2
Leeuwarden,Dantumadiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Kerkelijk Centrum De Mienskip, Haadstrjitte 17",1891::SB8,9269 SW,1449,1153,1,3,0,3,3,1080,77,0,0,0,3,0,0,1160,102,99,179,166,250,68,87,90,31,22,27,6,6,0,6,10,2,0,0,1,0,1
Leeuwarden,Dantumadiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Zorgcentrum Talma Hoeve, Johanneswâld 1",1891::SB9,9269 VS,1350,1115,1,1,0,0,3,1018,96,0,0,0,0,0,0,1117,171,88,77,123,284,119,75,93,14,24,29,0,0,0,2,12,0,0,1,3,0,0
Leeuwarden,Dantumadiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Zorgcentrum Brugchelencamp, Brugchelencamp 1",1891::SB10,9271 EP,1327,989,0,1,0,0,1,878,111,0,0,0,0,0,0,990,73,81,199,166,162,49,107,48,37,11,30,0,5,1,4,14,0,0,0,2,0,0
Leeuwarden,Dantumadiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Lokaal Chr.Geref. kerk, Noarder Stasjonsstrjitte 31",1891::SB11,9271 CH,1514,1148,0,5,0,0,2,1017,134,0,0,0,0,0,0,1153,108,79,263,178,186,49,99,52,26,21,46,5,11,1,0,16,1,0,0,5,2,0
Leeuwarden,Dantumadiel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Lokaal Ned.Herv. kerk, Toerstrjitte 1",1891::SB12,9271 BP,1197,1012,1,0,0,0,0,890,123,0,0,0,0,0,0,1013,92,77,215,160,213,29,84,33,42,15,32,1,2,0,2,13,0,0,0,2,0,0
