contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Lokaal in de Kamer,Vrije Democratische Partij (VDP)
Den Helder,Heerhugowaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,0398::SB1,1703 EZ,2514,2360,3,16,0,0,6,2196,177,0,0,0,0,0,0,2379,538,167,266,200,321,318,44,196,6,76,111,0,18,31,0,36,2,0,2,11,0,2,14,1
Den Helder,Heerhugowaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau O.b.s. De Carrousel,0398::SB2,1703 GA,1364,1052,0,8,0,0,0,963,97,0,0,0,0,0,0,1060,227,74,142,133,84,140,38,92,10,26,38,0,6,0,1,23,0,0,0,9,2,3,4,0
Den Helder,Heerhugowaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau O.b.s. De Fonkelsteen,0398::SB3,1703 RC,2374,2168,0,5,0,0,2,1943,228,0,0,0,0,0,0,2173,606,162,202,172,207,323,44,208,6,63,73,7,7,18,4,47,1,0,0,5,4,1,8,0
Den Helder,Heerhugowaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurthuis De Hoeksteen,0398::SB4,1703 AP,1806,1208,2,2,0,0,6,1104,102,0,0,0,0,0,0,1212,279,76,129,165,117,134,34,125,5,47,42,3,10,8,5,20,0,1,1,2,0,1,4,0
Den Helder,Heerhugowaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau ICBS De Vaart Bakboord,0398::SB5,1703 NK,1553,1026,1,9,0,0,0,957,79,0,0,0,0,0,0,1036,156,69,221,133,59,97,19,90,1,47,49,1,5,19,6,25,4,0,0,9,3,2,11,0
Den Helder,Heerhugowaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau ICBS De Vaart Stuurboord,0398::SB6,1703 NK,1721,1263,3,4,0,0,3,1157,110,0,0,0,0,0,0,1270,222,78,254,150,80,118,18,134,3,44,58,1,5,47,1,26,1,0,4,8,2,1,8,0
Den Helder,Heerhugowaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Trinitas College, loc. J. Bosco",0398::SB7,1703 PS,1303,937,2,1,0,0,3,841,96,0,0,0,0,0,0,940,233,70,133,101,90,109,14,75,3,31,30,1,6,2,1,28,0,0,2,3,0,1,3,1
Den Helder,Heerhugowaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau O.b.s. Atalanta,0398::SB8,1704 ZE,2253,1305,1,1,0,0,5,1175,127,0,0,0,0,0,0,1307,468,59,135,65,111,217,14,93,0,30,21,2,6,29,1,37,0,0,1,3,0,0,13,0
Den Helder,Heerhugowaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau ICBS De Boomladder,0398::SB9,1702 SK,1567,1477,1,5,0,0,1,1367,112,0,0,3,0,3,0,1480,330,112,155,161,165,181,37,137,6,41,65,4,10,21,3,36,0,0,1,3,1,3,4,1
Den Helder,Heerhugowaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcomplex Arboretum,0398::SB10,1703 DX,1758,1246,2,5,0,0,2,1161,90,0,0,0,0,0,0,1253,200,76,179,158,157,127,39,129,1,52,56,1,4,26,0,26,1,1,3,5,3,0,2,0
Den Helder,Heerhugowaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Huize Hugo-Oord,0398::SB11,1701 HA,2035,1665,4,14,0,0,1,1521,161,0,0,0,0,0,0,1683,509,78,190,104,250,207,36,104,7,58,60,6,6,7,1,28,3,1,2,1,1,0,6,0
Den Helder,Heerhugowaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurthuis de Ezel,0398::SB12,1701 VP,1105,1099,2,6,0,0,0,1023,84,0,0,0,0,0,0,1107,278,62,139,109,135,127,22,94,4,32,40,4,3,13,1,23,0,0,4,2,2,0,5,0
Den Helder,Heerhugowaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau BS De Zevensprong,0398::SB13,1701 MD,1620,1107,4,7,1,0,0,1026,93,0,0,0,1,0,0,1119,258,50,155,149,114,113,21,100,0,32,36,8,4,20,6,25,2,0,1,8,0,1,4,0
Den Helder,Heerhugowaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Noord,0398::SB14,1704 BE,2066,1658,6,2,0,0,0,1491,175,0,0,0,0,0,0,1666,639,41,178,79,350,134,23,73,3,39,43,8,7,0,0,25,1,3,1,3,1,3,3,1
Den Helder,Heerhugowaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Centrum 31,0398::SB15,1701 ED,951,866,1,5,0,0,0,803,69,0,0,0,0,0,0,872,233,81,114,66,107,85,11,70,0,29,34,2,5,3,2,14,3,0,2,3,0,1,1,0
Den Helder,Heerhugowaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Vonder,0398::SB16,1701 BA,1405,892,4,7,0,0,0,782,121,0,0,0,0,0,0,903,223,49,109,95,101,101,27,60,0,32,37,2,6,16,3,20,4,0,3,4,0,0,0,0
Den Helder,Heerhugowaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum de Horst,0398::SB17,1702 ES,1376,1113,2,8,0,2,3,1031,93,0,2,0,4,0,0,1127,248,62,137,143,128,97,32,93,2,36,46,1,6,42,0,17,0,0,2,5,2,2,12,0
Den Helder,Heerhugowaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gymzaal De Kleine en Grote Beer,0398::SB18,1702 CB,1332,909,0,0,0,0,0,849,60,0,0,0,0,0,0,909,201,46,147,111,88,107,41,57,0,30,31,0,3,6,5,25,0,0,1,4,2,1,3,0
Den Helder,Heerhugowaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau BS De Familieschool,0398::SB19,1702 ND,1993,1726,1,5,0,0,0,1560,172,0,0,0,0,0,0,1732,597,96,142,117,211,253,25,132,3,33,53,4,7,11,1,35,0,0,0,1,2,0,3,0
Den Helder,Heerhugowaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Trefpunt (Apartementencomplex),0398::SB20,1705 ES,2041,1426,0,3,0,0,2,1317,110,0,0,0,0,0,0,1429,356,78,165,119,134,201,25,156,5,58,44,6,10,13,2,39,0,0,0,10,0,1,4,0
Den Helder,Heerhugowaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau BS De Zeppelin,0398::SB21,1705 JS,1971,1704,3,11,0,2,3,1577,140,0,0,0,2,0,0,1720,464,97,200,147,160,236,30,142,2,62,42,4,15,53,3,31,0,2,4,5,1,1,3,0
Den Helder,Heerhugowaard,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal Heerhugowaard-Zuid,0398::SB22,1705 NL,1850,1844,3,8,0,0,4,1660,191,0,0,0,0,0,0,1855,561,105,219,147,126,264,22,155,0,75,49,4,7,57,1,41,0,0,2,5,1,1,2,0
