contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Libertarische Partij (LP),Lokaal in de Kamer
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het gemeentehuis (Trouwzaal),0090::SB1,9203 RM,1153,1414,2,3,0,0,9,1289,121,0,0,0,0,0,0,1419,240,161,99,133,255,160,107,130,18,42,37,0,5,4,2,19,0,0,0,2,0,0
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum De Utwyk,0090::SB2,9201 XE,1839,1501,2,0,0,0,2,1399,102,0,0,0,0,0,0,1503,152,104,188,234,274,107,160,128,22,38,46,0,3,3,10,26,2,0,1,2,1,0
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau SBO school It Heechhôf,0090::SB3,9201 XZ,1685,1215,5,4,0,0,2,1139,83,0,0,0,0,0,0,1224,81,66,238,237,140,93,123,82,14,50,38,4,10,9,6,15,1,0,0,7,0,1
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau PCBO Het Anker De Frisia 150,0090::SB4,9207 CZ,980,1037,1,1,0,0,0,975,64,0,0,0,0,0,0,1039,129,82,107,101,199,108,128,81,10,35,18,2,1,4,6,16,2,0,0,5,0,3
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kantine vv ONB,0090::SB5,9201 KK,1196,1242,0,0,0,0,3,1121,118,0,0,0,0,0,0,1242,241,108,90,81,286,121,124,103,12,16,34,1,2,0,1,20,1,0,0,1,0,0
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum De Kouwe,0090::SB6,9201 TE,2014,1242,10,4,0,0,2,1162,94,0,0,0,0,0,0,1258,89,83,256,271,136,57,87,85,15,40,56,2,14,1,5,36,0,0,2,7,0,0
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Chr.Ger. Kerk,0090::SB7,9203 AN,1797,1279,1,6,0,0,1,1176,109,0,0,0,0,0,0,1286,168,115,184,165,200,100,123,107,21,26,27,0,1,4,4,29,0,0,0,3,1,1
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Eben Haëzer,0090::SB8,9202 AN,1286,923,0,5,0,0,2,859,67,0,0,0,0,0,0,928,58,80,173,167,134,56,85,67,38,26,22,0,2,0,0,10,1,0,0,4,0,0
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijk- en Zorgcentrum De Wiken,0090::SB9,9202 CA,1764,1401,3,6,2,3,1,1300,114,0,0,0,5,0,0,1415,86,135,235,276,193,92,125,118,19,36,43,0,8,10,7,8,0,2,0,6,1,1
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sportcentrum Drachten,0090::SB10,9202 LC,1775,1341,3,6,0,0,2,1247,101,0,0,0,0,0,0,1350,146,104,158,157,208,115,188,110,17,44,49,6,2,0,2,26,0,0,1,4,0,4
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau MF wijkcentrum De Barte,0090::SB11,9202 LM,1725,1305,5,10,0,0,2,1227,91,0,0,0,0,0,0,1320,128,115,171,210,195,112,110,123,14,35,37,1,3,18,10,17,1,0,0,5,0,0
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verzorgingscentrum Rispinge,0090::SB12,9203 ZG,1849,1334,0,4,0,0,0,1240,98,0,0,0,0,0,0,1338,129,156,179,209,238,95,107,89,12,23,49,2,3,3,10,19,2,2,2,4,0,1
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verzorgingscentrum De Warrenhove,0090::SB13,9203 HT,1341,994,3,6,0,0,2,930,71,0,0,0,0,0,0,1003,146,126,102,91,215,66,96,61,29,21,17,1,2,0,5,14,1,0,0,0,1,0
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurthuis De Skûle,0090::SB14,9203 ND,1610,1408,0,3,0,0,5,1286,120,0,0,0,0,0,0,1411,277,142,122,127,250,136,136,110,16,35,36,1,3,0,2,11,0,0,1,2,0,1
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau MOS - Brede School De Drait (A),0090::SB15,9204 JT,1196,1129,3,4,0,0,1,1050,85,0,0,0,0,0,0,1136,194,124,94,126,176,142,80,105,5,36,24,1,0,2,4,13,0,0,0,2,0,1
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau MOS - Brede School De Drait (B),0090::SB16,9204 JT,912,1320,3,2,0,0,3,1209,113,0,0,0,0,0,0,1325,208,132,131,147,209,153,135,114,11,30,22,0,5,0,2,17,1,0,0,3,0,0
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Tienersoos Place 2 B (Dr.vaart),0090::SB17,9204 LM,1618,1197,1,0,0,0,3,1087,108,0,0,0,0,0,0,1198,365,93,75,74,173,149,93,92,11,22,17,0,4,0,5,15,2,0,1,5,1,0
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum De Skammel,0090::SB18,9205 DE,1690,1252,0,1,0,0,1,1185,67,0,0,0,0,0,0,1253,137,123,164,190,146,124,96,137,21,31,36,0,4,2,6,21,2,0,3,8,1,0
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool 't Tweespan,0090::SB19,9205 BN,1938,1475,1,5,0,0,5,1384,92,0,0,0,0,0,0,1481,256,147,123,177,207,158,140,151,12,30,39,2,1,0,5,19,0,0,1,5,0,2
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis 't Bynt Boornbergum,0090::SB20,9212 PK,1422,1214,2,1,0,0,4,1117,96,0,0,0,0,0,0,1217,204,87,98,121,244,114,132,79,37,40,30,1,3,0,4,16,1,0,0,3,0,0
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Lokaliteit De Nije Kompe Dr.comp.,0090::SB21,9222 NA,904,748,0,0,0,0,2,673,73,0,0,0,0,0,0,748,88,52,92,90,178,49,65,37,17,25,27,0,4,0,0,15,3,1,0,5,0,0
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Huchte Houtigehage,0090::SB22,9223 LB,710,563,0,1,0,0,0,505,59,0,0,0,0,0,0,564,68,55,154,118,37,22,21,36,4,10,13,4,1,0,2,15,0,0,1,2,0,0
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Op 'e Jister Nijega,0090::SB23,9217 RL,353,309,0,2,0,0,1,284,24,0,0,0,0,0,0,309,45,12,30,35,101,13,27,12,9,7,10,0,2,0,0,5,0,0,0,1,0,0
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Wringe Opeinde,0090::SB24,9218 PP,1313,1142,3,0,0,0,1,1043,101,0,0,0,0,0,0,1145,171,69,99,97,282,86,125,58,31,32,53,4,4,0,3,17,0,0,1,7,1,2
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Skippersseal Oudega,0090::SB25,9216 WP,1294,1094,4,2,0,0,3,1003,94,0,0,0,0,0,0,1100,155,70,80,138,328,68,76,65,17,26,39,1,2,0,6,20,0,0,0,3,0,0
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpskerk Buorren 18 Rottevalle,0090::SB26,9221 TB,1097,922,2,1,0,0,2,829,94,0,0,0,0,0,0,925,131,96,98,112,198,79,51,74,12,25,25,2,3,0,2,12,0,0,0,1,0,1
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Galerie Buitengewoon De Wilgen,0090::SB27,9213 VG,589,512,0,1,0,0,0,465,48,0,0,0,0,0,0,513,153,44,19,13,92,75,26,41,6,18,5,2,0,0,2,15,1,0,0,0,0,0
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Naturij,0090::SB28,9204 WS,1268,837,1,2,0,0,1,778,61,0,0,0,0,0,0,840,142,66,49,83,116,103,97,94,7,28,10,1,0,3,3,22,1,3,1,6,1,1
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Tike,0090::SB29,9219 WM,249,212,0,0,0,0,2,194,16,0,0,0,0,0,0,212,42,16,11,23,57,11,21,13,4,3,3,0,0,0,0,8,0,0,0,0,0,0
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau It Polderhûs,0090::SB30,9215 VZ,239,215,0,0,0,0,0,190,25,0,0,0,0,0,0,215,46,23,8,20,44,24,25,10,10,0,1,2,0,0,1,0,0,1,0,0,0,0
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Vitalis,0090::SB31,9207 GL,1032,819,1,0,0,0,2,754,64,0,0,0,0,0,0,820,172,51,76,71,147,97,91,53,9,4,24,1,2,0,5,16,0,0,0,0,0,0
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal De Drait,0090::SB32,9204 CM,1185,1040,1,4,0,0,5,966,74,0,0,0,0,0,0,1045,141,111,89,148,133,124,90,111,5,24,26,2,5,2,7,14,3,0,1,4,0,0
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis (Raadzaal),0090::SB33,9203 RM,929,845,1,1,0,0,16,760,71,0,0,0,0,0,0,847,160,88,94,87,126,88,61,54,7,19,25,0,1,6,4,23,0,0,0,1,1,0
Leeuwarden,Smallingerland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Bolder De Frisia 152,0090::SB34,9207 CZ,1195,881,3,3,0,0,5,881,1,0,0,0,0,0,0,887,127,67,96,116,131,103,84,70,8,24,33,0,4,0,5,10,0,0,0,2,1,0
