contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,StemNL
's-Hertogenbosch,Boxtel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis Boxtel,0757::SB1,5281 AT,1360,1794,2,4,0,0,17,1606,177,0,0,0,0,0,0,1800,448,110,156,221,270,297,15,149,5,37,49,3,7,6,3,11,1,0,0,3,1,2,0,0,0
's-Hertogenbosch,Boxtel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Jeroen Bosch Ziekenhuis - Liduina,0757::SB2,5281 AD,2010,1115,0,2,0,0,6,1005,106,0,0,0,0,0,0,1117,376,44,84,109,165,169,16,79,0,22,31,3,0,3,0,10,2,0,0,0,0,0,0,2,0
's-Hertogenbosch,Boxtel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stembureau WSD Station,0757::SB3,5281 GH,1515,1169,4,3,0,0,1,1086,89,0,0,0,0,0,0,1176,208,61,162,205,115,140,11,134,1,48,37,3,8,6,0,17,1,1,0,7,1,1,1,1,0
's-Hertogenbosch,Boxtel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ursulagebouw,0757::SB4,5281 HV,1168,869,0,4,0,0,2,805,66,0,0,0,0,0,0,873,192,56,70,122,89,154,7,98,1,29,20,2,4,2,1,14,1,0,0,5,0,1,0,1,0
's-Hertogenbosch,Boxtel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woon-zorgcentrum Simeonshof,0757::SB5,5282 PA,1541,1154,2,6,0,5,2,1074,91,0,0,0,5,0,0,1167,205,59,173,226,147,123,7,92,3,33,61,0,2,8,0,14,0,1,0,0,0,0,0,0,0
's-Hertogenbosch,Boxtel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis De Walnoot,0757::SB6,5282 GC,1754,1550,5,6,0,2,2,1405,156,0,0,0,2,0,0,1563,279,72,246,244,144,196,11,133,1,46,42,1,3,96,2,23,0,0,0,1,1,6,1,2,0
's-Hertogenbosch,Boxtel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis De Rots,0757::SB7,5283 CA,2029,1613,3,2,0,0,2,1488,128,0,0,0,0,0,0,1618,244,79,306,313,189,174,21,136,3,32,58,1,5,24,0,21,0,0,0,6,1,0,0,0,0
's-Hertogenbosch,Boxtel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Vorsenpoel,0757::SB8,5283 CV,1813,1251,1,2,0,0,7,1120,127,0,0,0,0,0,0,1254,300,72,133,179,163,178,14,112,0,34,36,0,5,9,0,10,0,0,1,2,1,1,0,1,0
's-Hertogenbosch,Boxtel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Brede School De Wilgenbroek,0757::SB9,5283 EE,1653,1166,1,2,0,0,3,1053,113,0,0,0,0,0,0,1169,203,71,149,194,163,167,8,124,0,32,19,0,5,5,2,18,0,0,0,5,0,0,0,1,0
's-Hertogenbosch,Boxtel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Beemden,0757::SB10,5283 KG,1772,1610,6,7,0,0,1,1474,148,0,0,0,0,0,0,1623,291,100,210,289,143,232,10,165,3,37,69,7,9,4,2,23,0,0,1,10,1,3,1,0,0
