contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,StemNL
's-Hertogenbosch,Best,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stembureau_1 Gemeentehuis,0753::SB1,5683 EA,1453,1904,5,9,0,4,4,1728,182,0,0,4,0,0,0,1914,462,65,269,204,350,201,26,102,2,44,84,3,15,13,8,39,1,1,2,7,1,3,0,2,0
's-Hertogenbosch,Best,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stembureau_2 Kindcentrum De Kiezel,0753::SB2,5682 AC,1565,1574,1,4,0,0,2,1436,141,0,0,0,0,0,0,1579,467,74,154,153,285,192,34,94,0,31,52,2,3,2,1,15,4,0,0,3,0,0,0,8,0
's-Hertogenbosch,Best,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stembureau_3 Bestwijzer,0753::SB3,5683 AK,1127,967,3,5,0,0,3,895,76,0,0,1,0,1,0,974,182,47,146,167,177,80,10,51,0,18,71,1,1,3,0,11,0,0,0,1,0,0,0,1,0
's-Hertogenbosch,Best,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stembureau_4 Basisschool De Klimboom,0753::SB4,5685 GW,1669,2050,1,1,0,8,5,1860,195,0,0,0,8,0,0,2060,744,69,171,146,227,340,41,133,11,52,63,1,13,7,3,25,0,0,1,2,0,1,0,0,0
's-Hertogenbosch,Best,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stembureau_5 Basisschool De Zevensprong,0753::SB5,5683 LL,1563,1397,2,2,3,0,1,1282,121,0,0,0,3,0,0,1404,367,55,170,173,180,197,29,102,0,42,57,0,6,0,0,17,0,0,0,1,1,0,0,0,0
's-Hertogenbosch,Best,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stembureau_6 Heerbeeck College,0753::SB6,5684 SL,1767,1080,1,0,0,0,5,984,92,0,0,0,0,0,0,1081,276,51,113,140,134,150,36,64,4,15,45,2,8,14,1,19,1,0,1,5,0,0,0,1,0
's-Hertogenbosch,Best,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stembureau_7 Cultuurspoor Best (Muziek en Dans),0753::SB7,5684 EG,1332,1030,0,4,0,1,0,922,113,0,0,0,1,0,0,1035,282,31,121,71,208,126,20,63,1,22,43,2,6,15,2,15,1,0,0,1,0,0,0,0,0
's-Hertogenbosch,Best,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stembureau_8 Kindcentrum Platijn,0753::SB8,5684 BA,1482,1075,1,6,0,2,5,994,85,0,0,0,2,0,0,1084,159,46,154,157,111,120,48,105,1,29,61,1,5,49,0,17,0,0,2,2,5,1,0,2,0
's-Hertogenbosch,Best,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stembureau_9 Dependance Basisschool De Zevensprong,0753::SB9,5683 MA,1406,793,2,0,0,1,1,746,49,0,0,0,1,0,0,796,154,33,107,133,108,93,18,53,2,22,44,2,5,3,0,6,1,0,2,2,0,1,0,4,0
's-Hertogenbosch,Best,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stembureau_10 Sporthal Naestenbest,0753::SB10,5684 GJ,1670,1024,4,1,0,0,0,953,76,0,0,0,0,0,0,1029,212,43,171,173,73,102,27,81,4,27,38,4,2,42,0,17,0,0,0,5,0,0,0,2,1
