contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Lokaal in de Kamer
Zwolle,Hardenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Voormalig gemeentehuis Gramsbergen,0160::SB14,,1688,1285,0,1,0,0,3,1178,105,0,0,0,0,0,0,1286,237,71,92,114,407,102,130,41,14,11,37,1,3,2,0,20,0,0,1,1,0,0,1
Zwolle,Hardenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau MFC de Binder,0160::SB15,,1190,1153,0,0,0,0,8,1052,93,0,0,0,0,0,0,1153,229,99,115,82,355,82,61,45,5,18,41,3,0,0,0,16,0,0,0,1,1,0,0
Zwolle,Hardenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Krim,0160::SB16,,1518,1296,3,6,0,0,5,1185,114,0,0,1,0,1,0,1304,163,64,245,166,316,72,77,41,21,18,73,4,4,0,5,24,3,0,0,0,0,0,0
Zwolle,Hardenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Oude basisschool  Ane,0160::SB17,,646,563,0,0,0,0,0,528,35,0,0,0,0,0,0,563,103,12,39,33,238,26,42,18,10,9,13,2,2,0,0,13,1,0,0,2,0,0,0
Zwolle,Hardenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 't Haarschut  Kloosterhaar,0160::SB18,,1154,875,2,1,0,0,7,798,73,0,0,0,0,0,0,878,143,61,186,162,169,38,20,27,5,5,34,3,9,0,0,9,1,0,0,1,0,0,2
Zwolle,Hardenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 't Uilenest,0160::SB19,,1079,922,1,5,0,0,3,859,66,0,0,0,0,0,0,928,123,51,103,92,217,69,127,37,19,17,21,3,6,13,0,16,3,1,0,3,1,0,0
Zwolle,Hardenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ver. gebouw  de Esch,0160::SB20,,1355,1145,0,4,3,0,3,1065,84,0,0,0,3,0,0,1152,154,45,95,82,313,70,293,27,18,11,13,1,5,0,0,15,0,0,0,1,0,0,2
Zwolle,Hardenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Clara Feyoena Heem,0160::SB21,,1554,1383,2,2,0,0,9,1249,129,0,0,0,0,0,0,1387,150,51,143,74,264,75,414,71,63,16,23,4,5,1,0,25,0,1,0,0,0,3,0
Zwolle,Hardenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau ""De Schoutenhof """,0160::SB22,,1552,1197,0,2,0,0,0,1080,119,0,0,0,0,0,0,1199,277,56,91,77,255,93,222,40,19,16,20,3,0,0,0,26,0,0,0,2,0,0,0
Zwolle,Hardenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Dorpshuis ""De Heugte""  Radewijk",0160::SB23,,506,449,0,1,0,1,11,383,57,0,0,0,1,0,0,451,78,26,39,31,198,21,17,15,1,5,7,0,4,0,0,5,0,0,0,0,1,0,1
Zwolle,Hardenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Horst Sibculo,0160::SB24,,1100,907,0,2,0,0,30,807,72,0,0,0,0,0,0,909,122,42,145,99,308,44,45,29,17,5,25,0,1,0,1,16,1,0,0,4,0,0,3
Zwolle,Hardenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau R.K. kerk H. Alphonsus de Liguori,0160::SB25,,1023,882,0,2,0,0,2,807,75,0,0,0,0,0,0,884,184,28,149,116,244,31,15,33,2,10,39,2,4,0,1,21,1,0,0,1,0,0,1
Zwolle,Hardenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ons Trefpunt Schuinesloot,0160::SB28,,749,632,0,0,0,0,0,579,53,0,0,0,0,0,0,632,103,15,89,59,191,47,29,19,21,8,32,4,0,1,0,8,2,0,0,3,0,0,1
Zwolle,Hardenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum  Oostloorn,0160::SB29,,1471,1092,2,4,0,0,1,1012,85,0,0,0,0,0,0,1098,152,54,92,93,383,64,131,36,14,18,40,1,3,0,0,10,0,0,0,1,0,0,0
Zwolle,Hardenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ver.gebouw Pro Rege,0160::SB30,,1430,1160,3,4,0,1,3,1071,94,0,0,0,1,0,0,1168,147,49,157,125,347,65,145,40,18,14,29,3,1,1,0,17,0,0,0,1,0,1,0
Zwolle,Hardenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau MFC De Baron,0160::SB31,,1227,1151,2,6,0,0,2,1082,75,0,0,0,0,0,0,1159,223,61,197,119,214,110,42,57,8,22,43,3,7,1,3,27,1,0,1,7,1,3,1
Zwolle,Hardenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Chr. Geref. Kerk.,0160::SB32,,1292,1069,1,1,0,1,1,990,81,0,0,0,1,0,0,1072,237,55,129,105,249,74,77,42,18,17,39,0,6,0,3,11,0,1,1,4,0,0,1
Zwolle,Hardenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kerkelijk centrum De Fontein,0160::SB34,,1331,844,0,1,0,3,1,763,84,0,0,0,3,0,0,848,134,59,145,87,181,74,35,35,8,13,47,0,5,0,4,15,0,0,0,0,0,1,1
Zwolle,Hardenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zwembad De Kiefer,0160::SB35,,1039,1152,0,0,0,0,1,1060,91,0,0,0,0,0,0,1152,337,50,107,88,237,138,54,50,9,16,29,6,3,1,0,23,0,0,0,3,1,0,0
Zwolle,Hardenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau van Dedem Marke,0160::SB36,,1365,1086,2,2,0,0,3,1011,76,0,0,0,0,0,0,1090,192,52,132,106,298,86,65,45,13,23,53,0,4,1,3,8,0,2,0,2,1,0,0
Zwolle,Hardenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Chr. Daltonschool De Groen,0160::SB37,,1493,1191,2,1,0,0,4,1079,111,0,0,0,0,0,0,1194,259,38,166,107,298,95,51,66,9,32,37,2,3,0,1,22,0,0,0,4,0,1,0
Zwolle,Hardenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau CNS Balkbrug,0160::SB38,,1587,1490,1,2,0,1,2,1381,111,0,0,0,1,0,0,1494,330,61,163,138,367,101,143,65,26,21,48,0,8,0,2,13,1,0,0,3,0,0,0
Zwolle,Hardenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bezoekerscentrum De Wheem,0160::SB39,,1155,824,0,0,0,0,2,720,102,0,0,0,0,0,0,824,187,40,95,41,178,64,60,34,50,19,31,0,4,0,1,15,0,0,0,2,0,2,1
Zwolle,Hardenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau O.B.S. 't Spectrum,0160::SB40,,1477,1425,1,2,0,2,1,1320,109,0,0,0,2,0,0,1430,237,61,100,122,298,132,284,69,27,20,31,1,2,1,0,32,0,0,3,3,0,0,2
Zwolle,Hardenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Marslanden - Restaurant Het Heemse,0160::SB41,,909,1028,1,1,0,0,0,945,85,0,0,0,0,0,0,1030,254,28,68,41,230,74,225,47,14,6,17,0,4,1,0,14,0,0,2,3,0,0,0
Zwolle,Hardenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,0160::SB42,,824,895,1,4,0,0,16,828,56,0,0,0,0,0,0,900,162,45,92,86,176,62,128,58,14,13,26,2,1,0,0,24,0,2,0,0,1,0,3
Zwolle,Hardenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Hardenberg Buurtkamer,0160::SB43,,1035,850,0,2,0,0,4,801,47,0,0,0,0,0,0,852,148,49,63,53,236,53,127,38,16,13,28,0,1,3,1,21,0,0,0,0,0,0,0
Zwolle,Hardenberg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Heujmansbelt,0160::SB45,,847,709,0,1,0,0,2,657,51,0,0,0,0,0,0,710,122,30,42,56,241,56,83,23,24,10,12,0,4,0,0,6,0,0,0,0,0,0,0
