contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,StemNL
's-Hertogenbosch,Cuijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,1684::SB1,5431 BV,1171,1664,0,12,0,0,8,1522,149,0,3,0,3,0,0,1679,356,68,224,282,235,203,10,158,0,41,26,1,7,19,1,20,2,1,0,9,0,1,0,0,0
's-Hertogenbosch,Cuijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ontmoetingscentrum 't Fort,1684::SB2,5431 MC,1259,732,3,5,0,0,1,690,49,0,0,0,0,0,0,740,133,29,89,182,132,68,5,36,0,14,28,0,1,3,0,4,0,1,0,3,1,1,0,1,1
's-Hertogenbosch,Cuijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 't Akkertje,1684::SB3,5434 PA,1028,850,2,3,0,0,2,762,91,0,0,0,0,0,0,855,172,27,99,189,162,81,1,51,0,11,32,0,8,0,2,13,0,0,1,0,0,0,1,0,0
's-Hertogenbosch,Cuijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Café van Kempen,1684::SB4,5433 KA,330,303,0,0,0,0,0,278,25,0,0,0,0,0,0,303,67,20,33,37,74,29,1,24,0,5,6,0,2,0,0,4,0,0,0,1,0,0,0,0,0
's-Hertogenbosch,Cuijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Agaath,1684::SB5,5435 XJ,413,351,0,3,0,0,0,320,34,0,0,0,0,0,0,354,89,12,33,48,76,41,3,25,1,11,6,0,3,0,0,2,0,0,0,1,0,0,0,0,0
's-Hertogenbosch,Cuijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Parochiezaal,1684::SB6,5431 AV,1149,1140,4,6,0,1,3,1035,113,0,0,0,1,0,0,1151,87,31,195,259,77,88,6,104,1,29,23,1,3,220,0,7,2,0,2,3,0,0,0,1,1
's-Hertogenbosch,Cuijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Nevenvestiging Merletcollege,1684::SB7,5431 ZN,1258,764,0,9,0,0,0,722,51,0,0,0,0,0,0,773,84,37,115,184,48,69,6,49,0,10,23,0,0,133,0,5,0,0,0,1,0,0,0,0,0
's-Hertogenbosch,Cuijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Doehuis,1684::SB8,5431 JR,1498,1297,1,2,3,0,6,1185,112,0,0,0,3,0,0,1303,170,49,209,313,111,155,19,135,1,41,40,1,9,18,3,11,2,2,1,2,1,1,1,1,1
's-Hertogenbosch,Cuijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau OBS Harlekijn,1684::SB9,5431 KJ,1282,921,0,0,0,4,4,917,4,0,0,0,4,0,0,925,164,59,103,198,75,131,5,83,1,30,27,1,1,17,0,16,3,1,1,4,0,1,0,0,0
's-Hertogenbosch,Cuijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Nielt,1684::SB10,5432 DW,1655,1393,2,3,0,3,0,1285,116,0,0,0,3,0,0,1401,362,68,145,255,135,169,11,102,0,33,42,0,6,32,0,19,0,1,2,3,3,0,0,5,0
's-Hertogenbosch,Cuijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau basisschool De Waai (bureau 1),1684::SB11,5432 DH,1621,1108,1,1,0,0,4,1003,103,0,0,0,0,0,0,1110,265,42,130,210,113,154,7,87,0,25,31,1,4,13,1,19,0,0,0,2,1,2,0,1,0
's-Hertogenbosch,Cuijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau sporthal De Kloosterhof,1684::SB12,5437 AS,1364,1194,1,1,0,2,0,1085,113,0,0,0,2,0,0,1198,300,37,123,178,283,124,7,50,1,23,35,3,4,0,0,20,0,0,0,4,0,0,0,2,0
's-Hertogenbosch,Cuijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Burcht,1684::SB13,5439 ND,219,209,1,1,0,0,4,184,23,0,0,0,0,0,0,211,65,8,23,11,35,36,2,15,0,7,2,0,0,0,0,4,0,0,0,0,0,0,1,0,0
's-Hertogenbosch,Cuijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau sporthal De Stappert (bureau 1),1684::SB14,5443 BE,1158,1113,1,1,0,0,1,1012,102,0,0,0,0,0,0,1115,271,25,139,231,224,91,5,40,0,23,36,3,6,0,1,9,0,1,0,6,0,0,1,1,0
's-Hertogenbosch,Cuijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Hof van Cuijk,1684::SB15,5431 EZ,1038,617,1,3,0,0,1,559,61,0,0,0,0,0,0,621,118,36,58,140,108,60,0,38,2,14,35,0,2,1,0,3,1,0,0,0,1,0,0,0,0
's-Hertogenbosch,Cuijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau basisschool De Waai (bureau 2),1684::SB16,5432 DH,1574,1228,5,1,6,0,2,1134,104,0,0,0,6,0,0,1240,365,58,152,168,129,160,6,81,0,40,21,0,7,19,0,17,0,0,1,2,0,1,0,1,0
's-Hertogenbosch,Cuijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal De Stappert (bureau 2),1684::SB17,5443 BE,1138,890,1,1,0,0,1,799,92,0,0,0,0,0,0,892,207,25,110,174,165,100,3,36,1,15,27,1,11,0,0,9,1,1,0,2,0,0,0,2,0
