contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL,MenS en Spirit / Basisinkomen Partij / V-R
Arnhem,Overbetuwe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis te Elst,1734::SB1,6661 EH,1419,1875,2,9,0,2,9,1715,164,0,0,0,2,0,0,1888,421,113,210,182,278,272,36,171,6,46,82,2,5,8,3,28,0,0,1,7,0,1,0,0,1,0,2
Arnhem,Overbetuwe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sportcentrum de Helster,1734::SB2,6661 AW,1436,1325,3,3,0,2,0,1196,137,0,0,0,2,0,0,1333,329,66,157,125,210,184,25,111,8,30,51,2,3,7,1,14,0,0,0,2,0,0,0,0,0,0,0
Arnhem,Overbetuwe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Overbetuwe College,1734::SB3,6661 ZR,1563,1030,0,3,0,0,0,947,88,0,0,0,2,0,0,1035,111,49,212,197,119,123,27,68,11,27,46,2,3,13,2,14,0,0,1,2,1,1,0,0,0,0,1
Arnhem,Overbetuwe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kruisakkers 1,1734::SB4,6662 DV,1387,1148,0,4,0,0,4,1065,84,1,0,0,0,0,0,1153,239,84,122,140,133,206,35,118,2,22,25,0,1,7,1,9,0,0,0,1,0,3,0,0,0,0,0
Arnhem,Overbetuwe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verzorgingscentrum Tertzio,1734::SB5,6661 CP,1412,1107,1,4,0,0,1,992,119,0,0,0,0,0,0,1112,361,74,86,64,206,159,23,70,3,30,20,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
Arnhem,Overbetuwe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Brede School de Kersentuin,1734::SB6,6662 VH,2013,1752,2,7,0,2,2,1643,118,0,0,0,2,0,0,1763,456,83,147,181,240,294,38,160,3,46,48,2,4,10,0,38,1,0,0,1,0,0,0,0,0,0,0
Arnhem,Overbetuwe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Onder de Toren,1734::SB7,6661 DA,1632,858,0,1,0,0,0,772,87,0,0,0,0,0,0,859,256,56,64,69,140,123,11,75,3,18,27,1,0,1,0,10,0,0,0,2,1,0,0,0,1,0,0
Arnhem,Overbetuwe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Westeraam,1734::SB8,6661 TZ,1792,1364,3,5,0,0,4,1267,101,0,0,0,0,0,0,1372,434,68,121,107,146,231,19,129,6,32,18,1,2,19,2,21,0,0,1,2,0,2,1,2,0,0,0
Arnhem,Overbetuwe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Zorgcentrum Liefkenshoek, Heteren",1734::SB9,6666 BR,1249,1114,1,6,0,0,0,1045,76,0,0,0,0,0,0,1121,227,64,169,129,195,122,48,55,16,21,36,1,5,2,1,18,0,0,0,3,0,1,0,0,0,0,1
Arnhem,Overbetuwe,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zalencentrum De Bongerd,1734::SB10,6666 CR,1243,1070,2,1,0,0,2,983,85,0,3,3,0,0,0,1070,253,44,164,90,155,122,39,74,16,27,37,2,5,6,1,29,0,1,0,2,0,0,0,3,0,0,0
