contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,StemNL
's-Hertogenbosch,Eersel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Muzenval 1,0770::SB1,5521 AW,1249,1076,2,2,0,0,9,983,88,0,0,0,0,0,0,1080,301,37,116,132,199,121,11,70,0,25,42,2,4,0,0,11,0,0,1,3,0,0,0,1,0
's-Hertogenbosch,Eersel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal de Kraanvogel,0770::SB2,5521 JN,1280,1037,5,2,0,0,2,950,92,0,0,0,0,0,0,1044,235,48,150,182,154,98,7,56,0,32,36,2,5,0,2,22,1,0,1,2,0,0,1,3,0
's-Hertogenbosch,Eersel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis De Smis,0770::SB3,5525 AN,1504,1099,2,1,0,0,4,1004,94,0,0,0,0,0,0,1102,263,34,130,168,238,103,5,59,3,34,35,0,4,0,2,13,1,1,0,3,0,1,0,2,0
's-Hertogenbosch,Eersel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis De Höllekes,0770::SB4,5524 AX,1232,1033,0,3,0,0,4,953,82,0,3,0,3,0,0,1039,287,59,140,109,156,106,11,65,3,27,43,1,5,2,0,11,0,1,0,2,0,0,2,3,0
's-Hertogenbosch,Eersel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Tenniscentrum Eersel,0770::SB5,5521 TP,1227,1138,2,2,0,0,10,1023,109,0,0,0,0,0,0,1142,369,57,93,98,198,160,4,59,3,18,47,3,2,0,0,19,3,0,1,1,1,1,0,1,0
's-Hertogenbosch,Eersel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Muzenval 2,0770::SB6,5521 AW,1276,894,0,0,0,0,11,810,73,0,0,0,0,0,0,894,263,38,75,83,158,137,11,62,2,20,20,3,5,2,1,12,0,0,0,2,0,0,0,0,0
's-Hertogenbosch,Eersel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Muzenval 3,0770::SB7,5521 AW,1381,1350,4,3,0,0,12,1232,120,0,7,0,7,0,0,1364,388,41,151,162,242,159,3,68,1,32,55,4,9,0,5,20,2,0,0,4,1,0,0,3,0
's-Hertogenbosch,Eersel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis D'n Boogerd,0770::SB8,5512 AJ,1726,1426,5,4,0,0,7,1272,156,0,0,0,0,0,0,1435,369,48,145,140,371,132,9,75,0,21,66,4,7,0,2,28,2,0,0,6,0,0,0,1,0
's-Hertogenbosch,Eersel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis De Rosdoek,0770::SB9,5513 AR,1522,1296,3,3,0,1,2,1193,109,0,1,0,2,0,0,1304,342,22,132,133,407,118,10,51,5,16,37,0,6,0,0,7,0,0,0,4,0,1,0,5,0
's-Hertogenbosch,Eersel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis De Leenhoef,0770::SB10,5511 AG,1087,890,2,2,0,0,6,818,70,0,0,0,0,0,0,894,264,33,83,100,165,108,10,57,3,19,21,3,2,1,0,17,0,0,0,3,0,0,0,1,0
's-Hertogenbosch,Eersel,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kerkebogten Gebouw Forum,0770::SB11,5521 WG,1258,916,2,1,0,0,1,838,84,0,4,0,4,0,0,923,262,37,95,130,166,102,7,39,3,22,28,1,3,0,1,11,0,0,3,1,0,0,1,4,0
