contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Lokaal in de Kamer
Zwolle,Zwolle,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stadhuis,0193::SB1,8011 PK,1622,1858,4,5,11,0,27,1726,129,0,2,0,15,0,2,1882,448,120,57,101,133,388,111,314,8,102,10,0,4,6,5,36,0,1,1,9,1,3,0
Zwolle,Zwolle,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kantine tennisvereniging ZLTB,0193::SB2,8019 AN,1730,1441,2,2,0,0,9,1305,132,0,0,0,1,0,1,1446,392,85,69,46,179,257,143,165,9,38,24,0,6,8,3,11,0,1,1,3,0,1,0
Zwolle,Zwolle,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum De Nieuwe Haven,0193::SB3,8011 AS,1625,873,4,2,0,0,4,815,60,0,0,0,0,0,0,879,118,50,135,77,76,134,63,121,8,44,15,2,3,1,0,12,0,1,0,10,1,0,2
Zwolle,Zwolle,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gebouw GGD IJsselland,0193::SB4,8011 CV,1608,1076,1,2,0,0,6,998,75,0,0,0,0,0,0,1079,206,65,37,52,85,211,98,184,15,74,10,1,0,6,1,19,0,0,1,6,2,2,1
Zwolle,Zwolle,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum De Enk,0193::SB5,8012 VA,1530,1762,6,5,0,0,13,1655,105,0,0,0,0,0,0,1773,207,110,74,139,96,358,166,411,6,129,9,2,3,5,0,21,1,3,4,12,1,4,1
Zwolle,Zwolle,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Mozadance ingang Molenweg,0193::SB6,8012 DJ,1358,933,2,2,0,0,4,867,66,0,0,0,0,0,0,937,109,56,71,69,63,182,80,178,6,58,15,0,4,17,0,10,1,0,2,7,0,4,1
Zwolle,Zwolle,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum De Molenhof,0193::SB7,8012 EJ,1258,982,2,3,0,2,2,920,67,0,0,0,2,0,0,989,129,91,52,85,79,192,87,170,1,47,16,0,4,6,2,14,2,0,0,5,0,0,0
Zwolle,Zwolle,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau School Het Veldboeket,0193::SB8,8013 TV,1733,1267,2,7,0,0,3,1201,72,0,0,0,0,0,0,1276,144,98,145,176,102,145,108,190,13,69,39,0,2,7,3,19,1,0,0,4,1,0,1
Zwolle,Zwolle,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau KSB De Vlieger 2,0193::SB9,8043 RL,1135,805,1,0,0,0,3,730,73,0,0,0,0,0,0,806,265,33,43,21,110,125,104,52,1,15,11,0,1,5,0,18,0,0,0,0,0,0,1
Zwolle,Zwolle,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau School Aquamarijn,0193::SB10,8021 AG,1593,1226,2,7,0,1,3,1155,80,0,2,0,3,0,0,1238,231,80,88,71,102,231,134,155,7,62,27,1,3,2,0,20,0,2,0,7,1,2,0
Zwolle,Zwolle,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Historisch Centrum Overijssel,0193::SB11,8021 WX,1559,1256,2,1,0,0,10,1169,80,0,0,0,0,0,0,1259,135,104,160,119,100,170,85,193,10,56,35,1,2,44,0,28,1,0,1,7,1,3,1
Zwolle,Zwolle,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum De Esdoorn,0193::SB12,8021 WB,1649,1072,2,5,0,0,2,1001,76,0,0,0,0,0,0,1079,111,100,116,144,86,111,98,116,4,57,28,0,3,77,0,9,1,0,0,7,2,1,1
Zwolle,Zwolle,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kerk De Fontein,0193::SB13,8043 NX,1482,1526,1,9,0,1,3,1399,135,0,0,0,1,0,0,1537,308,91,137,100,174,204,250,139,18,31,29,0,8,11,4,16,1,0,2,2,0,0,1
Zwolle,Zwolle,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum Fermate,0193::SB14,8031 EM,1428,1045,1,11,0,7,0,957,93,0,0,7,0,0,0,1050,176,65,91,100,95,153,91,104,7,31,36,1,1,64,0,17,0,1,1,6,2,3,0
