contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL
Tilburg,Woudrichem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 't Rondeel,0874::SB1,4285 DE,1359,1850,3,3,0,0,2,1677,177,0,0,0,0,0,0,1856,419,97,264,215,322,147,132,76,29,34,55,2,7,1,1,38,0,0,0,6,0,1,1,1,2,0
Tilburg,Woudrichem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Veste,0874::SB2,4285 AG,1252,722,1,1,0,0,6,647,71,0,0,0,0,0,0,724,162,44,98,68,73,80,43,58,16,26,19,1,8,0,2,22,0,0,1,0,0,0,0,0,1,0
Tilburg,Woudrichem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zalencentrum het Verlaat,0874::SB3,4286 DB,1572,1364,3,3,0,0,3,1212,155,0,0,0,0,0,0,1370,290,48,162,78,357,77,177,37,36,26,36,1,3,0,0,30,0,1,0,2,0,0,0,0,3,0
Tilburg,Woudrichem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 't Wapen van Emmickhoven,0874::SB4,4286 AX,1272,1050,0,4,0,0,3,927,124,0,0,0,0,0,0,1054,167,25,119,78,281,51,174,48,34,23,15,1,5,0,0,20,0,0,0,1,1,0,0,0,7,0
Tilburg,Woudrichem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Hervormd Centrum De Ark,0874::SB5,4281 LH,1028,923,0,2,0,0,2,827,96,0,0,0,0,0,0,925,154,23,113,55,176,40,157,33,118,13,20,1,4,0,0,9,0,0,0,1,0,0,0,4,2,0
Tilburg,Woudrichem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verpleeghuis De Notenhoff,0874::SB6,4281 PN,845,667,0,0,0,0,0,583,84,0,0,0,0,0,0,667,139,15,76,32,132,26,125,21,70,7,11,0,3,0,1,4,1,0,0,1,1,0,0,0,2,0
Tilburg,Woudrichem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Bibliotheek Cultuurpunt Altena,0874::SB7,4283 GM,1169,1044,0,1,0,2,4,927,116,0,0,0,2,0,0,1047,143,34,139,56,223,45,206,41,88,17,26,2,3,0,0,13,0,0,0,4,0,2,0,2,0,0
Tilburg,Woudrichem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gereformeerde Kerk Giessen-Rijswijk,0874::SB8,4284 EX,1341,1087,1,1,0,3,0,988,104,0,0,0,3,0,0,1092,213,41,145,69,238,57,156,40,41,24,31,1,9,0,0,18,0,0,0,2,0,0,0,1,1,0
Tilburg,Woudrichem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentecentrum De Hoogt,0874::SB9,4288 JB,494,464,1,0,0,1,0,417,49,0,0,0,1,0,0,466,69,7,40,21,116,15,137,11,22,5,9,1,4,0,0,5,0,0,0,2,0,0,0,0,0,0
Tilburg,Woudrichem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau OVO Oudendijk,0874::SB10,4285 WL,976,496,1,0,0,1,2,446,50,0,0,0,1,0,0,498,161,23,65,37,84,44,24,29,9,9,5,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0
