contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL
Dordrecht,Gorinchem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stadhuis,0512::SB1,,1306,1368,2,3,0,0,11,1201,161,0,0,0,0,0,0,1373,335,70,167,118,142,204,40,109,16,43,35,1,7,45,1,23,0,1,0,4,1,1,0,0,5,0
Dordrecht,Gorinchem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gorcums Museum,0512::SB2,,1157,1269,1,2,0,1,14,1146,111,0,0,1,0,0,0,1271,314,90,141,81,94,185,59,168,11,44,28,1,2,7,2,30,0,0,0,5,1,0,0,3,3,0
Dordrecht,Gorinchem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Huize Steijndeld,0512::SB3,,1248,755,2,0,0,0,7,670,80,0,0,0,0,0,0,757,179,48,98,64,54,83,23,96,7,48,13,1,5,11,1,17,0,0,0,3,0,0,0,1,3,0
Dordrecht,Gorinchem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurthuis De Aanlegsteiger,0512::SB4,,1310,1027,2,3,0,0,3,945,84,0,0,0,0,0,0,1032,225,77,110,95,76,134,37,122,12,47,22,4,4,20,0,35,0,1,0,2,0,0,0,1,3,0
Dordrecht,Gorinchem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Schoolgebouw A,0512::SB5,,1132,833,4,0,0,0,6,760,71,0,0,0,0,0,0,837,195,43,96,79,78,102,50,82,19,23,35,0,1,3,2,20,0,0,0,0,0,2,0,0,3,0
Dordrecht,Gorinchem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Schoolgebouw B,0512::SB6,,991,778,2,1,0,1,0,706,76,0,0,0,1,0,0,782,178,35,83,76,72,117,49,71,17,25,26,0,0,2,0,24,0,0,0,1,0,1,0,0,1,0
Dordrecht,Gorinchem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Oosterbliek,0512::SB7,,1421,1620,1,10,0,0,5,1458,169,0,1,0,1,0,0,1632,424,85,185,124,154,220,85,120,65,39,49,3,0,25,3,33,0,0,0,3,1,0,1,1,0,0
Dordrecht,Gorinchem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Regenboogschool,0512::SB8,,1365,947,0,3,0,1,3,834,114,0,0,0,1,0,0,951,318,32,84,39,123,111,85,43,12,25,20,0,4,31,1,16,0,0,0,3,0,0,0,0,0,0
Dordrecht,Gorinchem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Tienercollege,0512::SB9,,1431,1430,0,4,0,2,2,1266,168,0,0,0,2,0,0,1436,352,69,205,123,165,181,86,94,31,32,37,0,3,23,0,20,2,0,0,4,0,1,0,1,1,0
Dordrecht,Gorinchem,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Buurthuis ""West""",0512::SB10,,1647,1114,6,2,0,0,0,1007,115,0,0,0,0,0,0,1122,243,74,161,107,123,123,55,86,35,24,35,1,8,12,0,21,0,1,0,2,1,2,0,0,0,0
