contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP)
Maastricht,Roermond,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stadhuis,0957::SB1,,1158,1316,3,4,0,1,32,1192,100,0,0,0,1,0,0,1324,308,45,167,120,137,165,9,158,0,73,43,0,4,16,4,60,0,0,0,3,2,1,1
Maastricht,Roermond,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum 'RCG',0957::SB2,,1443,774,2,8,0,0,4,726,54,0,0,0,0,0,0,784,159,31,94,75,107,114,5,75,2,28,37,1,1,5,2,32,0,0,3,3,0,0,0
Maastricht,Roermond,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Theaterhotel 'De Oranjerie',0957::SB3,,1371,1416,4,5,0,0,14,1324,87,0,0,0,0,0,0,1425,279,44,221,144,164,194,18,154,1,57,39,2,6,10,4,61,2,0,2,10,1,3,0
Maastricht,Roermond,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool 'De Steenen Brug',0957::SB4,,1439,1197,2,4,0,1,2,1100,102,0,0,0,1,0,0,1204,356,68,110,79,156,181,4,113,1,35,25,1,4,4,3,48,2,0,0,4,2,1,0
Maastricht,Roermond,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stichting 'Swalm en Roer',0957::SB5,,1554,1143,0,1,0,0,0,1046,99,0,0,0,1,0,1,1145,381,41,118,69,181,167,7,67,2,38,27,2,4,8,1,27,0,0,1,2,0,0,0
Maastricht,Roermond,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool 'Willem de Zwijger',0957::SB6,,1544,1001,6,1,0,0,2,931,75,0,0,0,0,0,0,1008,173,53,129,121,105,141,9,128,0,38,25,3,2,25,1,41,0,0,1,4,1,1,0
Maastricht,Roermond,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkhuis 'De Terp',0957::SB7,,1130,527,1,3,0,0,2,472,57,0,0,0,0,0,0,531,36,21,96,58,28,48,7,56,0,18,13,0,0,133,1,8,1,0,0,0,3,0,0
Maastricht,Roermond,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zalencentrum 'De Velderie',0957::SB8,,1344,924,1,12,0,0,1,830,106,0,0,0,0,0,0,937,67,33,210,110,30,55,3,96,2,17,45,0,4,231,0,15,1,0,0,2,1,0,2
Maastricht,Roermond,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum 'Roncalli',0957::SB9,,1286,878,2,9,0,3,1,823,68,0,0,0,3,0,0,892,120,34,208,129,117,72,8,61,1,28,47,2,5,26,2,14,0,0,0,2,1,0,1
Maastricht,Roermond,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool 'De Kasteeltuin',0957::SB10,,1078,722,3,3,0,0,0,649,83,3,1,0,4,0,0,732,110,36,154,80,84,68,8,45,1,15,32,0,2,72,2,9,1,0,0,0,2,1,0
