contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),JEZUS LEEFT,StemNL
Leiden,Nieuwkoop,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kaleidoskoop,0569::SB1,2421EX,2286,2597,3,4,6,0,9,2376,225,0,0,0,6,0,0,2610,740,111,384,162,369,276,68,169,52,62,84,1,17,20,8,50,1,0,0,14,1,3,3,2,0
Leiden,Nieuwkoop,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Rank,0569::SB2,2421BE,2191,1467,0,0,0,0,2,1297,168,0,0,0,0,0,0,1467,517,55,202,44,223,134,35,57,51,30,48,8,5,2,3,44,1,0,0,5,1,1,0,1,0
Leiden,Nieuwkoop,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Muziekgebouw Eensgezind,0569::SB4,2421TA,2425,1856,1,4,0,1,1,1685,174,0,0,1,0,0,0,1860,514,105,224,137,239,239,48,139,26,47,49,3,9,8,2,50,1,3,3,9,0,1,0,0,0
Leiden,Nieuwkoop,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Rietzanger,0569::SB5,2431AD,1282,1273,2,2,0,0,2,1130,145,0,0,0,0,0,0,1277,406,61,159,70,255,113,12,71,7,37,42,3,6,0,1,23,0,0,0,6,0,1,0,0,0
Leiden,Nieuwkoop,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Schutse,0569::SB6,3652LH,1020,754,1,1,1,0,1,670,84,0,0,1,0,0,0,755,210,22,97,19,146,66,57,33,56,15,16,0,3,0,0,12,0,0,0,0,0,0,0,2,0
Leiden,Nieuwkoop,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Koetshuis Langeraar,0569::SB8,2461CN,2067,1714,2,5,0,0,1,1579,141,0,0,0,0,0,0,1721,561,73,190,106,358,162,22,93,8,28,56,5,6,1,1,37,2,0,1,2,1,0,1,0,0
Leiden,Nieuwkoop,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Menken Martiem,0569::SB9,2461ET,1717,913,1,2,0,0,1,835,80,0,0,0,0,0,0,916,358,22,113,24,197,57,17,29,21,10,30,2,10,0,2,20,0,0,0,0,0,0,0,1,0
Leiden,Nieuwkoop,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool de Vosseschans,0569::SB10,2461BA,1388,1505,1,4,0,9,2,1371,146,0,0,0,9,0,0,1519,459,62,212,72,270,132,40,99,35,27,48,3,1,4,2,31,1,0,0,4,0,0,2,1,0
Leiden,Nieuwkoop,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bibliotheek Ter Aar,0569::SB12,2461DR,1842,1626,1,7,0,1,13,1503,119,0,0,0,1,0,0,1635,451,49,241,73,307,165,54,112,34,42,50,2,9,1,2,24,0,0,1,8,0,0,0,1,0
Leiden,Nieuwkoop,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 't Anker,0569::SB13,2441CN,1514,956,1,3,0,0,1,865,95,0,1,0,1,0,0,961,340,20,115,35,167,96,20,43,21,12,28,3,7,0,1,42,3,0,0,0,0,2,0,1,0
Leiden,Nieuwkoop,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis Nieuwveen,0569::SB14,2441LE,2172,1667,1,3,0,0,1,1534,136,0,0,0,0,0,0,1671,479,58,279,89,269,164,56,90,25,43,51,5,11,3,1,29,0,0,2,9,1,1,0,1,1
Leiden,Nieuwkoop,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Party-centrum 't Trefpunt,0569::SB16,2435XP,1774,1250,0,2,0,0,3,1129,120,0,0,0,0,0,0,1252,353,29,172,73,266,103,52,54,22,21,44,3,11,0,0,41,0,0,0,4,1,0,0,1,0
Leiden,Nieuwkoop,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Mobiel stembureau,0569::SB19,,0,596,0,3,0,0,2,537,60,0,0,0,0,0,0,599,184,13,98,28,120,39,20,30,10,9,16,3,6,3,2,13,0,0,0,0,0,0,0,2,0
