contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,JEZUS LEEFT,StemNL,MenS en Spirit / Basisinkomen Partij / V-R
Arnhem,Renkum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,0274::SB1,6861 GG,1788,2239,4,2,0,2,20,2057,170,0,0,0,2,0,0,2247,628,147,113,133,238,448,54,286,8,96,43,2,7,1,2,20,2,2,0,5,2,2,0,0,0,0,0
Arnhem,Renkum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Openbare Basisschool De Marlijn,0274::SB2,6862 XH,1889,1564,2,5,1,0,5,1405,160,0,0,1,0,0,0,1570,438,99,72,75,146,331,40,240,4,60,33,1,0,1,0,16,0,0,0,5,0,0,0,1,0,0,2
Arnhem,Renkum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verpleeghuis De Molenberg,0274::SB3,6862 EZ,1808,1542,3,4,0,2,7,1414,130,0,0,0,2,0,0,1551,383,107,84,87,178,284,41,217,17,74,36,2,4,1,1,16,1,1,0,4,1,2,0,0,0,0,1
Arnhem,Renkum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verzorgingshuis Overdal,0274::SB4,6861 ZW,1619,1273,4,1,0,0,3,1175,100,0,0,0,0,0,0,1278,299,109,83,82,124,237,28,200,6,59,27,0,1,0,0,10,1,0,1,2,1,0,0,0,0,0,3
Arnhem,Renkum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Parkflat De Valkenburcht,0274::SB5,6861 AJ,1763,1144,1,0,0,3,8,1042,98,0,0,0,3,0,0,1148,378,79,70,62,166,173,23,112,1,43,13,0,0,0,2,15,1,0,1,1,1,1,0,0,1,0,1
Arnhem,Renkum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ontmoetingskerk,0274::SB6,6865 WC,1473,1171,1,2,0,1,4,1076,95,0,0,0,1,0,0,1175,243,72,121,108,127,179,38,135,7,53,37,0,1,29,0,11,1,0,1,3,0,0,1,0,0,0,4
Arnhem,Renkum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Poort van Doorwerth,0274::SB7,6865 GB,1672,1684,1,1,0,2,17,1563,108,0,0,0,2,0,0,1688,462,97,173,106,191,246,40,142,12,85,62,2,6,8,3,36,0,1,0,10,0,2,0,0,0,0,0
Arnhem,Renkum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal Doorwerth,0274::SB8,6865 CZ,1369,1005,1,1,0,1,4,929,75,0,0,0,1,0,0,1008,315,65,71,40,106,202,18,89,4,47,19,1,2,1,2,21,0,0,0,2,0,0,0,0,0,0,0
Arnhem,Renkum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Schild,0274::SB9,6874 AD,1470,1126,1,0,0,2,16,1045,68,0,0,0,2,0,0,1129,269,78,78,70,136,164,36,167,11,56,29,0,2,2,1,19,2,0,0,0,0,2,0,0,2,1,1
Arnhem,Renkum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Serviceflat De Koningshof,0274::SB10,6866 CM,1767,1557,2,4,0,0,9,1430,124,0,0,0,0,0,0,1563,403,109,138,83,257,207,50,168,12,55,31,0,2,5,0,31,0,1,0,2,0,1,0,2,0,0,0
Arnhem,Renkum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Serviceflat Hoog Heelsum,0274::SB11,6871 ED,2038,1294,1,1,0,3,0,1199,100,0,0,0,3,0,0,1299,194,124,167,146,177,194,34,112,10,51,45,0,5,13,2,13,1,0,0,3,1,0,0,1,1,0,0
Arnhem,Renkum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Cultureel Centrum De Rijnkom,0274::SB12,6871 JK,1835,1949,5,6,0,0,16,1776,168,0,0,0,0,0,0,1960,358,136,280,161,220,301,61,213,16,88,58,1,7,12,6,25,0,1,0,1,0,2,0,0,1,0,1
Arnhem,Renkum,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau voormalige Ursulaschool,0274::SB13,6871 DD,2025,1379,2,0,0,0,2,1256,123,0,0,0,0,0,0,1381,264,89,186,149,147,228,42,137,8,50,42,2,6,1,2,18,0,1,1,4,0,0,1,0,1,0,0
